SA2_CODE,obsValue,ARR_BAND
214021377,514,Arrived 1966 - 1975
214021377,252,Arrived 1976 - 1985
214021377,178,Arrived 1986 - 1995
214021377,174,Arrived 1996 - 2005
214021377,248,Arrived 2006 - 2015
214021377,19,Arrived 1 Jan 2016 - 9 August 2016
214021377,66,Not stated
214021378,695,Total
214021378,8,Arrived 1900 - 1945
214021378,78,Arrived 1946 - 1955
214021378,110,Arrived 1956 - 1965
214021378,136,Arrived 1966 - 1975
214021378,101,Arrived 1976 - 1985
214021378,88,Arrived 1986 - 1995
214021378,77,Arrived 1996 - 2005
214021378,64,Arrived 2006 - 2015
214021378,6,Arrived 1 Jan 2016 - 9 August 2016
214021378,32,Not stated
214021379,3167,Total
214021379,13,Arrived 1900 - 1945
214021379,287,Arrived 1946 - 1955
214021379,526,Arrived 1956 - 1965
214021379,748,Arrived 1966 - 1975
214021379,436,Arrived 1976 - 1985
214021379,298,Arrived 1986 - 1995
214021379,304,Arrived 1996 - 2005
214021379,427,Arrived 2006 - 2015
214021379,25,Arrived 1 Jan 2016 - 9 August 2016
214021379,105,Not stated
214021380,5263,Total
214021380,39,Arrived 1900 - 1945
214021380,449,Arrived 1946 - 1955
214021380,748,Arrived 1956 - 1965
214021380,1012,Arrived 1966 - 1975
214021380,590,Arrived 1976 - 1985
214021380,450,Arrived 1986 - 1995
214021380,606,Arrived 1996 - 2005
214021380,1156,Arrived 2006 - 2015
214021380,31,Arrived 1 Jan 2016 - 9 August 2016
214021380,196,Not stated
214021381,4136,Total
214021381,13,Arrived 1900 - 1945
214021381,253,Arrived 1946 - 1955
214021381,419,Arrived 1956 - 1965
214021381,620,Arrived 1966 - 1975
214021381,511,Arrived 1976 - 1985
214021381,425,Arrived 1986 - 1995
214021381,701,Arrived 1996 - 2005
214021381,1008,Arrived 2006 - 2015
214021381,59,Arrived 1 Jan 2016 - 9 August 2016
214021381,123,Not stated
214021382,3803,Total
214021382,25,Arrived 1900 - 1945
214021382,267,Arrived 1946 - 1955
214021382,461,Arrived 1956 - 1965
214021382,594,Arrived 1966 - 1975
214021382,427,Arrived 1976 - 1985
214021382,348,Arrived 1986 - 1995
214021382,594,Arrived 1996 - 2005
214021382,955,Arrived 2006 - 2015
214021382,27,Arrived 1 Jan 2016 - 9 August 2016
214021382,106,Not stated
214021383,2476,Total
214021383,12,Arrived 1900 - 1945
214021383,360,Arrived 1946 - 1955
214021383,558,Arrived 1956 - 1965
214021383,528,Arrived 1966 - 1975
214021383,232,Arrived 1976 - 1985
214021383,183,Arrived 1986 - 1995
214021383,198,Arrived 1996 - 2005
214021383,293,Arrived 2006 - 2015
214021383,9,Arrived 1 Jan 2016 - 9 August 2016
214021383,96,Not stated
214021384,3318,Total
214021384,32,Arrived 1900 - 1945
214021384,456,Arrived 1946 - 1955
214021384,706,Arrived 1956 - 1965
214021384,714,Arrived 1966 - 1975
214021384,318,Arrived 1976 - 1985
214021384,231,Arrived 1986 - 1995
214021384,256,Arrived 1996 - 2005
214021384,408,Arrived 2006 - 2015
214021384,16,Arrived 1 Jan 2016 - 9 August 2016
214021384,179,Not stated
214021385,2630,Total
214021385,11,Arrived 1900 - 1945
214021385,206,Arrived 1946 - 1955
214021385,401,Arrived 1956 - 1965
214021385,670,Arrived 1966 - 1975
214021385,366,Arrived 1976 - 1985
214021385,241,Arrived 1986 - 1995
214021385,240,Arrived 1996 - 2005
214021385,382,Arrived 2006 - 2015
214021385,15,Arrived 1 Jan 2016 - 9 August 2016
214021385,90,Not stated
215011386,857,Total
215011386,3,Arrived 1900 - 1945
215011386,56,Arrived 1946 - 1955
215011386,91,Arrived 1956 - 1965
215011386,85,Arrived 1966 - 1975
215011386,29,Arrived 1976 - 1985
215011386,51,Arrived 1986 - 1995
215011386,67,Arrived 1996 - 2005
215011386,242,Arrived 2006 - 2015
215011386,15,Arrived 1 Jan 2016 - 9 August 2016
215011386,217,Not stated
215011387,234,Total
215011387,4,Arrived 1900 - 1945
215011387,14,Arrived 1946 - 1955
215011387,38,Arrived 1956 - 1965
215011387,45,Arrived 1966 - 1975
215011387,27,Arrived 1976 - 1985
215011387,15,Arrived 1986 - 1995
215011387,25,Arrived 1996 - 2005
215011387,41,Arrived 2006 - 2015
215011387,7,Arrived 1 Jan 2016 - 9 August 2016
215011387,12,Not stated
215011388,1034,Total
215011388,11,Arrived 1900 - 1945
215011388,97,Arrived 1946 - 1955
215011388,123,Arrived 1956 - 1965
215011388,110,Arrived 1966 - 1975
215011388,62,Arrived 1976 - 1985
215011388,51,Arrived 1986 - 1995
215011388,108,Arrived 1996 - 2005
215011388,407,Arrived 2006 - 2015
215011388,24,Arrived 1 Jan 2016 - 9 August 2016
215011388,35,Not stated
215011389,159,Total
215011389,0,Arrived 1900 - 1945
215011389,9,Arrived 1946 - 1955
215011389,18,Arrived 1956 - 1965
215011389,34,Arrived 1966 - 1975
215011389,21,Arrived 1976 - 1985
215011389,6,Arrived 1986 - 1995
215011389,17,Arrived 1996 - 2005
215011389,37,Arrived 2006 - 2015
215011389,0,Arrived 1 Jan 2016 - 9 August 2016
215011389,9,Not stated
215011390,548,Total
215011390,0,Arrived 1900 - 1945
215011390,32,Arrived 1946 - 1955
215011390,62,Arrived 1956 - 1965
215011390,84,Arrived 1966 - 1975
215011390,28,Arrived 1976 - 1985
215011390,28,Arrived 1986 - 1995
215011390,56,Arrived 1996 - 2005
215011390,238,Arrived 2006 - 2015
215011390,0,Arrived 1 Jan 2016 - 9 August 2016
215011390,16,Not stated
215011391,209,Total
215011391,0,Arrived 1900 - 1945
215011391,20,Arrived 1946 - 1955
215011391,43,Arrived 1956 - 1965
215011391,53,Arrived 1966 - 1975
215011391,18,Arrived 1976 - 1985
215011391,17,Arrived 1986 - 1995
215011391,21,Arrived 1996 - 2005
215011391,26,Arrived 2006 - 2015
215011391,4,Arrived 1 Jan 2016 - 9 August 2016
215011391,14,Not stated
215011392,631,Total
215011392,0,Arrived 1900 - 1945
215011392,48,Arrived 1946 - 1955
215011392,82,Arrived 1956 - 1965
215011392,109,Arrived 1966 - 1975
215011392,58,Arrived 1976 - 1985
215011392,41,Arrived 1986 - 1995
215011392,53,Arrived 1996 - 2005
215011392,203,Arrived 2006 - 2015
215011392,7,Arrived 1 Jan 2016 - 9 August 2016
215011392,37,Not stated
215011393,164,Total
215011393,0,Arrived 1900 - 1945
215011393,17,Arrived 1946 - 1955
215011393,32,Arrived 1956 - 1965
215011393,40,Arrived 1966 - 1975
215011393,22,Arrived 1976 - 1985
215011393,13,Arrived 1986 - 1995
215011393,15,Arrived 1996 - 2005
215011393,20,Arrived 2006 - 2015
215011393,0,Arrived 1 Jan 2016 - 9 August 2016
215011393,4,Not stated
215011394,399,Total
215011394,3,Arrived 1900 - 1945
215011394,50,Arrived 1946 - 1955
215011394,73,Arrived 1956 - 1965
215011394,68,Arrived 1966 - 1975
215011394,36,Arrived 1976 - 1985
215011394,38,Arrived 1986 - 1995
215011394,11,Arrived 1996 - 2005
215011394,92,Arrived 2006 - 2015
215011394,3,Arrived 1 Jan 2016 - 9 August 2016
215011394,28,Not stated
215021395,525,Total
215021395,4,Arrived 1900 - 1945
215021395,77,Arrived 1946 - 1955
215021395,105,Arrived 1956 - 1965
215021395,75,Arrived 1966 - 1975
215021395,31,Arrived 1976 - 1985
215021395,41,Arrived 1986 - 1995
215021395,57,Arrived 1996 - 2005
215021395,93,Arrived 2006 - 2015
215021395,4,Arrived 1 Jan 2016 - 9 August 2016
215021395,46,Not stated
215021396,296,Total
215021396,3,Arrived 1900 - 1945
215021396,39,Arrived 1946 - 1955
215021396,55,Arrived 1956 - 1965
215021396,66,Arrived 1966 - 1975
215021396,27,Arrived 1976 - 1985
215021396,25,Arrived 1986 - 1995
215021396,21,Arrived 1996 - 2005
215021396,39,Arrived 2006 - 2015
215021396,4,Arrived 1 Jan 2016 - 9 August 2016
215021396,16,Not stated
215021398,250,Total
215021398,0,Arrived 1900 - 1945
215021398,16,Arrived 1946 - 1955
215021398,20,Arrived 1956 - 1965
215021398,26,Arrived 1966 - 1975
215021398,17,Arrived 1976 - 1985
215021398,9,Arrived 1986 - 1995
215021398,25,Arrived 1996 - 2005
215021398,71,Arrived 2006 - 2015
215021398,16,Arrived 1 Jan 2016 - 9 August 2016
215021398,49,Not stated
215021399,428,Total
215021399,0,Arrived 1900 - 1945
215021399,39,Arrived 1946 - 1955
215021399,64,Arrived 1956 - 1965
215021399,73,Arrived 1966 - 1975
215021399,34,Arrived 1976 - 1985
215021399,33,Arrived 1986 - 1995
215021399,60,Arrived 1996 - 2005
215021399,84,Arrived 2006 - 2015
215021399,7,Arrived 1 Jan 2016 - 9 August 2016
215021399,27,Not stated
215021469,2354,Total
215021469,18,Arrived 1900 - 1945
215021469,121,Arrived 1946 - 1955
215021469,185,Arrived 1956 - 1965
215021469,209,Arrived 1966 - 1975
215021469,147,Arrived 1976 - 1985
215021469,170,Arrived 1986 - 1995
215021469,296,Arrived 1996 - 2005
215021469,912,Arrived 2006 - 2015
215021469,123,Arrived 1 Jan 2016 - 9 August 2016
215021469,172,Not stated
215021470,1953,Total
215021470,16,Arrived 1900 - 1945
215021470,177,Arrived 1946 - 1955
215021470,231,Arrived 1956 - 1965
215021470,207,Arrived 1966 - 1975
215021470,117,Arrived 1976 - 1985
215021470,150,Arrived 1986 - 1995
215021470,267,Arrived 1996 - 2005
215021470,639,Arrived 2006 - 2015
215021470,58,Arrived 1 Jan 2016 - 9 August 2016
215021470,91,Not stated
215031400,344,Total
215031400,3,Arrived 1900 - 1945
215031400,27,Arrived 1946 - 1955
215031400,50,Arrived 1956 - 1965
215031400,54,Arrived 1966 - 1975
215031400,36,Arrived 1976 - 1985
215031400,32,Arrived 1986 - 1995
215031400,33,Arrived 1996 - 2005
215031400,81,Arrived 2006 - 2015
215031400,4,Arrived 1 Jan 2016 - 9 August 2016
215031400,18,Not stated
215031401,329,Total
215031401,3,Arrived 1900 - 1945
215031401,42,Arrived 1946 - 1955
215031401,66,Arrived 1956 - 1965
215031401,55,Arrived 1966 - 1975
215031401,25,Arrived 1976 - 1985
215031401,30,Arrived 1986 - 1995
215031401,20,Arrived 1996 - 2005
215031401,70,Arrived 2006 - 2015
215031401,0,Arrived 1 Jan 2016 - 9 August 2016
215031401,21,Not stated
215031402,219,Total
215031402,3,Arrived 1900 - 1945
215031402,38,Arrived 1946 - 1955
215031402,29,Arrived 1956 - 1965
215031402,25,Arrived 1966 - 1975
215031402,13,Arrived 1976 - 1985
215031402,11,Arrived 1986 - 1995
215031402,36,Arrived 1996 - 2005
215031402,52,Arrived 2006 - 2015
215031402,0,Arrived 1 Jan 2016 - 9 August 2016
215031402,13,Not stated
215031403,848,Total
215031403,0,Arrived 1900 - 1945
215031403,23,Arrived 1946 - 1955
215031403,42,Arrived 1956 - 1965
215031403,29,Arrived 1966 - 1975
215031403,60,Arrived 1976 - 1985
215031403,108,Arrived 1986 - 1995
215031403,145,Arrived 1996 - 2005
215031403,299,Arrived 2006 - 2015
215031403,54,Arrived 1 Jan 2016 - 9 August 2016
215031403,74,Not stated
215031404,1116,Total
215031404,0,Arrived 1900 - 1945
215031404,71,Arrived 1946 - 1955
215031404,85,Arrived 1956 - 1965
215031404,63,Arrived 1966 - 1975
215031404,41,Arrived 1976 - 1985
215031404,36,Arrived 1986 - 1995
215031404,142,Arrived 1996 - 2005
215031404,602,Arrived 2006 - 2015
215031404,28,Arrived 1 Jan 2016 - 9 August 2016
215031404,47,Not stated
215031405,432,Total
215031405,3,Arrived 1900 - 1945
215031405,35,Arrived 1946 - 1955
215031405,60,Arrived 1956 - 1965
215031405,63,Arrived 1966 - 1975
215031405,36,Arrived 1976 - 1985
215031405,25,Arrived 1986 - 1995
215031405,41,Arrived 1996 - 2005
215031405,130,Arrived 2006 - 2015
215031405,6,Arrived 1 Jan 2016 - 9 August 2016
215031405,32,Not stated
216011406,977,Total
216011406,10,Arrived 1900 - 1945
216011406,122,Arrived 1946 - 1955
216011406,133,Arrived 1956 - 1965
216011406,120,Arrived 1966 - 1975
216011406,76,Arrived 1976 - 1985
216011406,66,Arrived 1986 - 1995
216011406,97,Arrived 1996 - 2005
216011406,278,Arrived 2006 - 2015
216011406,23,Arrived 1 Jan 2016 - 9 August 2016
216011406,56,Not stated
216011407,799,Total
216011407,8,Arrived 1900 - 1945
216011407,101,Arrived 1946 - 1955
216011407,140,Arrived 1956 - 1965
216011407,110,Arrived 1966 - 1975
216011407,57,Arrived 1976 - 1985
216011407,52,Arrived 1986 - 1995
216011407,79,Arrived 1996 - 2005
216011407,193,Arrived 2006 - 2015
216011407,11,Arrived 1 Jan 2016 - 9 August 2016
216011407,46,Not stated
216011408,167,Total
216011408,0,Arrived 1900 - 1945
216011408,14,Arrived 1946 - 1955
216011408,18,Arrived 1956 - 1965
216011408,38,Arrived 1966 - 1975
216011408,22,Arrived 1976 - 1985
216011408,25,Arrived 1986 - 1995
216011408,12,Arrived 1996 - 2005
216011408,27,Arrived 2006 - 2015
216011408,3,Arrived 1 Jan 2016 - 9 August 2016
216011408,11,Not stated
216011409,222,Total
216011409,0,Arrived 1900 - 1945
216011409,34,Arrived 1946 - 1955
216011409,33,Arrived 1956 - 1965
216011409,39,Arrived 1966 - 1975
216011409,19,Arrived 1976 - 1985
216011409,18,Arrived 1986 - 1995
216011409,17,Arrived 1996 - 2005
216011409,36,Arrived 2006 - 2015
216011409,0,Arrived 1 Jan 2016 - 9 August 2016
216011409,21,Not stated
216011410,353,Total
216011410,0,Arrived 1900 - 1945
216011410,46,Arrived 1946 - 1955
216011410,84,Arrived 1956 - 1965
216011410,54,Arrived 1966 - 1975
216011410,40,Arrived 1976 - 1985
216011410,34,Arrived 1986 - 1995
216011410,23,Arrived 1996 - 2005
216011410,61,Arrived 2006 - 2015
216011410,0,Arrived 1 Jan 2016 - 9 August 2016
216011410,10,Not stated
216021411,911,Total
216021411,5,Arrived 1900 - 1945
216021411,120,Arrived 1946 - 1955
216021411,151,Arrived 1956 - 1965
216021411,106,Arrived 1966 - 1975
216021411,41,Arrived 1976 - 1985
216021411,51,Arrived 1986 - 1995
216021411,88,Arrived 1996 - 2005
216021411,288,Arrived 2006 - 2015
216021411,28,Arrived 1 Jan 2016 - 9 August 2016
216021411,38,Not stated
216021412,208,Total
216021412,0,Arrived 1900 - 1945
216021412,13,Arrived 1946 - 1955
216021412,28,Arrived 1956 - 1965
216021412,40,Arrived 1966 - 1975
216021412,15,Arrived 1976 - 1985
216021412,9,Arrived 1986 - 1995
216021412,32,Arrived 1996 - 2005
216021412,37,Arrived 2006 - 2015
216021412,9,Arrived 1 Jan 2016 - 9 August 2016
216021412,8,Not stated
216021413,951,Total
216021413,3,Arrived 1900 - 1945
216021413,89,Arrived 1946 - 1955
216021413,135,Arrived 1956 - 1965
216021413,128,Arrived 1966 - 1975
216021413,73,Arrived 1976 - 1985
216021413,68,Arrived 1986 - 1995
216021413,142,Arrived 1996 - 2005
216021413,259,Arrived 2006 - 2015
216021413,14,Arrived 1 Jan 2016 - 9 August 2016
216021413,29,Not stated
216021414,603,Total
216021414,3,Arrived 1900 - 1945
216021414,83,Arrived 1946 - 1955
216021414,108,Arrived 1956 - 1965
216021414,135,Arrived 1966 - 1975
216021414,43,Arrived 1976 - 1985
216021414,32,Arrived 1986 - 1995
216021414,49,Arrived 1996 - 2005
216021414,110,Arrived 2006 - 2015
216021414,8,Arrived 1 Jan 2016 - 9 August 2016
216021414,27,Not stated
216031415,751,Total
216031415,0,Arrived 1900 - 1945
216031415,66,Arrived 1946 - 1955
216031415,116,Arrived 1956 - 1965
216031415,92,Arrived 1966 - 1975
216031415,44,Arrived 1976 - 1985
216031415,54,Arrived 1986 - 1995
216031415,97,Arrived 1996 - 2005
216031415,227,Arrived 2006 - 2015
216031415,15,Arrived 1 Jan 2016 - 9 August 2016
216031415,30,Not stated
216031416,3091,Total
216031416,13,Arrived 1900 - 1945
216031416,145,Arrived 1946 - 1955
216031416,207,Arrived 1956 - 1965
216031416,187,Arrived 1966 - 1975
216031416,105,Arrived 1976 - 1985
216031416,143,Arrived 1986 - 1995
216031416,441,Arrived 1996 - 2005
216031416,1623,Arrived 2006 - 2015
216031416,105,Arrived 1 Jan 2016 - 9 August 2016
216031416,128,Not stated
216031417,4372,Total
216031417,13,Arrived 1900 - 1945
216031417,258,Arrived 1946 - 1955
216031417,380,Arrived 1956 - 1965
216031417,265,Arrived 1966 - 1975
216031417,148,Arrived 1976 - 1985
216031417,254,Arrived 1986 - 1995
216031417,824,Arrived 1996 - 2005
216031417,1955,Arrived 2006 - 2015
216031417,111,Arrived 1 Jan 2016 - 9 August 2016
216031417,166,Not stated
216031418,248,Total
216031418,0,Arrived 1900 - 1945
216031418,21,Arrived 1946 - 1955
216031418,30,Arrived 1956 - 1965
216031418,36,Arrived 1966 - 1975
216031418,24,Arrived 1976 - 1985
216031418,31,Arrived 1986 - 1995
216031418,25,Arrived 1996 - 2005
216031418,56,Arrived 2006 - 2015
216031418,0,Arrived 1 Jan 2016 - 9 August 2016
216031418,18,Not stated
216031419,1037,Total
216031419,3,Arrived 1900 - 1945
216031419,120,Arrived 1946 - 1955
216031419,162,Arrived 1956 - 1965
216031419,143,Arrived 1966 - 1975
216031419,73,Arrived 1976 - 1985
216031419,72,Arrived 1986 - 1995
216031419,105,Arrived 1996 - 2005
216031419,239,Arrived 2006 - 2015
216031419,17,Arrived 1 Jan 2016 - 9 August 2016
216031419,102,Not stated
217011420,647,Total
217011420,4,Arrived 1900 - 1945
217011420,62,Arrived 1946 - 1955
217011420,109,Arrived 1956 - 1965
217011420,135,Arrived 1966 - 1975
217011420,69,Arrived 1976 - 1985
217011420,55,Arrived 1986 - 1995
217011420,75,Arrived 1996 - 2005
217011420,112,Arrived 2006 - 2015
217011420,5,Arrived 1 Jan 2016 - 9 August 2016
217011420,29,Not stated
217011421,758,Total
217011421,4,Arrived 1900 - 1945
217011421,65,Arrived 1946 - 1955
217011421,103,Arrived 1956 - 1965
217011421,92,Arrived 1966 - 1975
217011421,47,Arrived 1976 - 1985
217011421,47,Arrived 1986 - 1995
217011421,100,Arrived 1996 - 2005
217011421,252,Arrived 2006 - 2015
217011421,22,Arrived 1 Jan 2016 - 9 August 2016
217011421,36,Not stated
217011422,846,Total
217011422,0,Arrived 1900 - 1945
217011422,106,Arrived 1946 - 1955
217011422,129,Arrived 1956 - 1965
217011422,127,Arrived 1966 - 1975
217011422,82,Arrived 1976 - 1985
217011422,81,Arrived 1986 - 1995
217011422,95,Arrived 1996 - 2005
217011422,172,Arrived 2006 - 2015
217011422,10,Arrived 1 Jan 2016 - 9 August 2016
217011422,32,Not stated
217011423,431,Total
217011423,0,Arrived 1900 - 1945
217011423,46,Arrived 1946 - 1955
217011423,77,Arrived 1956 - 1965
217011423,65,Arrived 1966 - 1975
217011423,45,Arrived 1976 - 1985
217011423,37,Arrived 1986 - 1995
217011423,53,Arrived 1996 - 2005
217011423,78,Arrived 2006 - 2015
217011423,8,Arrived 1 Jan 2016 - 9 August 2016
217011423,15,Not stated
217031471,196,Total
217031471,0,Arrived 1900 - 1945
217031471,32,Arrived 1946 - 1955
217031471,47,Arrived 1956 - 1965
217031471,37,Arrived 1966 - 1975
217031471,18,Arrived 1976 - 1985
217031471,22,Arrived 1986 - 1995
217031471,22,Arrived 1996 - 2005
217031471,22,Arrived 2006 - 2015
217031471,0,Arrived 1 Jan 2016 - 9 August 2016
217031471,3,Not stated
217031472,912,Total
217031472,5,Arrived 1900 - 1945
217031472,84,Arrived 1946 - 1955
217031472,133,Arrived 1956 - 1965
217031472,85,Arrived 1966 - 1975
217031472,44,Arrived 1976 - 1985
217031472,43,Arrived 1986 - 1995
217031472,121,Arrived 1996 - 2005
217031472,320,Arrived 2006 - 2015
217031472,9,Arrived 1 Jan 2016 - 9 August 2016
217031472,62,Not stated
217031473,361,Total
217031473,0,Arrived 1900 - 1945
217031473,42,Arrived 1946 - 1955
217031473,59,Arrived 1956 - 1965
217031473,68,Arrived 1966 - 1975
217031473,33,Arrived 1976 - 1985
217031473,45,Arrived 1986 - 1995
217031473,36,Arrived 1996 - 2005
217031473,58,Arrived 2006 - 2015
217031473,3,Arrived 1 Jan 2016 - 9 August 2016
217031473,17,Not stated
217031474,307,Total
217031474,3,Arrived 1900 - 1945
217031474,36,Arrived 1946 - 1955
217031474,45,Arrived 1956 - 1965
217031474,49,Arrived 1966 - 1975
217031474,27,Arrived 1976 - 1985
217031474,22,Arrived 1986 - 1995
217031474,51,Arrived 1996 - 2005
217031474,53,Arrived 2006 - 2015
217031474,3,Arrived 1 Jan 2016 - 9 August 2016
217031474,18,Not stated
217031475,522,Total
217031475,0,Arrived 1900 - 1945
217031475,63,Arrived 1946 - 1955
217031475,49,Arrived 1956 - 1965
217031475,46,Arrived 1966 - 1975
217031475,52,Arrived 1976 - 1985
217031475,22,Arrived 1986 - 1995
217031475,127,Arrived 1996 - 2005
217031475,150,Arrived 2006 - 2015
217031475,3,Arrived 1 Jan 2016 - 9 August 2016
217031475,20,Not stated
217031476,539,Total
217031476,3,Arrived 1900 - 1945
217031476,57,Arrived 1946 - 1955
217031476,106,Arrived 1956 - 1965
217031476,98,Arrived 1966 - 1975
217031476,49,Arrived 1976 - 1985
217031476,39,Arrived 1986 - 1995
217031476,43,Arrived 1996 - 2005
217031476,107,Arrived 2006 - 2015
217031476,17,Arrived 1 Jan 2016 - 9 August 2016
217031476,22,Not stated
217041477,431,Total
217041477,3,Arrived 1900 - 1945
217041477,34,Arrived 1946 - 1955
217041477,46,Arrived 1956 - 1965
217041477,61,Arrived 1966 - 1975
217041477,40,Arrived 1976 - 1985
217041477,31,Arrived 1986 - 1995
217041477,91,Arrived 1996 - 2005
217041477,107,Arrived 2006 - 2015
217041477,10,Arrived 1 Jan 2016 - 9 August 2016
217041477,17,Not stated
217041478,734,Total
217041478,0,Arrived 1900 - 1945
217041478,54,Arrived 1946 - 1955
217041478,90,Arrived 1956 - 1965
217041478,88,Arrived 1966 - 1975
217041478,59,Arrived 1976 - 1985
217041478,55,Arrived 1986 - 1995
217041478,95,Arrived 1996 - 2005
217041478,244,Arrived 2006 - 2015
217041478,17,Arrived 1 Jan 2016 - 9 August 2016
217041478,22,Not stated
217041479,1617,Total
217041479,7,Arrived 1900 - 1945
217041479,95,Arrived 1946 - 1955
