SA2_CODE,LFSP_C16,obsValue
118011345,UEMP,312
118011345,LF,9316
118011346,UEMP,214
118011346,LF,5599
118011347,UEMP,133
118011347,LF,4096
118021348,UEMP,547
118021348,LF,14693
118021350,UEMP,484
118021350,LF,10707
118021564,UEMP,782
118021564,LF,7311
118021565,UEMP,746
118021565,LF,7121
118021566,UEMP,213
118021566,LF,5010
118021567,UEMP,261
118021567,LF,5228
118021568,UEMP,344
118021568,LF,5034
118021569,UEMP,375
118021569,LF,9984
118021570,UEMP,292
118021570,LF,7248
119011354,UEMP,738
119011354,LF,8417
119011355,UEMP,22
119011355,LF,458
119011356,UEMP,386
119011356,LF,4673
119011357,UEMP,842
119011357,LF,9596
119011358,UEMP,497
119011358,LF,8051
119011359,UEMP,658
119011359,LF,12875
119011360,UEMP,491
119011360,LF,7807
119011361,UEMP,804
119011361,LF,8334
119011571,UEMP,719
119011571,LF,6656
119011572,UEMP,687
119011572,LF,6292
119021362,UEMP,623
119021362,LF,8608
119021363,UEMP,1296
119021363,LF,15066
119021364,UEMP,546
119021364,LF,11227
119021366,UEMP,825
119021366,LF,8109
119021367,UEMP,441
119021367,LF,6079
119021573,UEMP,884
119021573,LF,6553
119021574,UEMP,500
119021574,LF,4150
119031368,UEMP,1068
119031368,LF,11577
119031369,UEMP,715
119031369,LF,12802
119031370,UEMP,491
119031370,LF,6450
119031371,UEMP,314
119031371,LF,6572
119031372,UEMP,397
119031372,LF,8623
119031373,UEMP,470
119031373,LF,4839
119031374,UEMP,850
119031374,LF,12101
119041375,UEMP,781
119041375,LF,11777
119041376,UEMP,862
119041376,LF,13061
119041377,UEMP,342
119041377,LF,6100
119041378,UEMP,433
119041378,LF,6197
119041379,UEMP,527
119041379,LF,8446
119041380,UEMP,339
119041380,LF,6901
119041381,UEMP,791
119041381,LF,10895
119041382,UEMP,368
119041382,LF,7837
120011383,UEMP,477
120011383,LF,11286
120011384,UEMP,960
120011384,LF,13452
120011385,UEMP,344
120011385,LF,9897
120011386,UEMP,442
120011386,LF,10825
120021387,UEMP,347
120021387,LF,8722
120021388,UEMP,621
120021388,LF,15094
120021389,UEMP,288
120021389,LF,8007
120031390,UEMP,936
120031390,LF,13490
120031391,UEMP,1070
120031391,LF,12401
120031392,UEMP,269
120031392,LF,5598
120031393,UEMP,454
120031393,LF,8761
120031394,UEMP,485
120031394,LF,9698
120031395,UEMP,307
120031395,LF,7390
120031396,UEMP,707
120031396,LF,8852
120031575,UEMP,907
120031575,LF,13520
120031576,UEMP,128
120031576,LF,1874
121011398,UEMP,895
121011398,LF,14509
121011399,UEMP,587
121011399,LF,11915
121011400,UEMP,625
121011400,LF,14334
121011401,UEMP,260
121011401,LF,6586
121011402,UEMP,511
121011402,LF,12467
121021403,UEMP,416
121021403,LF,10027
121021404,UEMP,243
121021404,LF,6414
121021406,UEMP,399
121021406,LF,9422
121021577,UEMP,439
121021577,LF,6684
121021578,UEMP,295
121021578,LF,5407
121021579,UEMP,297
121021579,LF,4802
121031407,UEMP,606
121031407,LF,10335
121031408,UEMP,517
121031408,LF,11450
121031409,UEMP,406
121031409,LF,8301
121031410,UEMP,422
121031410,LF,9988
121031411,UEMP,387
121031411,LF,8982
121031412,UEMP,369
121031412,LF,8732
121041413,UEMP,423
121041413,LF,11273
121041414,UEMP,395
121041414,LF,11533
121041415,UEMP,567
121041415,LF,14575
121041416,UEMP,426
121041416,LF,11067
121041417,UEMP,255
121041417,LF,6679
122011418,UEMP,369
122011418,LF,10283
122011419,UEMP,472
122011419,LF,12754
122021420,UEMP,242
122021420,LF,6356
122021421,UEMP,165
122021421,LF,5185
122021422,UEMP,236
122021422,LF,7147
122021423,UEMP,396
122021423,LF,12540
122031424,UEMP,251
122031424,LF,6994
122031425,UEMP,112
122031425,LF,3799
122031426,UEMP,522
122031426,LF,14576
122031427,UEMP,234
122031427,LF,6118
122031428,UEMP,493
122031428,LF,12638
122031429,UEMP,384
122031429,LF,12160
122031430,UEMP,323
122031430,LF,8800
122031431,UEMP,386
122031431,LF,13093
122031432,UEMP,66
122031432,LF,1867
123011433,UEMP,212
123011433,LF,6466
123011434,UEMP,486
123011434,LF,11268
123011435,UEMP,710
123011435,LF,16019
123021436,UEMP,752
123021436,LF,8439
123021437,UEMP,669
123021437,LF,8545
123021438,UEMP,690
123021438,LF,10174
123021439,UEMP,0
123021439,LF,0
123021440,UEMP,734
123021440,LF,9782
123021441,UEMP,532
123021441,LF,8109
123021442,UEMP,986
123021442,LF,10529
123021443,UEMP,751
123021443,LF,9650
123021444,UEMP,762
123021444,LF,9963
123031445,UEMP,125
123031445,LF,2840
123031446,UEMP,143
123031446,LF,5106
123031447,UEMP,412
123031447,LF,8303
123031448,UEMP,185
123031448,LF,4767
124011449,UEMP,137
124011449,LF,2442
124011450,UEMP,382
124011450,LF,9910
124011451,UEMP,0
124011451,LF,12
124011452,UEMP,394
124011452,LF,5952
124011453,UEMP,279
124011453,LF,5627
124011454,UEMP,436
124011454,LF,10992
124011455,UEMP,144
124011455,LF,2651
124021456,UEMP,0
124021456,LF,0
124031457,UEMP,442
124031457,LF,8186
124031458,UEMP,588
124031458,LF,12782
124031459,UEMP,305
124031459,LF,7294
124031460,UEMP,476
124031460,LF,12093
124031461,UEMP,473
124031461,LF,8627
124031462,UEMP,742
124031462,LF,9707
124031463,UEMP,196
124031463,LF,5169
124031464,UEMP,537
124031464,LF,6296
124031465,UEMP,112
124031465,LF,2820
124041466,UEMP,390
124041466,LF,6720
124041467,UEMP,407
124041467,LF,8045
124041468,UEMP,112
124041468,LF,3327
124051469,UEMP,185
124051469,LF,3853
124051470,UEMP,550
124051470,LF,10795
124051580,UEMP,431
124051580,LF,5405
124051581,UEMP,701
124051581,LF,7057
125011473,UEMP,532
125011473,LF,9607
125011475,UEMP,0
125011475,LF,0
125011582,UEMP,942
125011582,LF,7219
125011583,UEMP,736
125011583,LF,5453
125011584,UEMP,346
125011584,LF,3300
125011585,UEMP,415
125011585,LF,4113
125011586,UEMP,863
125011586,LF,10113
125011587,UEMP,207
125011587,LF,2210
125021476,UEMP,850
125021476,LF,13312
125021477,UEMP,642
125021477,LF,10377
125021478,UEMP,589
125021478,LF,8599
125031479,UEMP,708
125031479,LF,7095
125031480,UEMP,620
125031480,LF,5475
125031481,UEMP,988
125031481,LF,9272
125031482,UEMP,693
125031482,LF,12664
125031483,UEMP,809
125031483,LF,7200
125031484,UEMP,805
125031484,LF,8692
125031485,UEMP,1165
125031485,LF,12600
125031486,UEMP,4
125031486,LF,13
125031487,UEMP,0
125031487,LF,6
125041489,UEMP,982
125041489,LF,11466
125041490,UEMP,166
125041490,LF,3922
125041491,UEMP,733
125041491,LF,10592
125041492,UEMP,1474
125041492,LF,15872
125041493,UEMP,686
125041493,LF,10685
125041494,UEMP,229
125041494,LF,5512
125041588,UEMP,453
125041588,LF,5821
125041589,UEMP,709
125041589,LF,7591
126011495,UEMP,961
126011495,LF,14032
126011496,UEMP,501
126011496,LF,10567
126021497,UEMP,858
126021497,LF,12481
126021498,UEMP,316
126021498,LF,7688
126021499,UEMP,148
126021499,LF,4605
126021500,UEMP,1002
126021500,LF,11163
126021501,UEMP,314
126021501,LF,6206
126021503,UEMP,718
126021503,LF,11087
126021590,UEMP,84
126021590,LF,2158
126021591,UEMP,835
126021591,LF,14340
127011504,UEMP,767
127011504,LF,5289
127011505,UEMP,212
127011505,LF,4063
127011506,UEMP,344
127011506,LF,9258
127011592,UEMP,0
127011592,LF,21
127011593,UEMP,202
127011593,LF,3558
127011594,UEMP,474
127011594,LF,5705
127011595,UEMP,453
127011595,LF,6005
127011596,UEMP,307
127011596,LF,5667
127011597,UEMP,435
127011597,LF,7640
127021509,UEMP,668
127021509,LF,6863
127021510,UEMP,558
127021510,LF,8637
127021511,UEMP,1425
127021511,LF,10005
127021512,UEMP,784
127021512,LF,6940
127021513,UEMP,1086
127021513,LF,8466
127021514,UEMP,362
127021514,LF,4534
127021515,UEMP,869
127021515,LF,6006
127021516,UEMP,750
127021516,LF,7122
127021517,UEMP,293
127021517,LF,3424
127021518,UEMP,79
127021518,LF,2134
127021519,UEMP,612
127021519,LF,7252
127021520,UEMP,385
127021520,LF,4640
127021521,UEMP,0
127021521,LF,19
127031522,UEMP,535
127031522,LF,7131
127031523,UEMP,470
127031523,LF,9260
127031524,UEMP,477
127031524,LF,11275
127031598,UEMP,1104
127031598,LF,9617
127031599,UEMP,459
127031599,LF,3886
127031600,UEMP,533
127031600,LF,8521
127031601,UEMP,314
127031601,LF,2247
128011529,UEMP,322
128011529,LF,9533
128011530,UEMP,387
128011530,LF,9144
128011531,UEMP,331
128011531,LF,7394
128011602,UEMP,225
128011602,LF,6270
128011603,UEMP,192
128011603,LF,6168
128011604,UEMP,447
128011604,LF,13391
128011605,UEMP,38
128011605,LF,1719
128011606,UEMP,103
128011606,LF,4205
128021533,UEMP,130
128021533,LF,3337
128021534,UEMP,219
128021534,LF,6007
128021535,UEMP,447
128021535,LF,12132
128021536,UEMP,392
128021536,LF,11095
128021537,UEMP,0
128021537,LF,13
128021538,UEMP,446
128021538,LF,11272
128021607,UEMP,261
128021607,LF,8737
128021608,UEMP,117
128021608,LF,3885
128021609,UEMP,53
128021609,LF,2245
101021007,UEMP,73
101021007,LF,1721
101021008,UEMP,208
101021008,LF,4392
101021009,UEMP,306
101021009,LF,5918
101021010,UEMP,140
101021010,LF,2788
101021011,UEMP,265
101021011,LF,9078
101021012,UEMP,254
101021012,LF,7386
101031013,UEMP,50
101031013,LF,1117
101031014,UEMP,143
101031014,LF,3042
101031015,UEMP,60
101031015,LF,1627
101031016,UEMP,73
101031016,LF,3974
101041017,UEMP,225
101041017,LF,2764
101041018,UEMP,266
101041018,LF,3130
101041019,UEMP,181
101041019,LF,3657
101041020,UEMP,235
101041020,LF,3940
101041021,UEMP,56
101041021,LF,1286
101041022,UEMP,0
101041022,LF,6
101041023,UEMP,86
101041023,LF,1238
101041024,UEMP,98
101041024,LF,1500
101041025,UEMP,197
101041025,LF,4299
101041026,UEMP,207
101041026,LF,3080
101041027,UEMP,177
101041027,LF,3016
101051539,UEMP,708
101051539,LF,10415
101051540,UEMP,253
101051540,LF,5955
101061541,UEMP,110
101061541,LF,3068
101061542,UEMP,175
101061542,LF,6189
101061543,UEMP,275
101061543,LF,4462
101061544,UEMP,163
101061544,LF,3269
103011058,UEMP,723
103011058,LF,11168
103011059,UEMP,307
103011059,LF,5217
103011060,UEMP,144
103011060,LF,3271
103011061,UEMP,124
103011061,LF,2055
103021062,UEMP,184
103021062,LF,2852
103021063,UEMP,264
103021063,LF,3639
103021064,UEMP,131
103021064,LF,2394
103021065,UEMP,244
103021065,LF,4418
103021066,UEMP,79
103021066,LF,1511
103021067,UEMP,342
103021067,LF,4724
103021068,UEMP,114
103021068,LF,1471
103021069,UEMP,95
103021069,LF,2619
103031070,UEMP,423
103031070,LF,4946
103031071,UEMP,225
103031071,LF,3504
103031072,UEMP,297
103031072,LF,5339
103031073,UEMP,127
103031073,LF,1209
103031074,UEMP,309
103031074,LF,4342
103031075,UEMP,0
103031075,LF,0
103041076,UEMP,200
103041076,LF,3430
103041077,UEMP,631
103041077,LF,8277
103041078,UEMP,540
103041078,LF,9845
103041079,UEMP,210
103041079,LF,5754
104011080,UEMP,731
104011080,LF,7225
104011081,UEMP,561
104011081,LF,6176
104011082,UEMP,439
104011082,LF,5746
104021083,UEMP,176
104021083,LF,2437
104021084,UEMP,565
104021084,LF,7405
104021085,UEMP,307
104021085,LF,4289
104021086,UEMP,116
104021086,LF,1848
104021087,UEMP,106
104021087,LF,1288
104021088,UEMP,231
104021088,LF,4245
104021089,UEMP,689
104021089,LF,8686
104021090,UEMP,137
104021090,LF,1923
104021091,UEMP,404
104021091,LF,5272
105011092,UEMP,149
105011092,LF,1559
105011093,UEMP,124
105011093,LF,2144
105011094,UEMP,143
105011094,LF,1666
105011095,UEMP,145
105011095,LF,2228
105011096,UEMP,264
105011096,LF,2430
105021097,UEMP,668
105021097,LF,7572
105021098,UEMP,73
105021098,LF,1013
105031099,UEMP,237
105031099,LF,3110
105031100,UEMP,315
105031100,LF,5103
105031101,UEMP,437
105031101,LF,8480
105031102,UEMP,252
105031102,LF,4070
105031103,UEMP,108
105031103,LF,2895
105031104,UEMP,114
105031104,LF,1963
105031105,UEMP,206
105031105,LF,2836
105031106,UEMP,290
105031106,LF,3168
106011107,UEMP,293
106011107,LF,5064
106011108,UEMP,878
106011108,LF,8664
106011109,UEMP,210
106011109,LF,3522
106011110,UEMP,227
106011110,LF,4111
106011111,UEMP,722
106011111,LF,7603
106011112,UEMP,560
106011112,LF,8129
106011113,UEMP,106
106011113,LF,2305
106021114,UEMP,253
106021114,LF,3197
106021115,UEMP,969
106021115,LF,12928
106021116,UEMP,161
106021116,LF,3873
106021117,UEMP,861
106021117,LF,10708
106021118,UEMP,299
106021118,LF,5412
106031119,UEMP,164
106031119,LF,2534
106031120,UEMP,221
106031120,LF,2503
106031121,UEMP,602
106031121,LF,8381
106031122,UEMP,583
106031122,LF,5855
106031123,UEMP,127
106031123,LF,2897
106031124,UEMP,130
106031124,LF,1539
106031125,UEMP,377
106031125,LF,6450
106041126,UEMP,519
106041126,LF,5385
106041127,UEMP,81
106041127,LF,1954
106041128,UEMP,122
106041128,LF,2758
106041129,UEMP,197
106041129,LF,3854
107011131,UEMP,801
107011131,LF,10462
107011132,UEMP,208
107011132,LF,4477
107011133,UEMP,3
107011133,LF,3
107011134,UEMP,457
107011134,LF,7497
107011545,UEMP,519
107011545,LF,5523
107011546,UEMP,420
107011546,LF,3485
107011547,UEMP,132
107011547,LF,1717
107021135,UEMP,0
107021135,LF,7
107031136,UEMP,408
107031136,LF,7289
107031137,UEMP,228
107031137,LF,3128
107031138,UEMP,174
107031138,LF,3402
107031139,UEMP,138
107031139,LF,2887
107031140,UEMP,119
107031140,LF,3598
107031141,UEMP,472
107031141,LF,8510
107031142,UEMP,322
107031142,LF,4757
107031143,UEMP,770
107031143,LF,8118
107041144,UEMP,708
107041144,LF,9738
107041145,UEMP,520
107041145,LF,7116
107041146,UEMP,735
107041146,LF,9994
107041147,UEMP,176
107041147,LF,4810
107041148,UEMP,255
107041148,LF,5755
107041150,UEMP,443
107041150,LF,9512
107041548,UEMP,558
107041548,LF,6871
107041549,UEMP,825
107041549,LF,8057
108011151,UEMP,141
108011151,LF,1993
108011152,UEMP,400
108011152,LF,4970
108011153,UEMP,197
108011153,LF,2221
108011154,UEMP,182
108011154,LF,1821
108021155,UEMP,480
108021155,LF,4945
108021156,UEMP,280
108021156,LF,3688
108021157,UEMP,151
108021157,LF,1756
108021158,UEMP,232
108021158,LF,2062
108021159,UEMP,258
108021159,LF,3053
108021160,UEMP,136
108021160,LF,1726
108031161,UEMP,3
108031161,LF,228
108041162,UEMP,453
108041162,LF,5945
108041163,UEMP,792
108041163,LF,12303
108041164,UEMP,432
108041164,LF,6557
108041165,UEMP,131
108041165,LF,2423
108041166,UEMP,338
108041166,LF,4581
108051167,UEMP,144
108051167,LF,1955
108051168,UEMP,329
108051168,LF,4201
108051169,UEMP,803
108051169,LF,7434
108051170,UEMP,447
108051170,LF,4745
108051171,UEMP,200
108051171,LF,2066
109011172,UEMP,392
109011172,LF,7823
109011173,UEMP,365
109011173,LF,4596
109011174,UEMP,317
109011174,LF,4992
109011175,UEMP,235
109011175,LF,5519
109011176,UEMP,585
109011176,LF,6397
109021177,UEMP,62
109021177,LF,1371
109021178,UEMP,168
109021178,LF,2540
109021179,UEMP,79
109021179,LF,1691
109031180,UEMP,138
109031180,LF,2350
109031181,UEMP,115
109031181,LF,2860
109031182,UEMP,185
109031182,LF,3278
109031183,UEMP,105
109031183,LF,3156
109031184,UEMP,101
109031184,LF,2545
109031185,UEMP,188
109031185,LF,4017
110011186,UEMP,876
110011186,LF,10515
110011187,UEMP,105
110011187,LF,2151
110011188,UEMP,140
110011188,LF,2875
110011189,UEMP,48
110011189,LF,1516
110021190,UEMP,283
110021190,LF,3509
110021191,UEMP,371
110021191,LF,4904
110021192,UEMP,172
110021192,LF,2030
110021193,UEMP,133
110021193,LF,2492
110021194,UEMP,200
110021194,LF,2558
110031195,UEMP,271
110031195,LF,3570
110031196,UEMP,113
110031196,LF,2599
110031197,UEMP,202
110031197,LF,3351
110031198,UEMP,126
110031198,LF,2192
110041199,UEMP,245
110041199,LF,4134
110041200,UEMP,109
110041200,LF,2024
110041201,UEMP,241
110041201,LF,3258
110041202,UEMP,558
110041202,LF,9672
110041203,UEMP,405
110041203,LF,7056
110041204,UEMP,244
110041204,LF,2182
110041205,UEMP,397
110041205,LF,8615
111011206,UEMP,565
111011206,LF,8224
111011207,UEMP,206
111011207,LF,2451
111011208,UEMP,703
111011208,LF,11767
111011209,UEMP,773
111011209,LF,11676
111011210,UEMP,330
111011210,LF,3574
111011211,UEMP,87
111011211,LF,1591
111011212,UEMP,374
111011212,LF,4989
111011213,UEMP,326
111011213,LF,5952
111011214,UEMP,408
111011214,LF,6510
111021215,UEMP,385
111021215,LF,3707
111021216,UEMP,295
111021216,LF,3888
111021217,UEMP,388
111021217,LF,7093
111021218,UEMP,449
111021218,LF,6109
111021219,UEMP,454
111021219,LF,5747
111021220,UEMP,287
111021220,LF,4045
111021221,UEMP,234
111021221,LF,3238
111031222,UEMP,473
111031222,LF,8081
111031223,UEMP,404
111031223,LF,3589
111031224,UEMP,465
111031224,LF,6135
111031225,UEMP,468
111031225,LF,8459
111031226,UEMP,444
111031226,LF,7138
111031227,UEMP,648
111031227,LF,7592
111031228,UEMP,304
111031228,LF,7494
111031229,UEMP,363
111031229,LF,6338
111031230,UEMP,0
111031230,LF,4
111031231,UEMP,796
111031231,LF,5014
111031232,UEMP,193
111031232,LF,2927
111031233,UEMP,740
111031233,LF,8969
111031234,UEMP,537
111031234,LF,6006
111031235,UEMP,298
111031235,LF,4538
112011236,UEMP,440
112011236,LF,6786
112011237,UEMP,434
112011237,LF,7715
112011238,UEMP,130
112011238,LF,2711
112011239,UEMP,294
112011239,LF,3748
112011240,UEMP,267
112011240,LF,4573
112011241,UEMP,151
112011241,LF,2095
112011242,UEMP,208
112011242,LF,3999
112011243,UEMP,255
112011243,LF,3394
112021244,UEMP,402
112021244,LF,4615
112021245,UEMP,196
112021245,LF,2870
112021246,UEMP,402
112021246,LF,5876
112021247,UEMP,257
112021247,LF,2911
112021248,UEMP,682
112021248,LF,6710
112021249,UEMP,450
112021249,LF,7254
112031250,UEMP,358
112031250,LF,5829
112031251,UEMP,276
112031251,LF,3524
112031252,UEMP,288
112031252,LF,4221
112031253,UEMP,387
112031253,LF,5875
112031254,UEMP,653
112031254,LF,7920
112031550,UEMP,419
112031550,LF,6638
112031551,UEMP,105
112031551,LF,1641
112031552,UEMP,234
112031552,LF,2806
113011256,UEMP,475
113011256,LF,8971
113011257,UEMP,245
113011257,LF,6470
113011258,UEMP,230
113011258,LF,4489
113011259,UEMP,148
113011259,LF,2557
113021260,UEMP,69
113021260,LF,1525
113021261,UEMP,172
113021261,LF,2651
113021262,UEMP,97
113021262,LF,2174
113031263,UEMP,184
113031263,LF,2992
113031264,UEMP,73
113031264,LF,1658
113031265,UEMP,116
113031265,LF,2409
113031266,UEMP,142
113031266,LF,2858
113031267,UEMP,388
113031267,LF,8294
113031268,UEMP,132
113031268,LF,2339
113031269,UEMP,628
113031269,LF,10595
113031270,UEMP,433
113031270,LF,6044
113031271,UEMP,297
113031271,LF,7266
114011272,UEMP,107
114011272,LF,3566
114011273,UEMP,98
114011273,LF,1363
114011274,UEMP,139
114011274,LF,1867
114011275,UEMP,3
114011275,LF,25
114011276,UEMP,89
114011276,LF,1768
114011277,UEMP,390
114011277,LF,6837
114011278,UEMP,659
114011278,LF,7818
114011279,UEMP,436
114011279,LF,4924
114011280,UEMP,100
114011280,LF,1321
114011281,UEMP,68
114011281,LF,1648
114011282,UEMP,364
114011282,LF,5697
114011283,UEMP,133
114011283,LF,2011
114021284,UEMP,205
114021284,LF,5174
114021285,UEMP,131
114021285,LF,3041
114021286,UEMP,148
114021286,LF,4101
114021287,UEMP,163
114021287,LF,4451
114021288,UEMP,52
114021288,LF,1673
114021289,UEMP,105
114021289,LF,3006
197979799,UEMP,4
197979799,LF,130
206011105,UEMP,952
206011105,LF,16058
206011106,UEMP,400
206011106,LF,7053
206011107,UEMP,517
206011107,LF,7906
206011108,UEMP,1004
206011108,LF,14246
206011109,UEMP,297
206011109,LF,5145
206021110,UEMP,273
206021110,LF,5191
206021111,UEMP,675
206021111,LF,14250
206021112,UEMP,572
206021112,LF,10382
206031113,UEMP,515
206031113,LF,8122
206031114,UEMP,756
206031114,LF,15429
206031115,UEMP,521
206031115,LF,5148
206031116,UEMP,423
206031116,LF,8013
206041117,UEMP,1561
206041117,LF,8062
206041118,UEMP,484
206041118,LF,6382
206041119,UEMP,120
206041119,LF,3148
206041120,UEMP,3
206041120,LF,40
206041121,UEMP,321
206041121,LF,6619
206041122,UEMP,2805
206041122,LF,18649
206041123,UEMP,1157
206041123,LF,11110
206041124,UEMP,493
206041124,LF,3996
206041125,UEMP,155
206041125,LF,3534
206041126,UEMP,906
206041126,LF,11615
206041127,UEMP,0
206041127,LF,0
206051128,UEMP,420
206051128,LF,8503
206051129,UEMP,443
206051129,LF,9719
206051130,UEMP,372
206051130,LF,9304
206051131,UEMP,0
206051131,LF,13
206051132,UEMP,385
206051132,LF,6505
206051133,UEMP,943
206051133,LF,16314
206051134,UEMP,514
206051134,LF,10443
206061135,UEMP,235
206061135,LF,5063
206061136,UEMP,573
206061136,LF,12728
206061137,UEMP,741
206061137,LF,13235
206061138,UEMP,291
206061138,LF,6835
206071139,UEMP,291
206071139,LF,5468
206071140,UEMP,244
206071140,LF,5282
206071141,UEMP,353
206071141,LF,5065
206071142,UEMP,430
206071142,LF,5850
206071143,UEMP,354
206071143,LF,7388
206071144,UEMP,945
206071144,LF,19695
206071145,UEMP,227
206071145,LF,5311
207011146,UEMP,201
207011146,LF,3863
207011147,UEMP,459
207011147,LF,7540
207011148,UEMP,603
207011148,LF,9836
207011149,UEMP,578
207011149,LF,10732
207011150,UEMP,428
207011150,LF,8688
207011151,UEMP,895
207011151,LF,13502
207011152,UEMP,436
207011152,LF,8544
207011153,UEMP,660
207011153,LF,12912
207011154,UEMP,164
207011154,LF,3320
207011155,UEMP,412
207011155,LF,8158
207021156,UEMP,326
207021156,LF,5242
207021157,UEMP,731
207021157,LF,9672
207021159,UEMP,463
207021159,LF,8062
207021160,UEMP,373
207021160,LF,6258
207021424,UEMP,469
207021424,LF,7223
207021425,UEMP,487
207021425,LF,6410
207031161,UEMP,675
207031161,LF,10776
207031162,UEMP,279
207031162,LF,4985
207031163,UEMP,870
207031163,LF,9728
207031164,UEMP,590
207031164,LF,8783
207031165,UEMP,763
207031165,LF,5659
207031166,UEMP,386
207031166,LF,4859
207031167,UEMP,254
207031167,LF,5346
208011168,UEMP,300
208011168,LF,6715
208011169,UEMP,476
208011169,LF,10940
208011170,UEMP,408
208011170,LF,7734
208011171,UEMP,269
208011171,LF,5705
208011172,UEMP,431
208011172,LF,8868
208011173,UEMP,330
208011173,LF,8240
208021174,UEMP,703
208021174,LF,11412
208021176,UEMP,707
208021176,LF,9755
208021177,UEMP,587
208021177,LF,10739
208021178,UEMP,422
208021178,LF,8980
208021179,UEMP,253
208021179,LF,6216
208021180,UEMP,280
208021180,LF,4077
208021181,UEMP,343
208021181,LF,5219
208021182,UEMP,504
208021182,LF,7451
208021426,UEMP,385
208021426,LF,7494
208021427,UEMP,359
208021427,LF,6643
208031183,UEMP,216
208031183,LF,4888
208031184,UEMP,0
208031184,LF,20
208031185,UEMP,287
208031185,LF,6099
208031186,UEMP,364
208031186,LF,7226
208031187,UEMP,142
208031187,LF,2754
208031188,UEMP,604
208031188,LF,11453
208031189,UEMP,315
208031189,LF,6718
208031190,UEMP,370
208031190,LF,6980
208031191,UEMP,277
208031191,LF,4508
208031192,UEMP,0
208031192,LF,0
208031193,UEMP,497
208031193,LF,10670
208041194,UEMP,537
208041194,LF,10794
208041195,UEMP,735
208041195,LF,10997
209011196,UEMP,323
209011196,LF,4727
209011197,UEMP,517
209011197,LF,10950
209011198,UEMP,405
209011198,LF,7460
209011199,UEMP,595
209011199,LF,6484
209011200,UEMP,325
209011200,LF,6323
209011201,UEMP,202
209011201,LF,4102
209011202,UEMP,347
209011202,LF,8433
209011203,UEMP,483
209011203,LF,9232
209011204,UEMP,225
209011204,LF,4630
209021205,UEMP,723
209021205,LF,5598
209021207,UEMP,1110
209021207,LF,12553
209021208,UEMP,854
209021208,LF,11072
209021428,UEMP,817
209021428,LF,10309
209021429,UEMP,414
209021429,LF,6387
209031209,UEMP,562
209031209,LF,12635
209031210,UEMP,80
209031210,LF,1924
209031211,UEMP,93
209031211,LF,1946
209031212,UEMP,103
209031212,LF,2762
209031213,UEMP,215
209031213,LF,5223
209031214,UEMP,150
209031214,LF,3611
209031215,UEMP,347
209031215,LF,7884
209041216,UEMP,329
209041216,LF,3704
209041217,UEMP,260
209041217,LF,2940
209041219,UEMP,885
209041219,LF,9155
209041220,UEMP,613
209041220,LF,9539
209041221,UEMP,462
209041221,LF,6133
209041223,UEMP,809
209041223,LF,8107
209041224,UEMP,451
209041224,LF,8165
209041225,UEMP,159
209041225,LF,3862
209041430,UEMP,527
209041430,LF,10921
209041431,UEMP,506
209041431,LF,6359
209041432,UEMP,353
209041432,LF,3894
209041433,UEMP,402
209041433,LF,5368
209041434,UEMP,476
209041434,LF,8360
209041435,UEMP,401
209041435,LF,6448
209041436,UEMP,388
209041436,LF,6153
209041437,UEMP,291
209041437,LF,4472
210011226,UEMP,182
210011226,LF,3794
210011227,UEMP,0
210011227,LF,0
210011228,UEMP,217
210011228,LF,4161
210011229,UEMP,690
210011229,LF,11982
210011230,UEMP,155
210011230,LF,3714
210011231,UEMP,229
210011231,LF,5007
210021232,UEMP,289
210021232,LF,6475
210021233,UEMP,85
210021233,LF,1668
210021234,UEMP,80
210021234,LF,2173
210021235,UEMP,199
210021235,LF,4632
210031236,UEMP,255
210031236,LF,3790
210031237,UEMP,573
210031237,LF,5418
210031239,UEMP,767
210031239,LF,12252
210031438,UEMP,904
210031438,LF,10129
210031439,UEMP,58
210031439,LF,1491
210031440,UEMP,182
210031440,LF,2317
210041240,UEMP,416
210041240,LF,6710
210041241,UEMP,852
210041241,LF,14092
210051242,UEMP,718
210051242,LF,4562
210051243,UEMP,719
210051243,LF,4929
210051245,UEMP,592
210051245,LF,8666
210051246,UEMP,464
210051246,LF,8703
210051247,UEMP,707
210051247,LF,5011
210051248,UEMP,0
210051248,LF,61
210051249,UEMP,918
210051249,LF,8346
210051250,UEMP,232
210051250,LF,3209
210051441,UEMP,412
210051441,LF,4014
210051442,UEMP,433
210051442,LF,5484
210051443,UEMP,693
210051443,LF,7932
210051444,UEMP,566
210051444,LF,6525
210051445,UEMP,87
210051445,LF,1817
211011251,UEMP,379
211011251,LF,6137
211011254,UEMP,485
211011254,LF,7851
211011255,UEMP,161
211011255,LF,3863
211011256,UEMP,456
211011256,LF,8581
211011257,UEMP,213
211011257,LF,4409
211011258,UEMP,284
211011258,LF,5971
211011259,UEMP,414
211011259,LF,7114
211011260,UEMP,581
211011260,LF,9200
211011446,UEMP,651
211011446,LF,11340
211011447,UEMP,398
211011447,LF,7092
211011448,UEMP,440
211011448,LF,8027
211011449,UEMP,117
211011449,LF,2359
211021261,UEMP,355
211021261,LF,8002
211021262,UEMP,244
211021262,LF,5468
211031263,UEMP,320
211031263,LF,6464
211031265,UEMP,442
211031265,LF,10277
211031266,UEMP,588
211031266,LF,8748
211031267,UEMP,545
211031267,LF,10492
211031268,UEMP,233
211031268,LF,5052
