"","STAT_UNIT","UNIT_MEASURE","EDU_LEVEL","EDU_CAT","SEX","AGE","GRADE","SECTOR_EDU","EDU_ATTAIN","SUBJECT","DISPERSION","CONTRACT_TYPE","BASIC_SERVICES","EDU_TYPE","TEACH_EXPERIENCE","TEXTB_TYPE","CLASS_TYPE","REF_AREA","TIME_PERIOD","OBS_VALUE","FREQ","UNIT_MULT","DECIMALS","OBS_STATUS"
"1","AVG_CLS","GR","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","_T","MULTI_GRADE","GM","2016","2.13934","A","0","5","A"
"2","AVG_CLS","PER","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","_T","_T","GM","2016","39.40221","A","0","5","A"
"3","AVG_CLS","PER","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","_T","MULTI_GRADE","GM","2016","28.99180","A","0","5","A"
"4","AVG_CLS","PER","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","_T","SINGLE_GRADE","DJ","2016","42.53803","A","0","5","A"
"5","AVG_CLS","PER","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","_T","SINGLE_GRADE","GM","2016","39.63347","A","0","5","A"
"6","AVG_CLS","PER","L1","_T","_T","_T","G1","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","_T","SINGLE_GRADE","DJ","2016","43.37850","A","0","5","A"
"7","AVG_CLS","PER","L1","_T","_T","_T","G1","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","_T","SINGLE_GRADE","GM","2016","43.50676","A","0","5","A"
"8","AVG_CLS","PER","L1","_T","_T","_T","G2","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","_T","SINGLE_GRADE","DJ","2016","42.17181","A","0","5","A"
"9","AVG_CLS","PER","L1","_T","_T","_T","G2","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","_T","SINGLE_GRADE","GM","2016","40.55816","A","0","5","A"
"10","AVG_CLS","PER","L1","_T","_T","_T","G3","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","_T","SINGLE_GRADE","DJ","2016","41.84774","A","0","5","A"
"11","AVG_CLS","PER","L1","_T","_T","_T","G3","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","_T","SINGLE_GRADE","GM","2016","39.62910","A","0","5","A"
"12","AVG_CLS","PER","L1","_T","_T","_T","G4","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","_T","SINGLE_GRADE","DJ","2016","43.62613","A","0","5","A"
"13","AVG_CLS","PER","L1","_T","_T","_T","G4","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","_T","SINGLE_GRADE","GM","2016","38.38328","A","0","5","A"
"14","AVG_CLS","PER","L1","_T","_T","_T","G5","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","_T","SINGLE_GRADE","DJ","2016","42.02121","A","0","5","A"
"15","AVG_CLS","PER","L1","_T","_T","_T","G5","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","_T","SINGLE_GRADE","GM","2016","37.16534","A","0","5","A"
"16","AVG_CLS","PER","L1","_T","_T","_T","G6","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","_T","SINGLE_GRADE","DJ","2016","0","A","0","5","Z"
"17","AVG_CLS","PER","L1","_T","_T","_T","G6","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","_T","SINGLE_GRADE","GM","2016","36.40884","A","0","5","A"
"18","AVG_CLS","PER","L1","_T","_T","_T","G7","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","_T","SINGLE_GRADE","DJ","2016","0","A","0","5","Z"
"19","AVG_CLS","PER","L1","_T","_T","_T","G7","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","_T","SINGLE_GRADE","GM","2016","0","A","0","5","Z"
"20","PBR","PER","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","MATH","_T","GM","2016","0.83159","A","0","5","A"
"21","PBR","PER","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","MATH","_T","UNICEF_ESEAFR","2016","3.60587","A","0","5","E"
"22","PBR","PER","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","READING","_T","GM","2016","0.97994","A","0","5","A"
"23","PBR","PER","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","READING","_T","UNICEF_ESEAFR","2016","1.91007","A","0","5","E"
"24","PBR","PER","L1","_T","_T","_T","_U","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","MATH","_T","DJ","2016","0","A","0","5","Z"
"25","PBR","PER","L1","_T","_T","_T","_U","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","MATH","_T","GM","2016","0","A","0","5","Z"
"26","PBR","PER","L1","_T","_T","_T","_U","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","READING","_T","DJ","2016","0","A","0","5","Z"
"27","PBR","PER","L1","_T","_T","_T","_U","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","READING","_T","GM","2016","0","A","0","5","Z"
"28","PBR","PER","L1","_T","_T","_T","G1","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","MATH","_T","GM","2016","0.84298","A","0","5","A"
"29","PBR","PER","L1","_T","_T","_T","G1","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","READING","_T","GM","2016","1","A","0","5","A"
"30","PBR","PER","L1","_T","_T","_T","G2","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","MATH","_T","GM","2016","0.62531","A","0","5","A"
"31","PBR","PER","L1","_T","_T","_T","G2","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","READING","_T","GM","2016","1","A","0","5","A"
"32","PBR","PER","L1","_T","_T","_T","G3","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","MATH","_T","GM","2016","0.71318","A","0","5","A"
"33","PBR","PER","L1","_T","_T","_T","G3","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","READING","_T","GM","2016","1","A","0","5","A"
"34","PBR","PER","L1","_T","_T","_T","G4","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","MATH","_T","GM","2016","0.76780","A","0","5","A"
"35","PBR","PER","L1","_T","_T","_T","G4","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","READING","_T","GM","2016","1","A","0","5","A"
"36","PBR","PER","L1","_T","_T","_T","G5","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","MATH","_T","GM","2016","1","A","0","5","A"
"37","PBR","PER","L1","_T","_T","_T","G5","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","READING","_T","GM","2016","0.93569","A","0","5","A"
"38","PBR","PER","L1","_T","_T","_T","G6","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","MATH","_T","DJ","2016","0","A","0","5","Z"
"39","PBR","PER","L1","_T","_T","_T","G6","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","MATH","_T","GM","2016","1","A","0","5","A"
"40","PBR","PER","L1","_T","_T","_T","G6","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","READING","_T","DJ","2016","0","A","0","5","Z"
"41","PBR","PER","L1","_T","_T","_T","G6","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","READING","_T","GM","2016","0.96583","A","0","5","A"
"42","PBR","PER","L1","_T","_T","_T","G7","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","MATH","_T","DJ","2016","0","A","0","5","Z"
"43","PBR","PER","L1","_T","_T","_T","G7","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","MATH","_T","GM","2016","0","A","0","5","Z"
"44","PBR","PER","L1","_T","_T","_T","G7","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","READING","_T","DJ","2016","0","A","0","5","Z"
"45","PBR","PER","L1","_T","_T","_T","G7","INST_PUB","_Z","_Z","_Z","_Z","_T","_T","_Z","READING","_T","GM","2016","0","A","0","5","Z"
"46","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","AD","2016","100","A","0","5","A"
"47","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","AD","2017","100","A","0","5","A"
"48","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","AF","2016","14.05694","A","0","5","A"
"49","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","AF","2017","14.72492","A","0","5","A"
"50","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","AG","2017","100","A","0","5","A"
"51","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","AIMS_ASIA_PAC","2016","56.39100","A","0","5","A"
"52","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","AIMS_ASIA_PAC","2017","56.69197","A","0","5","E"
"53","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","AIMS_CAS","2016","98.51455","A","0","5","E"
"54","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","AIMS_CAS","2017","98.53673","A","0","5","E"
"55","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","AIMS_EAS","2016","79.11111","A","0","5","E"
"56","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","AIMS_EAS","2017","80.13834","A","0","5","E"
"57","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","AIMS_EAS_PAC","2016","79.15448","A","0","5","E"
"58","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","AIMS_EAS_PAC","2017","80.13273","A","0","5","E"
"59","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","AIMS_SAS_WAS","2016","43.08324","A","0","5","A"
"60","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","AIMS_SAS_WAS","2017","43.72585","A","0","5","E"
"61","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","AO","2016","22.76142","A","0","5","A"
"62","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","AR","2016","96.75265","A","0","5","A"
"63","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","AZ","2016","100","A","0","5","A"
"64","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","AZ","2017","100","A","0","5","A"
"65","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","BB","2016","100","A","0","5","A"
"66","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","BB","2017","100","A","0","5","A"
"67","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","BD","2016","43.17893","A","0","5","A"
"68","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","BF","2016","12.31846","A","0","5","A"
"69","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","BF","2017","15.10660","A","0","5","A"
"70","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","BH","2016","100","A","0","5","A"
"71","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","BH","2017","100","A","0","5","A"
"72","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","BI","2016","4.79281","A","0","5","A"
"73","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","BI","2017","4.98622","A","0","5","A"
"74","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","BJ","2016","21.32713","A","0","5","A"
"75","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","BJ","2017","17.55515","A","0","5","A"
"76","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","BM","2016","100","A","0","5","A"
"77","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","BY","2016","100","A","0","5","A"
"78","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","BY","2017","100","A","0","5","A"
"79","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","CF","2016","1.18986","A","0","5","A"
"80","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","CI","2016","23.12845","A","0","5","A"
"81","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","CI","2017","23.91519","A","0","5","A"
"82","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","CK","2016","100","A","0","5","A"
"83","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","CM","2016","9.77545","A","0","5","A"
"84","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","CM","2017","9.54002","A","0","5","A"
"85","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","CO","2016","95.41103","A","0","5","A"
"86","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","CO","2017","96.09199","A","0","5","A"
"87","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","CR","2016","97.03357","A","0","5","A"
"88","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","CV","2016","70.93596","A","0","5","A"
"89","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","CV","2017","75.75000","A","0","5","A"
"90","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","DJ","2017","94.11765","A","0","5","A"
"91","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","DM","2016","100","A","0","5","A"
"92","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","DZ","2016","97.77814","A","0","5","A"
"93","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","DZ","2017","98.11401","A","0","5","A"
"94","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","EC","2016","73.93675","A","0","5","A"
"95","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","EG","2016","100","A","0","5","A"
"96","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","ER","2017","26.71233","A","0","5","A"
"97","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","FJ","2016","98.04196","A","0","5","A"
"98","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","GD","2016","100","A","0","5","A"
"99","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","GD","2017","100","A","0","5","A"
"100","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","GE","2016","100","A","0","5","A"
"101","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","GE","2017","100","A","0","5","A"
"102","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","GM","2016","39.77055","A","0","5","A"
"103","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","GM","2017","23.88889","A","0","5","A"
"104","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","GN","2016","3.55529","A","0","5","A"
"105","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","GPE_FEB_2016","2016","35.66555","A","0","5","E"
"106","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","GPE_FEB_2016","2017","36.98816","A","0","5","E"
"107","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","GPE_FRA_FY16","2016","27.83245","A","0","5","E"
"108","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","GPE_FRA_FY16","2017","29.50682","A","0","5","E"
"109","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","GPE_FRA_FY19","2016","30.44073","A","0","5","E"
"110","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","GPE_FRA_FY19","2017","32.05515","A","0","5","E"
"111","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","GPE_JUL_2018","2016","35.30790","A","0","5","E"
"112","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","GPE_JUL_2018","2017","36.60809","A","0","5","E"
"113","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","GPE_NON_FRA_FY16","2016","48.01503","A","0","5","A"
"114","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","GPE_NON_FRA_FY16","2017","48.55062","A","0","5","E"
"115","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","GPE_NON_FRA_FY19","2016","43.40484","A","0","5","E"
"116","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","GPE_NON_FRA_FY19","2017","43.99255","A","0","5","E"
"117","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","GY","2017","47.69585","A","0","5","A"
"118","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","HK","2016","100","A","0","5","A"
"119","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","HK","2017","100","A","0","5","A"
"120","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","HN","2016","49.21930","A","0","5","A"
"121","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","ID","2016","91.03556","A","0","5","A"
"122","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","ID","2017","93.48207","A","0","5","A"
"123","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","IN","2016","43.46719","A","0","5","A"
"124","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","IN","2017","45.73990","A","0","5","A"
"125","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","IR","2016","77.68541","A","0","5","A"
"126","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","IR","2017","79.75428","A","0","5","A"
"127","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","JM","2016","90.90909","A","0","5","A"
"128","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","JM","2017","90.92466","A","0","5","A"
"129","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","JO","2017","100","A","0","5","A"
"130","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","KE","2016","86.96012","A","0","5","A"
"131","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","KG","2017","100","A","0","5","A"
"132","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","KM","2017","32.31198","A","0","5","A"
"133","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","KN","2016","100","A","0","5","A"
"134","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","KW","2016","100","A","0","5","A"
"135","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","KW","2017","100","A","0","5","A"
"136","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","LA","2016","35.68950","A","0","5","A"
"137","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","LC","2016","98.64865","A","0","5","A"
"138","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","LC","2017","98.64865","A","0","5","A"
"139","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","LK","2016","94.69976","A","0","5","A"
"140","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","LK","2017","96.62787","A","0","5","A"
"141","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","LR","2016","0.90939","A","0","5","A"
"142","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","MA","2016","90.62215","A","0","5","A"
"143","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","MA","2017","92.57143","A","0","5","A"
"144","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","MC","2016","100","A","0","5","A"
"145","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","MC","2017","100","A","0","5","A"
"146","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","MD","2016","100","A","0","5","A"
"147","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","MD","2017","100","A","0","5","A"
"148","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","MDG_CAU_CEN_ASIA","2016","98.74982","A","0","5","E"
"149","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","MDG_CAU_CEN_ASIA","2017","98.76981","A","0","5","E"
"150","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","MDG_DEVELOPING_REG","2016","55.90201","A","0","5","A"
"151","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","MDG_DEVELOPING_REG","2017","56.13952","A","0","5","E"
"152","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","MDG_LAC","2016","87.20411","A","0","5","E"
"153","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","MDG_LAC","2017","86.92687","A","0","5","E"
"154","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","MDG_LAC_LA","2016","87.06712","A","0","5","E"
"155","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","MDG_LAC_LA","2017","86.77472","A","0","5","E"
"156","SCH","PT","L1","_T","_T","_T","_T","INST_PUB","_Z","_Z","_Z","_Z","ELEC","_T","_Z","_T","_T","MDG_NAFR","2016","97.16514","A","0","5","A"
