"","STAT_UNIT","UNIT_MEASURE","EDU_LEVEL","EDU_CAT","SECTOR_EDU","EXPENDITURE_TYPE","SOURCE_FUND","FUND_FLOW","TEACH_EXPERIENCE","CONTRACT_TYPE","REF_AREA","TIME_PERIOD","OBS_VALUE","UNIT_MULT","FREQ","DECIMALS","OBS_STATUS"
"5616","XUNIT","USD_CONST","L2","_T","_T","_T","GOV","FFNTR","_Z","_Z","CO","2016","961.09567","0","A","5","A"
"5617","XUNIT","USD_CONST","L2","_T","_T","_T","GOV","FFNTR","_Z","_Z","CO","2017","1027.55308","0","A","5","A"
"5618","EDU_EXP","USD","L02","_T","_T","_T","GOV","_T","_Z","_Z","JM","2016","28.39361","0","A","5","A"
"5619","EDU_EXP","USD","L02","_T","_T","_T","GOV","_T","_Z","_Z","JM","2017","27.90888","0","A","5","A"
"5620","EDU_EXP","CUR_EXP","_T","_T","INST_PUB","CUR_COMPO","GOV","FFNTP","_Z","_Z","AL","2016","2.03707","0","A","5","A"
"5621","XUNIT","GDP_CAP","L1","_T","_T","_T","GOV","FFNTP","_Z","_Z","SN","2016","15.71943","0","A","5","A"
"5622","EDU_EXP","PPP_CONST","_T","_T","_T","_T","GOV","_T","_Z","_Z","OM","2016","11627.83081","0","A","5","A"
"5623","EDU_EXP","PPP_CONST","_T","_T","_T","_T","GOV","_T","_Z","_Z","OM","2017","12667.29354","0","A","5","A"
"5624","EDU_EXP","GDP","L1","_T","_T","_T","GOV","FFNTR","_Z","_Z","MU","2016","1.08519","0","A","5","A"
"5625","EDU_EXP","GDP","L1","_T","_T","_T","GOV","FFNTR","_Z","_Z","MU","2017","1.15798","0","A","5","A"
"5626","EDU_EXP","GOV_EXP_T","L1","_T","_T","_T","GOV","_T","_Z","_Z","BN","2016","2.23379","0","A","5","A"
"5627","EDU_EXP","GOV_EXP_T","L02","_T","_T","_T","GOV","_T","_Z","_Z","AZ","2016","0.86030","0","A","5","A"
"5628","EDU_EXP","GNI","L2_3","_T","_T","CUR","GOV","_T","_Z","_Z","BB","2016","1.91132","0","A","5","A"
"5629","EDU_EXP","PPP_CONST","L02","_T","_T","_T","GOV","_T","_Z","_Z","CL","2016","2572.39429","0","A","5","A"
"5630","XUNIT","USD_CONST","L3","_T","_T","_T","GOV","FFNTP","_Z","_Z","EC","2016","226.79184","0","A","5","A"
"5631","EDU_EXP","PPP_CONST","_T","_T","_T","_T","GOV","_T","_Z","_Z","BD","2016","8957.19074","0","A","5","A"
"5632","EDU_EXP","GDP","L02","_T","INST_T","_T","GOV","_T","_Z","_Z","PE","2016","0.55878","0","A","5","A"
"5633","EDU_EXP","GDP","L02","_T","INST_T","_T","GOV","_T","_Z","_Z","PE","2017","0.58839","0","A","5","A"
"5634","XUNIT","USD","L4","_T","_T","_T","GOV","FFNTP","_Z","_Z","HK","2016","14755.53506","0","A","5","A"
"5635","XUNIT","USD","L4","_T","_T","_T","GOV","FFNTP","_Z","_Z","HK","2017","17246.52912","0","A","5","A"
"5636","XUNIT","PPP","L5T8","_T","_T","_T","GOV","FFNTR","_Z","_Z","CO","2016","2989.87286","0","A","5","A"
"5637","XUNIT","PPP","L5T8","_T","_T","_T","GOV","FFNTR","_Z","_Z","CO","2017","2371.89142","0","A","5","A"
"5638","XUNIT","USD","L4","_T","_T","_T","GOV","FFNTP","_Z","_Z","SC","2016","4047.10482","0","A","5","A"
"5639","XUNIT","GDP_CAP","L02","_T","_T","_T","GOV","FFNTP","_Z","_Z","GD","2016","6.02078","0","A","5","A"
"5640","XUNIT","GNI_CAP","L3","_T","_T","_T","GOV","FFNTP","_Z","_Z","LC","2016","26.68742","0","A","5","A"
"5641","EDU_EXP","CUR_EXP","L02","_T","_T","CUR","GOV","_T","_Z","_Z","SL","2016","0","0","A","5","A"
"5642","EDU_EXP","CUR_EXP","L02","_T","_T","CUR","GOV","_T","_Z","_Z","SL","2017","0","0","A","5","A"
"5643","EDU_EXP","PPP","L1","_T","_T","_T","GOV","_T","_Z","_Z","IR","2016","13541.69961","0","A","5","A"
"5644","EDU_EXP","PPP","L1","_T","_T","_T","GOV","_T","_Z","_Z","IR","2017","18285.81632","0","A","5","A"
"5645","EDU_EXP","GNI","_T","_T","_T","_T","GOV","_T","_Z","_Z","MO","2016","3.36573","0","A","5","A"
"5646","EDU_EXP","USD_CONST","L5T8","_T","_T","_T","GOV","_T","_Z","_Z","GN","2016","85.68148","0","A","5","A"
"5647","EDU_EXP","USD_CONST","L5T8","_T","_T","_T","GOV","_T","_Z","_Z","GN","2017","81.47842","0","A","5","A"
"5648","EDU_EXP","PPP","L2_3","_T","_T","_T","GOV","_T","_Z","_Z","MU","2016","810.30708","0","A","5","A"
"5649","EDU_EXP","PPP","L2_3","_T","_T","_T","GOV","_T","_Z","_Z","MU","2017","844.85515","0","A","5","A"
"5650","EDU_EXP","EXP_T","L1","_T","INST_PUB","CUR_COMPO","GOV","FFNTP","_Z","_Z","LC","2016","19.50404","0","A","5","A"
"5651","EDU_EXP","EXP_T","L1","_T","INST_PUB","CUR_COMPO","GOV","FFNTP","_Z","_Z","LC","2017","15.96313","0","A","5","A"
"5652","EDU_EXP","USD","L5T8","_T","_T","_T","GOV","_T","_Z","_Z","JM","2016","137.54749","0","A","5","A"
"5653","EDU_EXP","USD","L5T8","_T","_T","_T","GOV","_T","_Z","_Z","JM","2017","142.58929","0","A","5","A"
"5654","XUNIT","PPP_CONST","L1","_T","_T","_T","GOV","FFNTR","_Z","_Z","PE","2016","1538.83891","0","A","5","A"
"5655","XUNIT","PPP_CONST","L1","_T","_T","_T","GOV","FFNTR","_Z","_Z","PE","2017","1561.97922","0","A","5","A"
"5656","EDU_EXP","EXP_T","L4","_T","INST_PUB","CUR_COMP","GOV","FFNTP","_Z","_Z","JM","2016","57.83162","0","A","5","A"
"5657","EDU_EXP","EXP_T","L4","_T","INST_PUB","CUR_COMP","GOV","FFNTP","_Z","_Z","JM","2017","52.31474","0","A","5","A"
"5658","XUNIT","USD_CONST","L4","_T","_T","CUR","GOV","FFNTP","_Z","_Z","CL","2016","0","0","A","5","Z"
"5659","XUNIT","USD_CONST","L3","_T","_T","_T","GOV","FFNTP","_Z","_Z","CH","2016","16178.32858","0","A","5","A"
"5660","EDU_EXP","GOV_EXP_EDU","L2","_T","_T","_T","GOV","_T","_Z","_Z","JO","2016","26.19585","0","A","5","A"
"5661","EDU_EXP","GOV_EXP_EDU","L2","_T","_T","_T","GOV","_T","_Z","_Z","JO","2017","26.50296","0","A","5","A"
"5662","XUNIT","PPP_CONST","L02","_T","_T","_T","GOV","FFNTR","_Z","_Z","AR","2016","2536.01255","0","A","5","A"
"5663","EDU_EXP","GDP","L2_3","_T","_T","_T","HH","FFNTR","_Z","_Z","ML","2016","0","0","A","5","A"
"5664","EDU_EXP","CUR_EXP","L4","_T","INST_PUB","CUR_O","GOV","FFNTP","_Z","_Z","CR","2016","0","0","A","5","Z"
"5665","EDU_EXP","CUR_EXP","L4","_T","INST_PUB","CUR_O","GOV","FFNTP","_Z","_Z","CR","2017","0","0","A","5","Z"
"5666","EDU_EXP","GDP","L2_3","_T","_T","_T","GOV","FFNTR","_Z","_Z","MY","2016","1.90331","0","A","5","A"
"5667","EDU_EXP","GDP","L2_3","_T","_T","_T","GOV","FFNTR","_Z","_Z","MY","2017","1.99491","0","A","5","A"
"5668","EDU_EXP","GDP","L02","_T","INST_T","_T","GOV","_T","_Z","_Z","AW","2016","0.34969","0","A","5","A"
"5669","XUNIT","GNI_CAP","L1","_T","_T","_T","GOV","FFNTP","_Z","_Z","RW","2016","5.73403","0","A","5","E"
"5670","EDU_EXP","GOV_EXP_EDU","L4","_T","_T","_T","GOV","_T","_Z","_Z","NZ","2016","2.26002","0","A","5","A"
"5671","EDU_EXP","GDP","L1","_T","_T","CUR","GOV","_T","_Z","_Z","LK","2016","0.89208","0","A","5","A"
"5672","EDU_EXP","GDP","L1","_T","_T","CUR","GOV","_T","_Z","_Z","LK","2017","0.80313","0","A","5","A"
"5673","XUNIT","PPP","L2_3","_T","_T","_T","GOV","FFNTR","_Z","_Z","DO","2016","2299.73725","0","A","5","A"
"5674","XUNIT","PPP","L2_3","_T","_T","_T","GOV","FFNTR","_Z","_Z","DO","2017","3059.61061","0","A","5","A"
"5675","XUNIT","USD_CONST","L2_3","_T","_T","CUR","GOV","FFNTP","_Z","_Z","EC","2016","309.58473","0","A","5","A"
"5676","EDU_EXP","PPP","L2_3","_T","_T","_T","GOV","_T","_Z","_Z","HK","2016","4527.46752","0","A","5","A"
"5677","EDU_EXP","PPP","L2_3","_T","_T","_T","GOV","_T","_Z","_Z","HK","2017","4653.04556","0","A","5","A"
"5678","EDU_EXP","CUR_EXP","L5T8","_T","_T","CUR","GOV","_T","_Z","_Z","MU","2016","5.99930","0","A","5","A"
"5679","EDU_EXP","CUR_EXP","L5T8","_T","_T","CUR","GOV","_T","_Z","_Z","MU","2017","5.79770","0","A","5","A"
"5680","EDU_EXP","GNI","L3","_T","_T","_T","GOV","_T","_Z","_Z","AD","2016","0.25270","0","A","5","A"
"5681","EDU_EXP","GDP","_T","_T","INST_T","_T","HH","_T","_Z","_Z","CL","2016","0.29184","0","A","5","A"
"5682","EDU_EXP","EXP_T","L4","_T","INST_PUB","CUR","GOV","FFNTP","_Z","_Z","MY","2016","0","0","A","5","Z"
"5683","EDU_EXP","EXP_T","L4","_T","INST_PUB","CUR","GOV","FFNTP","_Z","_Z","MY","2017","0","0","A","5","Z"
"5684","EDU_EXP","CUR_EXP","L1","_T","INST_PUB","CUR_COMPT","GOV","FFNTP","_T","_T","LC","2016","64.64936","0","A","5","A"
"5685","EDU_EXP","CUR_EXP","L1","_T","INST_PUB","CUR_COMPT","GOV","FFNTP","_T","_T","LC","2017","70.95023","0","A","5","A"
"5686","XUNIT","USD_CONST","L02","_T","_T","_T","GOV","FFNTR","_Z","_Z","BZ","2016","788.63954","0","A","5","A"
"5687","XUNIT","USD_CONST","L02","_T","_T","_T","GOV","FFNTR","_Z","_Z","BZ","2017","777.41304","0","A","5","A"
"5688","EDU_EXP","GNI","L2_3","_T","_T","_T","GOV","_T","_Z","_Z","MU","2016","3.21839","0","A","5","A"
"5689","EDU_EXP","GNI","L2_3","_T","_T","_T","GOV","_T","_Z","_Z","MU","2017","3.18552","0","A","5","A"
"5690","EDU_EXP","USD","_X","_T","_T","_T","GOV","_T","_Z","_Z","BZ","2016","13.11784","0","A","5","A"
"5691","EDU_EXP","USD","_X","_T","_T","_T","GOV","_T","_Z","_Z","BZ","2017","15.08250","0","A","5","A"
"5692","XUNIT","PPP","L2","_T","_T","_T","GOV","FFNTP","_Z","_Z","JO","2016","1602.58284","0","A","5","A"
"5693","XUNIT","PPP","L2","_T","_T","_T","GOV","FFNTP","_Z","_Z","JO","2017","1477.61068","0","A","5","A"
"5694","XUNIT","USD_CONST","L3","_T","_T","CUR","GOV","FFNTP","_Z","_Z","AF","2016","53.68678","0","A","5","A"
"5695","XUNIT","USD_CONST","L3","_T","_T","CUR","GOV","FFNTP","_Z","_Z","AF","2017","50.22019","0","A","5","A"
"5696","EDU_EXP","EXP_T","L2","_T","INST_PUB","CUR_COMP","GOV","FFNTP","_Z","_Z","MC","2016","86.38172","0","A","5","A"
"5697","EDU_EXP","GDP","L2_3","_T","_T","_T","GOV","_T","_Z","_Z","AR","2016","2.28103","0","A","5","A"
"5698","EDU_EXP","USD","_X","_T","_T","_T","GOV","_T","_Z","_Z","CA","2016","0","0","A","5","A"
"5699","EDU_EXP","PPP","L5T8","_T","_T","_T","GOV","_T","_Z","_Z","RS","2016","1143.67762","0","A","5","A"
"5700","XUNIT","PPP_CONST","L3","_T","_T","_T","GOV","FFNTP","_Z","_Z","CH","2016","12940.40405","0","A","5","A"
"5701","EDU_EXP","GOV_EXP_EDU","L2_3","_T","_T","_T","GOV","_T","_Z","_Z","IR","2016","36.52996","0","A","5","A"
"5702","EDU_EXP","GOV_EXP_EDU","L2_3","_T","_T","_T","GOV","_T","_Z","_Z","IR","2017","33.03826","0","A","5","A"
"5703","XUNIT","GNI_CAP","L5T8","_T","_T","_T","GOV","FFNTP","_Z","_Z","KG","2016","5.10990","0","A","5","A"
"5704","EDU_EXP","USD_CONST","L5T8","_T","_T","_T","GOV","_T","_Z","_Z","MY","2016","3348.38678","0","A","5","A"
"5705","EDU_EXP","USD_CONST","L5T8","_T","_T","_T","GOV","_T","_Z","_Z","MY","2017","3127.34352","0","A","5","A"
"5706","EDU_EXP","GNI","L3","_T","_T","CUR","GOV","_T","_Z","_Z","CA","2016","1.22846","0","A","5","A"
"5707","EDU_EXP","GDP","L5T8","_T","_T","_T","GOV","_T","_Z","_Z","JM","2016","0.96954","0","A","5","A"
"5708","EDU_EXP","GDP","L5T8","_T","_T","_T","GOV","_T","_Z","_Z","JM","2017","1.01437","0","A","5","A"
"5709","XUNIT","GNI_CAP","L1","_T","_T","_T","GOV","FFNTP","_Z","_Z","MY","2016","16.87937","0","A","5","A"
"5710","XUNIT","GNI_CAP","L1","_T","_T","_T","GOV","FFNTP","_Z","_Z","MY","2017","16.86812","0","A","5","A"
"5711","EDU_EXP","CUR_EXP","L5T8","_T","_T","CUR","GOV","_T","_Z","_Z","ML","2016","21.15657","0","A","5","A"
"5712","XUNIT","USD","L1","_T","_T","_T","HH","FFNTR","_Z","_Z","PE","2016","301.25382","0","A","5","A"
"5713","XUNIT","USD","L1","_T","_T","_T","HH","FFNTR","_Z","_Z","PE","2017","322.22439","0","A","5","A"
"5714","EDU_EXP","EXP_T","L2_3","_T","INST_PUB","CUR_COMPO","GOV","FFNTP","_Z","_Z","VC","2016","1.49491","0","A","5","A"
"5715","EDU_EXP","EXP_T","L2_3","_T","INST_PUB","CUR_COMPO","GOV","FFNTP","_Z","_Z","VC","2017","1.74311","0","A","5","A"
"5716","XUNIT","USD","L5T8","_T","_T","_T","GOV","FFNTP","_Z","_Z","MY","2016","2505.24618","0","A","5","A"
"5717","XUNIT","USD","L5T8","_T","_T","_T","GOV","FFNTP","_Z","_Z","MY","2017","2507.71992","0","A","5","A"
"5718","XUNIT","PPP","L02","_T","_T","CUR","GOV","FFNTP","_Z","_Z","PE","2016","1191.13444","0","A","5","A"
"5719","XUNIT","PPP","L02","_T","_T","CUR","GOV","FFNTP","_Z","_Z","PE","2017","1292.40462","0","A","5","A"
"5720","EDU_EXP","EXP_T","L2_3","_T","INST_PUB","CUR_O","GOV","FFNTP","_Z","_Z","KZ","2016","26.56203","0","A","5","A"
"5721","EDU_EXP","EXP_T","L2_3","_T","INST_PUB","CUR_O","GOV","FFNTP","_Z","_Z","KZ","2017","27.83422","0","A","5","A"
"5722","EDU_EXP","USD","L3","_T","_T","_T","GOV","_T","_Z","_Z","SL","2016","9.53488","0","A","5","A"
"5723","EDU_EXP","USD","L3","_T","_T","_T","GOV","_T","_Z","_Z","SL","2017","17.07662","0","A","5","A"
"5724","EDU_EXP","GOV_EXP_EDU","L02","_T","_T","_T","GOV","_T","_Z","_Z","OM","2016","0","0","A","5","A"
"5725","EDU_EXP","GOV_EXP_EDU","L5T8","_T","_T","CUR_TRF","GOV","_T","_Z","_Z","MV","2016","99.95827","0","A","5","A"
"5726","EDU_EXP","USD_CONST","_X","_T","_T","_T","GOV","_T","_Z","_Z","WS","2016","0","0","A","5","A"
"5727","EDU_EXP","CUR_EXP","L1","_T","INST_PUB","CUR_O","GOV","FFNTP","_Z","_Z","GT","2016","10.29756","0","A","5","A"
"5728","EDU_EXP","CUR_EXP","L1","_T","INST_PUB","CUR_O","GOV","FFNTP","_Z","_Z","GT","2017","10.98532","0","A","5","A"
"5729","XUNIT","USD","L2_3","_T","_T","_T","GOV","FFNTP","_Z","_Z","ZA","2017","1031.68361","0","A","5","A"
"5730","XUNIT","USD_CONST","L2","_T","_T","_T","GOV","FFNTR","_Z","_Z","CR","2016","2992.02549","0","A","5","A"
"5731","EDU_EXP","GDP","L5T8","_T","_T","CUR","GOV","_T","_Z","_Z","BB","2016","1.52724","0","A","5","A"
"5732","EDU_EXP","CUR_EXP","L1","_T","_T","CUR","GOV","_T","_Z","_Z","RW","2016","38.84817","0","A","5","E"
"5733","EDU_EXP","EXP_T","L4","_T","INST_PUB","CUR_O","GOV","FFNTP","_Z","_Z","PY","2016","0","0","A","5","Z"
"5734","EDU_EXP","USD","L2","_T","_T","_T","GOV","_T","_Z","_Z","LK","2016","773.62836","0","A","5","A"
"5735","EDU_EXP","USD","L2","_T","_T","_T","GOV","_T","_Z","_Z","LK","2017","672.70377","0","A","5","A"
"5736","EDU_EXP","GOV_EXP_T","L1","_T","_T","_T","GOV","_T","_Z","_Z","LC","2016","5.79705","0","A","5","A"
"5737","EDU_EXP","GOV_EXP_T","L1","_T","_T","_T","GOV","_T","_Z","_Z","LC","2017","5.57591","0","A","5","A"
"5738","EDU_EXP","CUR_EXP","L5T8","_T","_T","CUR","GOV","_T","_Z","_Z","BY","2016","16.27134","0","A","5","A"
"5739","EDU_EXP","CUR_EXP","L5T8","_T","_T","CUR","GOV","_T","_Z","_Z","BY","2017","16.60203","0","A","5","A"
"5740","EDU_EXP","EXP_T","L5T8","_T","INST_PUB","CAP","GOV","FFNTP","_Z","_Z","SC","2016","0","0","A","5","A"
"5741","XUNIT","USD","L02","_T","_T","CUR","GOV","FFNTP","_Z","_Z","NE","2016","183.96636","0","A","5","A"
"5742","XUNIT","USD","L02","_T","_T","CUR","GOV","FFNTP","_Z","_Z","NE","2017","174.81338","0","A","5","A"
"5743","XUNIT","GDP_CAP","L1","_T","_T","_T","GOV","FFNTR","_Z","_Z","PY","2016","15.09472","0","A","5","A"
"5744","EDU_EXP","GNI","L1","_T","_T","CUR","GOV","_T","_Z","_Z","IR","2017","1.13829","0","A","5","A"
"5745","EDU_EXP","GDP","L4","_T","_T","CUR","GOV","_T","_Z","_Z","GB","2016","0","0","A","5","Z"
"5746","XUNIT","GDP_CAP","L02","_T","_T","CUR","GOV","FFNTP","_Z","_Z","AD","2016","13.49466","0","A","5","A"
"5747","XUNIT","GDP_CAP","L02","_T","_T","CUR","GOV","FFNTP","_Z","_Z","AD","2017","12.80339","0","A","5","A"
"5748","XUNIT","GDP_CAP","L4","_T","_T","_T","GOV","FFNTP","_Z","_Z","GN","2016","0","0","A","5","Z"
"5749","XUNIT","GDP_CAP","L4","_T","_T","_T","GOV","FFNTP","_Z","_Z","GN","2017","0","0","A","5","Z"
"5750","XUNIT","USD","L4","_T","_T","_T","GOV","FFNTP","_Z","_Z","JO","2016","0","0","A","5","Z"
"5751","XUNIT","USD","L4","_T","_T","_T","GOV","FFNTP","_Z","_Z","JO","2017","0","0","A","5","Z"
"5752","EDU_EXP","CUR_EXP","L4","_T","INST_PUB","CUR_O","GOV","FFNTP","_Z","_Z","VU","2017","25.42565","0","A","5","A"
"5753","EDU_EXP","PPP_CONST","L02","_T","_T","_T","GOV","_T","_Z","_Z","AZ","2016","512.84983","0","A","5","A"
"5754","EDU_EXP","GNI","L2_3","_T","_T","_T","GOV","_T","_Z","_Z","ZA","2017","1.85279","0","A","5","A"
"5755","EDU_EXP","PPP_CONST","L5T8","_T","_T","_T","GOV","_T","_Z","_Z","MG","2016","69.59627","0","A","5","A"
"5756","XUNIT","GDP_CAP","L3","_T","_T","_T","GOV","FFNTR","_Z","_Z","MM","2017","23.10548","0","A","5","A"
"5757","EDU_EXP","GDP","L1","_T","_T","_T","GOV","_T","_Z","_Z","CR","2016","2.42213","0","A","5","A"
"5758","EDU_EXP","GDP","L1","_T","_T","_T","GOV","_T","_Z","_Z","CR","2017","2.14942","0","A","5","A"
"5759","EDU_EXP","EXP_T","L2_3","_T","INST_PUB","CUR_COMPT","GOV","FFNTP","_T","_T","GN","2016","49.08662","0","A","5","A"
"5760","EDU_EXP","EXP_T","L2_3","_T","INST_PUB","CUR_COMPT","GOV","FFNTP","_T","_T","GN","2017","49.08662","0","A","5","A"
"5761","XUNIT","PPP_CONST","L02","_T","_T","_T","GOV","FFNTP","_Z","_Z","GB","2016","3866.73420","0","A","5","A"
"5762","EDU_EXP","EXP_T","L2","_T","INST_PUB","CUR_COMPT","GOV","FFNTP","_T","_T","GB","2016","65.62560","0","A","5","A"
"5763","EDU_EXP","GDP","L5T8","_T","_T","CUR","GOV","_T","_Z","_Z","KG","2016","0.19824","0","A","5","A"
"5764","EDU_EXP","PPP_CONST","L4","_T","_T","_T","GOV","_T","_Z","_Z","SC","2016","12.58987","0","A","5","A"
"5765","EDU_EXP","EXP_T","L02","_T","INST_PUB","CUR_COMPT","GOV","FFNTP","_T","_T","SS","2016","95.66310","0","A","5","A"
"5766","XUNIT","GNI_CAP","L2","_T","_T","_T","GOV","FFNTP","_Z","_Z","SN","2016","3.55984","0","A","5","A"
"5767","XUNIT","USD","L1","_T","_T","_T","GOV","FFNTR","_Z","_Z","OM","2016","4677.77570","0","A","5","A"
"5768","XUNIT","USD","L1","_T","_T","_T","GOV","FFNTR","_Z","_Z","OM","2017","4791.19932","0","A","5","A"
"5769","EDU_EXP","GNI","L5T8","_T","_T","_T","GOV","_T","_Z","_Z","RS","2016","1.18569","0","A","5","A"
"5770","EDU_EXP","PPP","L3","_T","_T","_T","GOV","_T","_Z","_Z","MN","2016","239.62973","0","A","5","A"
"5771","EDU_EXP","PPP","L3","_T","_T","_T","GOV","_T","_Z","_Z","MN","2017","160.42019","0","A","5","A"
"5772","EDU_EXP","CUR_EXP","_X","_T","_T","CUR","GOV","_T","_Z","_Z","MM","2017","7.67944","0","A","5","A"
"5773","EDU_EXP","EXP_T","L2","_T","INST_PUB","CUR","GOV","FFNTP","_Z","_Z","BF","2016","91.66494","0","A","5","A"
"5774","EDU_EXP","GDP","L5T8","_T","_T","_T","GOV","FFNTR","_Z","_Z","GT","2016","0.41481","0","A","5","A"
"5775","EDU_EXP","GDP","L5T8","_T","_T","_T","GOV","FFNTR","_Z","_Z","GT","2017","0.36960","0","A","5","A"
"5776","EDU_EXP","CUR_EXP","L3","_T","_T","CUR","GOV","_T","_Z","_Z","CR","2017","11.04646","0","A","5","A"
"5777","EDU_EXP","PPP_CONST","L3","_T","_T","_T","GOV","_T","_Z","_Z","LK","2016","2109.17730","0","A","5","A"
"5778","EDU_EXP","PPP_CONST","L3","_T","_T","_T","GOV","_T","_Z","_Z","LK","2017","1794.89494","0","A","5","A"
"5779","EDU_EXP","GOV_EXP_T","L4","_T","_T","_T","GOV","_T","_Z","_Z","PY","2016","0","0","A","5","Z"
"5780","EDU_EXP","CUR_EXP","L4","_T","_T","CUR","GOV","_T","_Z","_Z","DO","2016","0","0","A","5","Z"
"5781","EDU_EXP","CUR_EXP","L4","_T","_T","CUR","GOV","_T","_Z","_Z","DO","2017","0","0","A","5","Z"
"5782","XUNIT","USD_CONST","L3","_T","_T","_T","GOV","FFNTP","_Z","_Z","AR","2016","2864.34002","0","A","5","A"
"5783","EDU_EXP","GOV_EXP_EDU","L02T3","_T","_T","_T","GOV","_T","_Z","_Z","CL","2016","68.58630","0","A","5","A"
"5784","EDU_EXP","CUR_EXP","L2_3","_T","_T","CUR","GOV","_T","_Z","_Z","RW","2016","50.09037","0","A","5","E"
"5785","EDU_EXP","GNI","L2_3","_T","_T","CUR","GOV","_T","_Z","_Z","GN","2016","0.55084","0","A","5","A"
"5786","EDU_EXP","GNI","L2_3","_T","_T","CUR","GOV","_T","_Z","_Z","GN","2017","0.45684","0","A","5","A"
"5787","EDU_EXP","CUR_EXP","L2","_T","INST_PUB","CUR_COMPO","GOV","FFNTP","_Z","_Z","DO","2016","11.62514","0","A","5","A"
"5788","EDU_EXP","CUR_EXP","L2","_T","INST_PUB","CUR_COMPO","GOV","FFNTP","_Z","_Z","DO","2017","11.47123","0","A","5","A"
"5789","EDU_EXP","USD","L3","_T","_T","_T","GOV","_T","_Z","_Z","IR","2016","2840.90527","0","A","5","A"
"5790","EDU_EXP","USD","L3","_T","_T","_T","GOV","_T","_Z","_Z","IR","2017","3148.68158","0","A","5","A"
"5791","EDU_EXP","CUR_EXP","L4","_T","INST_PUB","CUR_COMP","GOV","FFNTP","_Z","_Z","SV","2016","0","0","A","5","Z"
"5792","EDU_EXP","CUR_EXP","L4","_T","INST_PUB","CUR_COMP","GOV","FFNTP","_Z","_Z","SV","2017","0","0","A","5","Z"
"5793","XUNIT","PPP_CONST","L4","_T","_T","CUR","GOV","FFNTP","_Z","_Z","SV","2016","0","0","A","5","Z"
"5794","XUNIT","PPP_CONST","L4","_T","_T","CUR","GOV","FFNTP","_Z","_Z","SV","2017","0","0","A","5","Z"
"5795","EDU_EXP","GNI","L3","_T","_T","_T","GOV","_T","_Z","_Z","BF","2016","0.44586","0","A","5","A"
"5796","EDU_EXP","USD","L5T8","_T","_T","_T","GOV","_T","_Z","_Z","ZA","2017","2601.79736","0","A","5","A"
"5797","EDU_EXP","EXP_T","L3","_T","INST_PUB","CUR","GOV","FFNTP","_Z","_Z","GT","2016","97.40781","0","A","5","A"
"5798","EDU_EXP","EXP_T","L3","_T","INST_PUB","CUR","GOV","FFNTP","_Z","_Z","GT","2017","95.08633","0","A","5","A"
"5799","EDU_EXP","USD_CONST","L1","_T","_T","_T","GOV","_T","_Z","_Z","ZA","2017","7611.11568","0","A","5","A"
"5800","EDU_EXP","GDP","L1","_T","_T","_T","GOV","FFNTR","_Z","_Z","GT","2016","1.57122","0","A","5","A"
"5801","EDU_EXP","GDP","L1","_T","_T","_T","GOV","FFNTR","_Z","_Z","GT","2017","1.57868","0","A","5","A"
"5802","EDU_EXP","PPP_CONST","L2_3","_T","_T","_T","GOV","_T","_Z","_Z","PK","2016","6837.36075","0","A","5","A"
"5803","EDU_EXP","CUR_EXP","L3","_T","INST_PUB","CUR_COMPO","GOV","FFNTP","_Z","_Z","TG","2016","8.26305","0","A","5","A"
"5804","EDU_EXP","CUR_EXP","L3","_T","INST_PUB","CUR_O","GOV","FFNTP","_Z","_Z","MN","2016","27.67663","0","A","5","A"
"5805","EDU_EXP","CUR_EXP","L3","_T","INST_PUB","CUR_O","GOV","FFNTP","_Z","_Z","MN","2017","26.85949","0","A","5","A"
"5806","EDU_EXP","GDP","_T","_T","_T","_T","HH","FFNTR","_Z","_Z","SV","2016","3.90756","0","A","5","A"
"5807","EDU_EXP","GDP","_T","_T","_T","_T","HH","FFNTR","_Z","_Z","SV","2017","3.13429","0","A","5","A"
"5808","EDU_EXP","GDP","L1","_T","_T","_T","GOV","_T","_Z","_Z","UA","2016","0.98480","0","A","5","A"
"5809","XUNIT","USD_CONST","L2_3","_T","_T","_T","GOV","FFNTR","_Z","_Z","BD","2016","138.53101","0","A","5","A"
"5810","EDU_EXP","USD_CONST","L3","_T","_T","_T","GOV","_T","_Z","_Z","AD","2016","7.22343","0","A","5","A"
"5811","EDU_EXP","USD_CONST","L3","_T","_T","_T","GOV","_T","_Z","_Z","AD","2017","7.88836","0","A","5","A"
"5812","XUNIT","PPP_CONST","L2","_T","_T","_T","GOV","FFNTR","_Z","_Z","WS","2016","535.48451","0","A","5","A"
"5813","EDU_EXP","CUR_EXP","L1","_T","_T","CUR","GOV","_T","_Z","_Z","MN","2017","31.42722","0","A","5","A"
"5814","EDU_EXP","EXP_T","_T","_T","INST_PUB","CUR","GOV","FFNTP","_Z","_Z","CH","2016","89.40428","0","A","5","A"
"5815","EDU_EXP","USD","L1","_T","_T","_T","GOV","_T","_Z","_Z","AD","2016","20.15020","0","A","5","A"
"5816","EDU_EXP","USD","L1","_T","_T","_T","GOV","_T","_Z","_Z","AD","2017","21.22762","0","A","5","A"
"5817","EDU_EXP","GOV_EXP_EDU","L5T8","_T","_T","CUR_TRF","GOV","_T","_Z","_Z","AR","2016","99.52165","0","A","5","A"
