"","STAT_UNIT","UNIT_MEASURE","EDU_LEVEL","EDU_CAT","SECTOR_EDU","EXPENDITURE_TYPE","SOURCE_FUND","FUND_FLOW","TEACH_EXPERIENCE","CONTRACT_TYPE","REF_AREA","TIME_PERIOD","OBS_VALUE","UNIT_MULT","FREQ","DECIMALS","OBS_STATUS"
"1","XUNIT","PPP","L3","_T","_T","CUR","GOV","FFNTP","_Z","_Z","CO","2016","1402.08389","0","A","5","A"
"2","XUNIT","PPP","L3","_T","_T","CUR","GOV","FFNTP","_Z","_Z","CO","2017","1735.94546","0","A","5","A"
"3","EDU_EXP","USD","L3","_T","_T","_T","GOV","_T","_Z","_Z","OM","2016","738.50154","0","A","5","A"
"4","EDU_EXP","USD","L3","_T","_T","_T","GOV","_T","_Z","_Z","OM","2017","804.34419","0","A","5","A"
"5","XUNIT","USD","L5T8","_T","_T","_T","GOV","FFNTP","_Z","_Z","BF","2016","2051.67919","0","A","5","A"
"6","EDU_EXP","GOV_EXP_T","L3","_T","_T","_T","GOV","_T","_Z","_Z","CO","2016","1.38478","0","A","5","A"
"7","EDU_EXP","GOV_EXP_T","L3","_T","_T","_T","GOV","_T","_Z","_Z","CO","2017","1.61849","0","A","5","A"
"8","EDU_EXP","USD","L5T8","_T","_T","_T","GOV","_T","_Z","_Z","SC","2016","13.63089","0","A","5","A"
"9","EDU_EXP","GOV_EXP_EDU","L5T8","_T","_T","_T","GOV","_T","_Z","_Z","CO","2016","22.97659","0","A","5","A"
"10","EDU_EXP","GOV_EXP_EDU","L5T8","_T","_T","_T","GOV","_T","_Z","_Z","CO","2017","18.47065","0","A","5","A"
"11","XUNIT","PPP_CONST","L2_3","_T","_T","_T","GOV","FFNTR","_Z","_Z","WS","2016","771.42682","0","A","5","A"
"12","XUNIT","USD","L4","_T","_T","_T","GOV","FFNTP","_Z","_Z","JM","2016","1758.00046","0","A","5","A"
"13","XUNIT","USD","L4","_T","_T","_T","GOV","FFNTP","_Z","_Z","JM","2017","1635.42395","0","A","5","A"
"14","EDU_EXP","GOV_EXP_EDU","L4","_T","_T","CUR_TRF","GOV","_T","_Z","_Z","JO","2016","0","0","A","5","Z"
"15","EDU_EXP","GOV_EXP_EDU","L4","_T","_T","CUR_TRF","GOV","_T","_Z","_Z","JO","2017","0","0","A","5","Z"
"16","EDU_EXP","USD","_T","_T","_T","_T","GOV","_T","_Z","_Z","KE","2016","3432.49894","0","A","5","E"
"17","EDU_EXP","USD","_T","_T","_T","_T","GOV","_T","_Z","_Z","KE","2017","3713.14319","0","A","5","E"
"18","XUNIT","GDP_CAP","L02","_T","_T","CUR","GOV","FFNTP","_Z","_Z","PE","2016","9.14147","0","A","5","A"
"19","XUNIT","GDP_CAP","L02","_T","_T","CUR","GOV","FFNTP","_Z","_Z","PE","2017","9.62031","0","A","5","A"
"20","EDU_EXP","GDP","L5T8","_T","_T","_T","GOV","FFNTR","_Z","_Z","RS","2016","1.11631","0","A","5","A"
"21","EDU_EXP","PPP_CONST","L1","_T","_T","_T","GOV","_T","_Z","_Z","BB","2016","75.10336","0","A","5","A"
"22","EDU_EXP","GOV_EXP_T","L02","_T","_T","_T","GOV","_T","_Z","_Z","MY","2016","0.70302","0","A","5","A"
"23","EDU_EXP","GOV_EXP_T","L02","_T","_T","_T","GOV","_T","_Z","_Z","MY","2017","0.67359","0","A","5","A"
"24","EDU_EXP","USD_CONST","L3","_T","_T","_T","GOV","_T","_Z","_Z","MW","2016","21.93702","0","A","5","A"
"25","EDU_EXP","GOV_EXP_EDU","_X","_T","_T","_T","GOV","_T","_Z","_Z","BZ","2016","10.44623","0","A","5","A"
"26","EDU_EXP","GOV_EXP_EDU","_X","_T","_T","_T","GOV","_T","_Z","_Z","BZ","2017","11.69168","0","A","5","A"
"27","EDU_EXP","GDP","L02","_T","_T","_T","GOV","FFNTR","_Z","_Z","SN","2016","0.02989","0","A","5","A"
"28","EDU_EXP","EXP_T","L3","_T","INST_PUB","CUR_COMPO","GOV","FFNTP","_Z","_Z","OM","2016","26.93322","0","A","5","A"
"29","EDU_EXP","EXP_T","L3","_T","INST_PUB","CUR_COMPO","GOV","FFNTP","_Z","_Z","OM","2017","14.43300","0","A","5","A"
"30","EDU_EXP","GOV_EXP_EDU","_X","_T","_T","_T","GOV","_T","_Z","_Z","MV","2016","0","0","A","5","A"
"31","XUNIT","GDP_CAP","L1","_T","_T","_T","GOV","FFNTP","_Z","_Z","PE","2016","11.81713","0","A","5","A"
"32","XUNIT","GDP_CAP","L1","_T","_T","_T","GOV","FFNTP","_Z","_Z","PE","2017","11.92453","0","A","5","A"
"33","EDU_EXP","GNI","L02","_T","_T","CUR","GOV","_T","_Z","_Z","LK","2016","0","0","A","5","A"
"34","EDU_EXP","GNI","L02","_T","_T","CUR","GOV","_T","_Z","_Z","LK","2017","0","0","A","5","A"
"35","EDU_EXP","USD","L02","_T","_T","_T","GOV","_T","_Z","_Z","GB","2016","7261.95811","0","A","5","A"
"36","EDU_EXP","PPP","L02","_T","_T","_T","GOV","_T","_Z","_Z","CR","2016","330.42989","0","A","5","A"
"37","EDU_EXP","PPP","L02","_T","_T","_T","GOV","_T","_Z","_Z","CR","2017","372.07221","0","A","5","A"
"38","EDU_EXP","CUR_EXP","L3","_T","INST_PUB","CUR_COMP","GOV","FFNTP","_Z","_Z","CH","2016","87.81380","0","A","5","A"
"39","XUNIT","PPP","L3","_T","_T","_T","GOV","FFNTR","_Z","_Z","GT","2016","323.04042","0","A","5","A"
"40","XUNIT","PPP","L3","_T","_T","_T","GOV","FFNTR","_Z","_Z","GT","2017","322.71453","0","A","5","A"
"41","EDU_EXP","GOV_EXP_T","_T","_T","_T","_T","GOV","_T","_Z","_Z","KZ","2016","13.86969","0","A","5","A"
"42","EDU_EXP","GOV_EXP_T","_T","_T","_T","_T","GOV","_T","_Z","_Z","KZ","2017","11.42150","0","A","5","A"
"43","XUNIT","PPP","L02","_T","_T","_T","GOV","FFNTR","_Z","_Z","BY","2017","6097.81072","0","A","5","A"
"44","XUNIT","PPP","L1","_T","_T","_T","GOV","FFNTP","_Z","_Z","MR","2016","405.27595","0","A","5","A"
"45","EDU_EXP","GDP","L2_3","_T","_T","_T","GOV","_T","_Z","_Z","PK","2016","0.72204","0","A","5","A"
"46","XUNIT","USD","L1","_T","_T","_T","GOV","FFNTR","_Z","_Z","GT","2016","458.92359","0","A","5","A"
"47","XUNIT","USD","L1","_T","_T","_T","GOV","FFNTR","_Z","_Z","GT","2017","508.24421","0","A","5","A"
"48","XUNIT","USD","L2","_T","_T","_T","GOV","FFNTR","_Z","_Z","BZ","2016","1134.43719","0","A","5","A"
"49","XUNIT","USD","L2","_T","_T","_T","GOV","FFNTR","_Z","_Z","BZ","2017","1173.61413","0","A","5","A"
"50","EDU_EXP","GDP","L1","_T","_T","_T","GOV","FFNTR","_Z","_Z","ML","2016","1.21636","0","A","5","A"
"51","XUNIT","PPP_CONST","L2_3","_T","_T","CUR","GOV","FFNTP","_Z","_Z","GT","2016","385.68627","0","A","5","A"
"52","XUNIT","PPP_CONST","L2_3","_T","_T","CUR","GOV","FFNTP","_Z","_Z","GT","2017","375.21294","0","A","5","A"
"53","EDU_EXP","USD_CONST","_X","_T","_T","_T","GOV","_T","_Z","_Z","CH","2016","569.82611","0","A","5","A"
"54","EDU_EXP","GOV_EXP_EDU","L5T8","_T","_T","CUR_TRF","GOV","_T","_Z","_Z","SN","2016","88.17593","0","A","5","A"
"55","EDU_EXP","PPP","_X","_T","_T","_T","GOV","_T","_Z","_Z","MV","2016","0","0","A","5","A"
"56","EDU_EXP","USD_CONST","L02","_T","_T","_T","GOV","_T","_Z","_Z","BN","2016","4.22494","0","A","5","A"
"57","EDU_EXP","USD","_X","_T","_T","_T","GOV","_T","_Z","_Z","CL","2016","0","0","A","5","A"
"58","EDU_EXP","PPP","L4","_T","_T","_T","GOV","_T","_Z","_Z","AF","2016","84.21514","0","A","5","A"
"59","EDU_EXP","PPP","L4","_T","_T","_T","GOV","_T","_Z","_Z","AF","2017","52.53375","0","A","5","A"
"60","EDU_EXP","GDP","L1","_T","_T","_T","GOV","_T","_Z","_Z","GT","2016","1.57122","0","A","5","A"
"61","EDU_EXP","GDP","L1","_T","_T","_T","GOV","_T","_Z","_Z","GT","2017","1.57868","0","A","5","A"
"62","EDU_EXP","GOV_EXP_EDU","_X","_T","_T","_T","GOV","_T","_Z","_Z","SL","2016","0","0","A","5","A"
"63","EDU_EXP","GOV_EXP_EDU","_X","_T","_T","_T","GOV","_T","_Z","_Z","SL","2017","0","0","A","5","A"
"64","EDU_EXP","EXP_T","L3","_T","INST_PUB","CUR_O","GOV","FFNTP","_Z","_Z","AF","2016","6.06146","0","A","5","A"
"65","EDU_EXP","EXP_T","L3","_T","INST_PUB","CUR_O","GOV","FFNTP","_Z","_Z","AF","2017","7.37715","0","A","5","A"
"66","EDU_EXP","GOV_EXP_EDU","L1","_T","_T","CUR_TRF","GOV","_T","_Z","_Z","SN","2016","97.72756","0","A","5","A"
"67","XUNIT","USD_CONST","L02","_T","_T","CUR","GOV","FFNTP","_Z","_Z","ML","2016","11.95606","0","A","5","A"
"68","EDU_EXP","PPP_CONST","_T","_T","_T","_T","GOV","_T","_Z","_Z","KE","2016","7649.91262","0","A","5","E"
"69","EDU_EXP","PPP_CONST","_T","_T","_T","_T","GOV","_T","_Z","_Z","KE","2017","7912.10389","0","A","5","E"
"70","XUNIT","PPP","L02","_T","_T","_T","GOV","FFNTR","_Z","_Z","MU","2016","542.54165","0","A","5","A"
"71","XUNIT","PPP","L02","_T","_T","_T","GOV","FFNTR","_Z","_Z","MU","2017","583.44939","0","A","5","A"
"72","EDU_EXP","GDP","L1","_T","INST_T","_T","GOV","_T","_Z","_Z","VC","2016","2.17572","0","A","5","A"
"73","EDU_EXP","GDP","L1","_T","INST_T","_T","GOV","_T","_Z","_Z","VC","2017","2.10456","0","A","5","A"
"74","EDU_EXP","EXP_T","_T","_T","INST_PUB","CUR","GOV","FFNTP","_Z","_Z","QA","2016","76.11314","0","A","5","A"
"75","EDU_EXP","EXP_T","_T","_T","INST_PUB","CUR","GOV","FFNTP","_Z","_Z","QA","2017","77.64383","0","A","5","A"
"76","EDU_EXP","GNI","L1","_T","_T","_T","GOV","_T","_Z","_Z","MC","2016","0.17414","0","A","5","A"
"77","EDU_EXP","GOV_EXP_EDU","L2_3","_T","_T","_T","GOV","_T","_Z","_Z","BN","2016","60.84435","0","A","5","A"
"78","EDU_EXP","GNI","_T","_T","_T","_T","GOV","_T","_Z","_Z","OM","2016","6.29377","0","A","5","A"
"79","EDU_EXP","GNI","_T","_T","_T","_T","GOV","_T","_Z","_Z","OM","2017","6.91249","0","A","5","A"
"80","XUNIT","GDP_CAP","L5T8","_T","_T","_T","GOV","FFNTP","_Z","_Z","CR","2016","36.48371","0","A","5","A"
"81","XUNIT","GDP_CAP","L5T8","_T","_T","_T","GOV","FFNTP","_Z","_Z","CR","2017","38.94803","0","A","5","A"
"82","EDU_EXP","GOV_EXP_T","L5T8","_T","_T","_T","GOV","_T","_Z","_Z","SL","2016","6.50440","0","A","5","A"
"83","EDU_EXP","GOV_EXP_T","L5T8","_T","_T","_T","GOV","_T","_Z","_Z","SL","2017","11.75394","0","A","5","A"
"84","EDU_EXP","GNI","L2_3","_T","_T","_T","GOV","_T","_Z","_Z","JO","2016","1.45343","0","A","5","A"
"85","EDU_EXP","GNI","L2_3","_T","_T","_T","GOV","_T","_Z","_Z","JO","2017","1.36300","0","A","5","A"
"86","EDU_EXP","EXP_T","L02","_T","INST_PUB","CUR","GOV","FFNTP","_Z","_Z","TG","2016","99.21863","0","A","5","A"
"87","EDU_EXP","EXP_T","L2_3","_T","INST_PUB","CUR_O","GOV","FFNTP","_Z","_Z","GB","2016","22.41179","0","A","5","A"
"88","XUNIT","PPP_CONST","L02","_T","_T","CUR","GOV","FFNTP","_Z","_Z","MA","2017","0","0","A","5","A"
"89","EDU_EXP","PPP","L5T8","_T","_T","_T","GOV","_T","_Z","_Z","MV","2016","57.47509","0","A","5","A"
"90","EDU_EXP","GOV_EXP_T","L1","_T","_T","_T","GOV","_T","_Z","_Z","TG","2016","10.24454","0","A","5","A"
"91","EDU_EXP","GDP","L02","_T","_T","_T","GOV","_T","_Z","_Z","TG","2016","0.08004","0","A","5","A"
"92","EDU_EXP","EXP_T","L1","_T","INST_PUB","CUR_COMPT","GOV","FFNTP","_T","_T","CH","2016","59.79422","0","A","5","A"
"93","EDU_EXP","GDP","L02","_T","_T","_T","GOV","_T","_Z","_Z","CO","2016","0.26078","0","A","5","A"
"94","EDU_EXP","GDP","L02","_T","_T","_T","GOV","_T","_Z","_Z","CO","2017","0.25699","0","A","5","A"
"95","EDU_EXP","GOV_EXP_EDU","L2","_T","_T","CUR_TRF","GOV","_T","_Z","_Z","DO","2016","85.28583","0","A","5","A"
"96","EDU_EXP","GOV_EXP_EDU","L2","_T","_T","CUR_TRF","GOV","_T","_Z","_Z","DO","2017","86.09608","0","A","5","A"
"97","EDU_EXP","EXP_T","L4","_T","INST_PUB","CUR_O","GOV","FFNTP","_Z","_Z","SV","2016","0","0","A","5","Z"
"98","EDU_EXP","EXP_T","L4","_T","INST_PUB","CUR_O","GOV","FFNTP","_Z","_Z","SV","2017","0","0","A","5","Z"
"99","EDU_EXP","EXP_T","L2_3","_T","INST_PUB","CUR","GOV","FFNTP","_Z","_Z","NE","2016","89.94279","0","A","5","A"
"100","EDU_EXP","EXP_T","L2_3","_T","INST_PUB","CUR","GOV","FFNTP","_Z","_Z","NE","2017","97.52864","0","A","5","A"
"101","EDU_EXP","EXP_T","L3","_T","INST_PUB","CUR_COMPO","GOV","FFNTP","_Z","_Z","EC","2016","11.34618","0","A","5","A"
"102","EDU_EXP","CUR_EXP","L5T8","_T","INST_PUB","CUR_O","GOV","FFNTP","_Z","_Z","RS","2016","28.97774","0","A","5","A"
"103","EDU_EXP","CUR_EXP","L2_3","_T","INST_PUB","CUR_COMPT","GOV","FFNTP","_T","_T","DO","2016","73.23111","0","A","5","A"
"104","EDU_EXP","CUR_EXP","L2_3","_T","INST_PUB","CUR_COMPT","GOV","FFNTP","_T","_T","DO","2017","74.07992","0","A","5","A"
"105","XUNIT","GDP_CAP","L2_3","_T","_T","_T","GOV","FFNTP","_Z","_Z","KN","2016","19.64533","0","A","5","A"
"106","XUNIT","PPP","L1","_T","_T","CUR","GOV","FFNTP","_Z","_Z","TG","2016","244.76638","0","A","5","A"
"107","EDU_EXP","GDP","_T","_T","_T","_T","GOV","FFNTR","_Z","_Z","MW","2016","4.74857","0","A","5","A"
"108","EDU_EXP","GDP","_T","_T","_T","_T","GOV","FFNTR","_Z","_Z","MW","2017","4.03133","0","A","5","E"
"109","XUNIT","GDP_CAP","L02","_T","_T","_T","GOV","FFNTP","_Z","_Z","MA","2017","0","0","A","5","A"
"110","EDU_EXP","CUR_EXP","L2_3","_T","INST_PUB","CUR_O","GOV","FFNTP","_Z","_Z","DO","2016","15.14375","0","A","5","A"
"111","EDU_EXP","CUR_EXP","L2_3","_T","INST_PUB","CUR_O","GOV","FFNTP","_Z","_Z","DO","2017","14.16019","0","A","5","A"
"112","EDU_EXP","CUR_EXP","L3","_T","INST_PUB","CUR_COMP","GOV","FFNTP","_Z","_Z","GB","2016","77.08652","0","A","5","A"
"113","XUNIT","USD","L2_3","_T","_T","_T","GOV","FFNTR","_Z","_Z","AR","2016","2761.63184","0","A","5","A"
"114","EDU_EXP","EXP_T","L4","_T","INST_PUB","CAP","GOV","FFNTP","_Z","_Z","BB","2016","0","0","A","5","A"
"115","EDU_EXP","USD","L2_3","_T","_T","_T","GOV","_T","_Z","_Z","NZ","2016","4017.42986","0","A","5","A"
"116","XUNIT","GDP_CAP","L3","_T","_T","_T","GOV","FFNTR","_Z","_Z","JO","2017","20.49547","0","A","5","A"
"117","XUNIT","PPP_CONST","L02","_T","_T","_T","GOV","FFNTR","_Z","_Z","AM","2016","1305.50802","0","A","5","A"
"118","EDU_EXP","EXP_T","L4","_T","INST_PUB","CUR_COMPT","GOV","FFNTP","_T","_T","JM","2016","49.98115","0","A","5","A"
"119","EDU_EXP","EXP_T","L4","_T","INST_PUB","CUR_COMPT","GOV","FFNTP","_T","_T","JM","2017","44.32060","0","A","5","A"
"120","EDU_EXP","GOV_EXP_EDU","L2","_T","_T","CUR_TRF","GOV","_T","_Z","_Z","ML","2016","96.10787","0","A","5","A"
"121","EDU_EXP","CUR_EXP","L02","_T","INST_PUB","CUR_COMPO","GOV","FFNTP","_Z","_Z","NE","2016","7.29862","0","A","5","A"
"122","EDU_EXP","CUR_EXP","L02","_T","INST_PUB","CUR_COMPO","GOV","FFNTP","_Z","_Z","NE","2017","6.70818","0","A","5","A"
"123","EDU_EXP","GDP","L3","_T","_T","_T","GOV","FFNTR","_Z","_Z","AL","2016","0.27761","0","A","5","A"
"124","EDU_EXP","PPP_CONST","_X","_T","_T","_T","GOV","_T","_Z","_Z","SL","2016","0","0","A","5","A"
"125","EDU_EXP","PPP_CONST","_X","_T","_T","_T","GOV","_T","_Z","_Z","SL","2017","0","0","A","5","A"
"126","XUNIT","PPP","L2_3","_T","_T","_T","HH","FFNTR","_Z","_Z","BH","2016","2025.31613","0","A","5","A"
"127","XUNIT","PPP","L2_3","_T","_T","_T","HH","FFNTR","_Z","_Z","BH","2017","1848.55347","0","A","5","A"
"128","EDU_EXP","EXP_T","L2","_T","INST_PUB","CAP","GOV","FFNTP","_Z","_Z","SN","2016","6.14361","0","A","5","A"
"129","EDU_EXP","GNI","L2_3","_T","_T","_T","GOV","_T","_Z","_Z","AR","2016","2.37313","0","A","5","A"
"130","XUNIT","USD","L2","_T","_T","_T","GOV","FFNTP","_Z","_Z","UA","2016","570.18793","0","A","5","A"
"131","EDU_EXP","GOV_EXP_EDU","_X","_T","_T","_T","GOV","_T","_Z","_Z","MO","2016","0","0","A","5","Z"
"132","EDU_EXP","CUR_EXP","L2","_T","INST_PUB","CUR_COMP","GOV","FFNTP","_Z","_Z","CH","2016","85.98131","0","A","5","A"
"133","EDU_EXP","GDP","L1","_T","_T","_T","GOV","_T","_Z","_Z","MY","2016","1.63108","0","A","5","A"
"134","EDU_EXP","GDP","L1","_T","_T","_T","GOV","_T","_Z","_Z","MY","2017","1.60135","0","A","5","A"
"135","XUNIT","PPP_CONST","L3","_T","_T","_T","GOV","FFNTP","_Z","_Z","AR","2016","4536.67132","0","A","5","A"
"136","XUNIT","PPP_CONST","L5T8","_T","_T","_T","GOV","FFNTR","_Z","_Z","RS","2016","4553.54560","0","A","5","A"
"137","XUNIT","USD_CONST","L2","_T","_T","_T","GOV","FFNTR","_Z","_Z","AL","2016","526.03070","0","A","5","A"
"138","XUNIT","USD","L2","_T","_T","_T","GOV","FFNTR","_Z","_Z","AL","2016","526.03070","0","A","5","A"
"139","XUNIT","PPP","L2_3","_T","_T","_T","HH","FFNTR","_Z","_Z","PE","2016","1291.12398","0","A","5","A"
"140","XUNIT","PPP","L2_3","_T","_T","_T","HH","FFNTR","_Z","_Z","PE","2017","1317.56635","0","A","5","A"
"141","XUNIT","USD_CONST","L1","_T","_T","_T","GOV","FFNTP","_Z","_Z","CL","2016","2515.24153","0","A","5","A"
"142","XUNIT","GDP_CAP","L2_3","_T","_T","CUR","GOV","FFNTP","_Z","_Z","LC","2016","24.33088","0","A","5","A"
"143","XUNIT","PPP","L3","_T","_T","_T","GOV","FFNTR","_Z","_Z","NE","2016","240.88766","0","A","5","A"
"144","XUNIT","PPP","L3","_T","_T","_T","GOV","FFNTR","_Z","_Z","NE","2017","191.93506","0","A","5","A"
"145","EDU_EXP","GNI","_T","_T","_T","_T","GOV","_T","_Z","_Z","NZ","2016","6.61343","0","A","5","A"
"146","XUNIT","GNI_CAP","L4","_T","_T","_T","GOV","FFNTP","_Z","_Z","MY","2016","0","0","A","5","Z"
"147","XUNIT","GNI_CAP","L4","_T","_T","_T","GOV","FFNTP","_Z","_Z","MY","2017","0","0","A","5","Z"
"148","XUNIT","USD","L1","_T","_T","CUR","GOV","FFNTP","_Z","_Z","SV","2016","577.88519","0","A","5","A"
"149","XUNIT","USD","L1","_T","_T","CUR","GOV","FFNTP","_Z","_Z","SV","2017","596.79495","0","A","5","A"
"150","EDU_EXP","PPP","L1","_T","_T","_T","GOV","_T","_Z","_Z","JO","2016","1417.96942","0","A","5","A"
"151","EDU_EXP","PPP","L1","_T","_T","_T","GOV","_T","_Z","_Z","JO","2017","1382.33139","0","A","5","A"
"152","EDU_EXP","GDP","L02","_T","_T","_T","GOV","FFNTR","_Z","_Z","MA","2017","0","0","A","5","A"
"153","EDU_EXP","GOV_EXP_T","L02","_T","_T","_T","GOV","_T","_Z","_Z","KZ","2016","1.64107","0","A","5","A"
"154","EDU_EXP","GOV_EXP_T","L02","_T","_T","_T","GOV","_T","_Z","_Z","KZ","2017","1.41145","0","A","5","A"
"155","EDU_EXP","GDP","_T","_T","_T","_T","GOV","FFNTR","_Z","_Z","UA","2016","5.01437","0","A","5","A"
"156","XUNIT","GDP_CAP","L5T8","_T","_T","CUR","GOV","FFNTP","_Z","_Z","SV","2016","10.77422","0","A","5","A"
"157","XUNIT","GDP_CAP","L5T8","_T","_T","CUR","GOV","FFNTP","_Z","_Z","SV","2017","11.81901","0","A","5","A"
"158","EDU_EXP","PPP","L2_3","_T","_T","_T","GOV","_T","_Z","_Z","AZ","2016","3540.94468","0","A","5","A"
"159","EDU_EXP","GDP","L5T8","_T","_T","_T","GOV","FFNTR","_Z","_Z","PE","2016","0.64409","0","A","5","A"
"160","EDU_EXP","GDP","L5T8","_T","_T","_T","GOV","FFNTR","_Z","_Z","PE","2017","0.64911","0","A","5","A"
"161","EDU_EXP","GOV_EXP_T","L5T8","_T","_T","_T","GOV","_T","_Z","_Z","AZ","2016","1.40097","0","A","5","A"
"162","EDU_EXP","USD_CONST","L02","_T","_T","_T","GOV","_T","_Z","_Z","SC","2016","5.65719","0","A","5","A"
"163","XUNIT","USD","L3","_T","_T","_T","GOV","FFNTR","_Z","_Z","JO","2017","846.41218","0","A","5","A"
"164","XUNIT","USD","L4","_T","_T","CUR","GOV","FFNTP","_Z","_Z","LK","2017","2114.55165","0","A","5","A"
"165","EDU_EXP","GOV_EXP_T","L1","_T","_T","_T","GOV","_T","_Z","_Z","CL","2016","5.94110","0","A","5","A"
"166","XUNIT","PPP","L5T8","_T","_T","CUR","GOV","FFNTP","_Z","_Z","AZ","2016","3851.18719","0","A","5","A"
"167","EDU_EXP","CUR_EXP","L2","_T","INST_PUB","CUR_COMPO","GOV","FFNTP","_Z","_Z","LK","2016","6.41489","0","A","5","A"
"168","EDU_EXP","CUR_EXP","L2","_T","INST_PUB","CUR_COMPO","GOV","FFNTP","_Z","_Z","LK","2017","31.94780","0","A","5","A"
"169","EDU_EXP","EXP_T","_T","_T","INST_PUB","CUR_O","GOV","FFNTP","_Z","_Z","MN","2016","26.81215","0","A","5","A"
"170","EDU_EXP","EXP_T","_T","_T","INST_PUB","CUR_O","GOV","FFNTP","_Z","_Z","MN","2017","21.84060","0","A","5","A"
"171","EDU_EXP","GOV_EXP_T","L2_3","_T","_T","_T","GOV","_T","_Z","_Z","MV","2016","2.43899","0","A","5","A"
"172","EDU_EXP","GNI","L3","_T","_T","CUR","GOV","_T","_Z","_Z","PY","2016","0.77165","0","A","5","A"
"173","XUNIT","PPP_CONST","L2","_T","_T","CUR","GOV","FFNTP","_Z","_Z","PY","2016","1159.13556","0","A","5","A"
"174","EDU_EXP","GDP","L5T8","_T","_T","_T","GOV","FFNTR","_Z","_Z","CR","2016","1.63405","0","A","5","A"
"175","EDU_EXP","GDP","L5T8","_T","_T","_T","GOV","FFNTR","_Z","_Z","CR","2017","1.75688","0","A","5","A"
"176","EDU_EXP","USD_CONST","_T","_T","_T","_T","GOV","_T","_Z","_Z","CH","2016","34268.50789","0","A","5","A"
"177","XUNIT","USD_CONST","L2","_T","_T","CUR","GOV","FFNTP","_Z","_Z","DO","2016","891.73863","0","A","5","A"
"178","XUNIT","USD_CONST","L2","_T","_T","CUR","GOV","FFNTP","_Z","_Z","DO","2017","783.03233","0","A","5","A"
"179","XUNIT","USD_CONST","L4","_T","_T","CUR","GOV","FFNTP","_Z","_Z","CV","2016","0","0","A","5","A"
"180","EDU_EXP","GDP","_T","_T","_T","_T","GOV","_T","_Z","_Z","SN","2016","6.62561","0","A","5","A"
"181","EDU_EXP","GDP","_T","_T","_T","_T","GOV","_T","_Z","_Z","SN","2017","6.19560","0","A","5","E"
"182","XUNIT","GDP_CAP","L3","_T","_T","_T","GOV","FFNTR","_Z","_Z","EG","2017","17.84685","0","A","5","A"
"183","XUNIT","PPP_CONST","L2_3","_T","_T","CUR","GOV","FFNTP","_Z","_Z","BF","2016","306.46738","0","A","5","A"
"184","XUNIT","USD_CONST","L02","_T","_T","_T","GOV","FFNTP","_Z","_Z","GT","2016","446.53358","0","A","5","A"
"185","XUNIT","USD_CONST","L02","_T","_T","_T","GOV","FFNTP","_Z","_Z","GT","2017","435.72787","0","A","5","A"
"186","EDU_EXP","GDP","L2_3","_T","_T","_T","GOV","_T","_Z","_Z","MY","2016","1.90331","0","A","5","A"
"187","EDU_EXP","GDP","L2_3","_T","_T","_T","GOV","_T","_Z","_Z","MY","2017","1.99491","0","A","5","A"
"188","EDU_EXP","GOV_EXP_EDU","L02T3","_T","_T","_T","GOV","_T","_Z","_Z","SC","2016","66.69978","0","A","5","A"
"189","XUNIT","PPP","L3","_T","_T","_T","GOV","FFNTR","_Z","_Z","JO","2017","1876.02296","0","A","5","A"
"190","EDU_EXP","USD_CONST","L1","_T","_T","_T","GOV","_T","_Z","_Z","EC","2016","1124.61457","0","A","5","A"
"191","EDU_EXP","EXP_T","L02","_T","INST_PUB","CAP","GOV","FFNTP","_Z","_Z","ZA","2017","9.19387","0","A","5","A"
"192","EDU_EXP","GDP","_T","_T","_T","_T","HH","_T","_Z","_Z","ML","2016","0.13840","0","A","5","A"
"193","EDU_EXP","PPP","_X","_T","_T","_T","GOV","_T","_Z","_Z","ZA","2017","5615.51690","0","A","5","A"
"194","XUNIT","PPP_CONST","L2","_T","_T","_T","GOV","FFNTR","_Z","_Z","OM","2016","14728.82676","0","A","5","A"
"195","XUNIT","PPP_CONST","L2","_T","_T","_T","GOV","FFNTR","_Z","_Z","OM","2017","13629.02613","0","A","5","A"
"196","EDU_EXP","GNI","L4","_T","_T","_T","GOV","_T","_Z","_Z","SN","2016","0","0","A","5","A"
"197","XUNIT","PPP_CONST","L3","_T","_T","CUR","GOV","FFNTP","_Z","_Z","JM","2016","2290.44753","0","A","5","A"
"198","XUNIT","PPP_CONST","L3","_T","_T","CUR","GOV","FFNTP","_Z","_Z","JM","2017","2258.18987","0","A","5","A"
"199","EDU_EXP","GOV_EXP_EDU","L2_3","_T","_T","_T","GOV","_T","_Z","_Z","VC","2016","32.68362","0","A","5","A"
"200","EDU_EXP","GOV_EXP_EDU","L2_3","_T","_T","_T","GOV","_T","_Z","_Z","VC","2017","31.79348","0","A","5","A"
"201","XUNIT","PPP","L1","_T","_T","_T","GOV","FFNTP","_Z","_Z","CH","2016","15796.32960","0","A","5","A"
"202","EDU_EXP","CUR_EXP","L3","_T","INST_PUB","CUR_COMPT","GOV","FFNTP","_T","_T","TG","2016","72.63059","0","A","5","A"
"203","EDU_EXP","CUR_EXP","L2","_T","INST_PUB","CUR_COMPT","GOV","FFNTP","_T","_T","LC","2016","70.82109","0","A","5","A"
"204","EDU_EXP","CUR_EXP","L2_3","_T","INST_PUB","CUR_COMP","GOV","FFNTP","_Z","_Z","MY","2016","73.96391","0","A","5","A"
