sex,age,sa2_code,region,time,value
Females,20 - 24,101031013,Bombala,2016,47
Males,10 - 14,121031412,Wahroonga - Warrawee,2016,779
Males,25 - 29,128011528,Cronulla - Kurnell - Bundeena,2016,1336
Females,60 - 64,106011108,Cessnock,2016,631
Males,70 - 74,102021045,Blue Haven - San Remo,2016,180
Males,55 - 59,106031123,Seaham - Woodville,2016,211
Males,60 - 64,114021286,Mittagong,2016,268
Males,80 - 84,197979799,Migratory - Offshore - Shipping (NSW),2016,0
Males,0 - 4,111031229,Newcastle - Cooks Hill,2016,217
Males,75 - 79,119041380,Monterey - Brighton-le-Sands - Kyeemagh,2016,226
Females,50 - 54,117011323,Pagewood - Hillsdale - Daceyville,2016,371
Females,50 - 54,109031180,Corowa,2016,192
Males,10 - 14,114021285,Hill Top - Colo Vale,2016,247
Males,15 - 19,102021054,Toukley - Norah Head,2016,231
Males,70 - 74,108031161,Lord Howe Island,2016,8
Males,40 - 44,105031102,Dubbo - West,2016,286
Females,85 and over,109021179,Wentworth-Balranald Region,2016,29
Males,20 - 24,113031268,Wagga Wagga - North,2016,283
Females,55 - 59,105021098,Far West,2016,93
Males,75 - 79,127021520,St Johns Park - Wakeley,2016,159
Males,35 - 39,127011506,Cobbitty - Leppington,2016,766
Females,45 - 49,120031392,Canterbury (North) - Ashbury,2016,415
Males,60 - 64,108041163,Port Macquarie - East,2016,869
Males,55 - 59,102021049,Jilliby - Yarramalong,2016,146
Males,20 - 24,107041147,Helensburgh,2016,324
Males,50 - 54,127021516,Fairfield - West,2016,637
Females,65 - 69,116031316,Lethbridge Park - Tregear,2016,425
Females,75 - 79,107021135,Illawarra Catchment Reserve,2016,0
Females,40 - 44,109031185,Tocumwal - Finley - Jerilderie,2016,263
Males,55 - 59,115021298,Galston - Laughtondale,2016,199
Males,30 - 34,124031465,Warragamba - Silverdale,2016,164
Females,30 - 34,102011039,Terrigal - North Avoca,2016,426
Males,25 - 29,111021221,West Wallsend - Barnsley - Killingworth,2016,215
Males,10 - 14,105031105,Narromine,2016,248
Males,70 - 74,104021087,Dorrigo,2016,106
Females,55 - 59,107011130,Berkeley - Warrawong - Windang,2016,953
Males,20 - 24,123021442,Macquarie Fields - Glenfield,2016,847
Females,15 - 19,116011307,Lalor Park - Kings Langley,2016,754
Males,80 - 84,119041375,Arncliffe - Bardwell Valley,2016,129
Males,80 - 84,127011506,Cobbitty - Leppington,2016,98
Males,25 - 29,104021089,Sawtell - Boambee,2016,438
Females,30 - 34,111031225,Lambton - New Lambton,2016,555
Males,60 - 64,111031225,Lambton - New Lambton,2016,429
Males,5 - 9,114011278,Nowra,2016,702
Females,65 - 69,126021501,North Ryde - East Ryde,2016,277
Males,60 - 64,110041203,Tamworth - North,2016,396
Males,0 - 4,111031227,Mayfield - Warabrook,2016,518
Males,45 - 49,123021444,Rosemeadow - Glen Alpine,2016,618
Females,5 - 9,108021158,Nambucca Heads,2016,160
Females,75 - 79,125041494,Winston Hills,2016,140
Males,75 - 79,119031373,Riverwood,2016,182
Females,0 - 4,110041201,Quirindi,2016,227
Females,15 - 19,101041025,Merimbula - Tura Beach,2016,251
Males,5 - 9,111031224,Hamilton - Broadmeadow,2016,321
Females,45 - 49,112021247,Kyogle,2016,268
Males,25 - 29,113031266,Temora,2016,171
Females,80 - 84,128021532,Engadine - Loftus,2016,217
Females,30 - 34,103011058,Bathurst,2016,727
Males,40 - 44,106031122,Raymond Terrace,2016,387
Females,15 - 19,103041078,Orange - North,2016,606
Females,5 - 9,122031428,Frenchs Forest - Belrose,2016,997
Males,10 - 14,112021246,Goonellabah,2016,419
Females,85 and over,114011276,Huskisson - Vincentia,2016,94
Males,35 - 39,118021350,Malabar - La Perouse - Chifley,2016,897
Females,20 - 24,113011256,Griffith (NSW),2016,627
Males,5 - 9,117031336,Surry Hills,2016,142
Females,5 - 9,111011210,Mount Hutton - Windale,2016,318
Females,25 - 29,106031123,Seaham - Woodville,2016,114
Females,70 - 74,105031103,Dubbo Region,2016,102
Males,75 - 79,119011361,Yagoona - Birrong,2016,226
Females,25 - 29,103031071,Lithgow Region,2016,205
Males,25 - 29,102021047,Chittaway Bay - Tumbi Umbi,2016,465
Males,5 - 9,121031410,St Ives,2016,858
Males,15 - 19,120021389,Lilyfield - Rozelle,2016,223
Males,0 - 4,106031119,Anna Bay,2016,146
Females,40 - 44,103031070,Lithgow,2016,372
Females,35 - 39,102021052,Summerland Point - Gwandalan,2016,137
Males,55 - 59,113011259,Narrandera,2016,241
Females,15 - 19,123021436,Bradbury - Wedderburn,2016,690
Females,30 - 34,107011133,Port Kembla Industrial,2016,0
Males,20 - 24,111031231,Shortland - Jesmond,2016,1337
Females,60 - 64,102021051,Ourimbah - Fountaindale,2016,168
Males,20 - 24,102011032,Gosford - Springfield,2016,649
Males,55 - 59,127031526,Prestons - Lurnea,2016,790
Females,25 - 29,110021191,Inverell,2016,367
Females,30 - 34,111011209,Glendale - Cardiff - Hillsborough,2016,858
Females,5 - 9,107031138,Kiama,2016,166
Females,15 - 19,109011174,Albury - South,2016,323
Females,80 - 84,123021443,Minto - St Andrews,2016,95
Males,15 - 19,110041203,Tamworth - North,2016,439
Females,5 - 9,106041126,Muswellbrook,2016,491
Females,15 - 19,127021521,Wetherill Park Industrial,2016,0
Males,35 - 39,107031138,Kiama,2016,184
Males,30 - 34,120031391,Burwood - Croydon,2016,1092
Males,15 - 19,110031198,Narrabri Region,2016,137
Males,45 - 49,124031463,Mulgoa - Luddenham - Orchard Hills,2016,322
Males,0 - 4,114011283,Ulladulla Region,2016,105
Males,10 - 14,112011236,Ballina,2016,435
Males,60 - 64,107011133,Port Kembla Industrial,2016,1
Males,55 - 59,101041023,Eden,2016,135
Females,55 - 59,118011347,Woollahra,2016,241
Females,60 - 64,114021288,Robertson - Fitzroy Falls,2016,155
Females,70 - 74,102011042,Woy Woy - Blackwall,2016,452
Males,55 - 59,116031316,Lethbridge Park - Tregear,2016,454
Females,35 - 39,119011355,Chullora,2016,46
Males,20 - 24,118011340,Bondi Beach - North Bondi,2016,639
Males,65 - 69,124041466,Richmond - Clarendon,2016,334
Females,10 - 14,113011258,Leeton,2016,419
Males,80 - 84,108011151,Bulahdelah - Stroud,2016,73
Females,20 - 24,119031371,Oatley - Hurstville Grove,2016,417
Males,75 - 79,102011035,Narara,2016,62
Females,25 - 29,127021519,Smithfield - Wetherill Park,2016,659
Females,20 - 24,122021422,Newport - Bilgola,2016,368
Females,0 - 4,109031184,Moama,2016,169
Males,50 - 54,101041025,Merimbula - Tura Beach,2016,325
Males,10 - 14,126021501,North Ryde - East Ryde,2016,380
Males,20 - 24,125041494,Winston Hills,2016,279
Females,40 - 44,110041203,Tamworth - North,2016,436
Males,40 - 44,111031229,Newcastle - Cooks Hill,2016,359
Females,5 - 9,119021366,Punchbowl,2016,787
Females,40 - 44,119041382,Sans Souci - Ramsgate,2016,635
Males,5 - 9,120011386,Five Dock - Abbotsford,2016,643
Females,10 - 14,114011280,Sussex Inlet - Berrara,2016,78
Males,50 - 54,121011399,Chatswood (West) - Lane Cove North,2016,605
Males,15 - 19,120011385,Drummoyne - Rodd Point,2016,408
Females,85 and over,107031139,Kiama Downs - Minnamurra,2016,62
Females,45 - 49,102011035,Narara,2016,256
Males,50 - 54,106031120,Lemon Tree Passage - Tanilba Bay,2016,230
Females,0 - 4,103041077,Orange,2016,621
Females,75 - 79,117031336,Surry Hills,2016,146
Females,60 - 64,112021248,Lismore,2016,462
Males,45 - 49,103011060,Bathurst Region,2016,312
Females,65 - 69,103021064,Cowra Region,2016,213
Males,40 - 44,121031412,Wahroonga - Warrawee,2016,538
Females,25 - 29,107031141,Shellharbour - Flinders,2016,476
Females,5 - 9,117031335,Redfern - Chippendale,2016,177
Females,5 - 9,119011353,Bankstown,2016,1143
Females,50 - 54,128021538,Sutherland - Kirrawee,2016,659
Females,40 - 44,119011361,Yagoona - Birrong,2016,691
Females,65 - 69,114021288,Robertson - Fitzroy Falls,2016,156
Females,35 - 39,109011173,Albury - North,2016,303
Females,60 - 64,123021441,Leumeah - Minto Heights,2016,554
Males,10 - 14,115011296,West Pennant Hills,2016,412
Males,40 - 44,112011241,Evans Head,2016,174
Females,15 - 19,123011434,Elderslie - Harrington Park,2016,815
Females,25 - 29,115011291,Baulkham Hills (West) - Bella Vista,2016,589
Males,55 - 59,125021477,Ermington - Rydalmere,2016,685
Females,25 - 29,121021405,Hornsby - Waitara,2016,1316
Males,0 - 4,126021498,Gladesville - Huntleys Point,2016,521
Males,20 - 24,111011212,Swansea - Caves Beach,2016,294
Females,65 - 69,114011275,Ettrema - Sassafras - Budawang,2016,5
Males,15 - 19,124031463,Mulgoa - Luddenham - Orchard Hills,2016,369
Females,35 - 39,115041302,Rouse Hill - Beaumont Hills,2016,1014
Females,15 - 19,106031122,Raymond Terrace,2016,417
Females,65 - 69,117021326,Marrickville,2016,525
Females,30 - 34,102021051,Ourimbah - Fountaindale,2016,138
Females,40 - 44,119021365,Lakemba - Wiley Park,2016,757
Females,70 - 74,108051169,Taree,2016,586
Males,20 - 24,108031161,Lord Howe Island,2016,4
Males,75 - 79,116031317,Mount Druitt - Whalan,2016,204
Females,50 - 54,107031138,Kiama,2016,284
Males,30 - 34,112031251,Murwillumbah,2016,222
Males,45 - 49,102021048,Gorokan - Kanwal - Charmhaven,2016,709
Females,85 and over,119031374,South Hurstville - Blakehurst,2016,424
Females,10 - 14,113031269,Wagga Wagga - South,2016,733
Males,70 - 74,125041492,Parramatta - Rosehill,2016,198
Males,40 - 44,114011272,Berry - Kangaroo Valley,2016,202
Females,50 - 54,126021497,Eastwood - Denistone,2016,943
Males,40 - 44,111031227,Mayfield - Warabrook,2016,468
Males,35 - 39,112011238,Bangalow,2016,171
Males,25 - 29,124011450,Blaxland - Warrimoo - Lapstone,2016,514
Females,40 - 44,117011320,Banksmeadow,2016,0
Males,45 - 49,101041017,Batemans Bay,2016,215
Females,85 and over,108031161,Lord Howe Island,2016,3
Males,80 - 84,103031073,Mudgee Region - East,2016,36
Females,30 - 34,102021046,Budgewoi - Buff Point - Halekulani,2016,273
Females,15 - 19,115031299,Bilpin - Colo - St Albans,2016,73
Females,45 - 49,110021190,Glen Innes,2016,263
Males,80 - 84,112011240,Byron Bay,2016,44
Females,25 - 29,125021477,Ermington - Rydalmere,2016,785
Males,55 - 59,115011291,Baulkham Hills (West) - Bella Vista,2016,674
Males,40 - 44,119031370,Narwee - Beverly Hills,2016,456
Females,15 - 19,120031397,Strathfield,2016,937
Females,0 - 4,107031143,Warilla,2016,632
Males,5 - 9,111021215,Bolton Point - Teralba,2016,273
Males,20 - 24,108011153,Forster-Tuncurry Region,2016,92
Males,30 - 34,103021065,Forbes,2016,255
Males,50 - 54,123021441,Leumeah - Minto Heights,2016,461
Males,25 - 29,102021049,Jilliby - Yarramalong,2016,71
Males,15 - 19,103011060,Bathurst Region,2016,232
Males,35 - 39,120031395,Haberfield - Summer Hill,2016,518
Females,25 - 29,102021057,Wyong,2016,298
Females,10 - 14,127031525,Liverpool - Warwick Farm,2016,880
Females,60 - 64,106021115,Maitland - East,2016,802
Females,50 - 54,123031448,The Oaks - Oakdale,2016,323
Females,10 - 14,122031431,Narrabeen - Collaroy,2016,659
Females,5 - 9,106031119,Anna Bay,2016,163
Females,35 - 39,120031391,Burwood - Croydon,2016,802
Males,60 - 64,112011239,Brunswick Heads - Ocean Shores,2016,371
Males,85 and over,111011209,Glendale - Cardiff - Hillsborough,2016,187
Males,45 - 49,119041380,Monterey - Brighton-le-Sands - Kyeemagh,2016,539
Males,30 - 34,101031014,Cooma,2016,211
Males,0 - 4,106031120,Lemon Tree Passage - Tanilba Bay,2016,187
Males,10 - 14,114011278,Nowra,2016,643
Males,30 - 34,108041163,Port Macquarie - East,2016,656
Females,30 - 34,125041493,Toongabbie - Constitution Hill,2016,953
Males,45 - 49,105011096,Walgett - Lightning Ridge,2016,196
Males,15 - 19,113031270,Wagga Wagga - West,2016,455
Males,80 - 84,107031141,Shellharbour - Flinders,2016,122
Females,60 - 64,115041301,Pitt Town - McGraths Hill,2016,268
Females,0 - 4,114011274,Culburra Beach,2016,108
Males,0 - 4,127021518,Horsley Park - Kemps Creek,2016,108
Males,60 - 64,114011273,Callala Bay - Currarong,2016,154
Females,40 - 44,112021247,Kyogle,2016,215
Males,70 - 74,112021244,Casino,2016,293
Females,0 - 4,127031522,Casula,2016,575
Females,65 - 69,104011081,Grafton Region,2016,591
Females,50 - 54,103011061,Oberon,2016,146
Females,25 - 29,120011384,Concord West - North Strathfield,2016,2092
Males,55 - 59,112011236,Ballina,2016,594
Females,70 - 74,125031486,Smithfield Industrial,2016,0
Females,20 - 24,127011507,Green Valley - Cecil Hills,2016,1397
Females,60 - 64,121011401,St Leonards - Naremburn,2016,260
Females,25 - 29,112011236,Ballina,2016,381
Males,25 - 29,128011530,Miranda - Yowie Bay,2016,600
Males,55 - 59,120011384,Concord West - North Strathfield,2016,520
Females,70 - 74,119031372,Peakhurst - Lugarno,2016,446
Females,30 - 34,199999499,No usual address (NSW),2016,0
Females,45 - 49,110021192,Inverell Region - East,2016,184
Males,30 - 34,127011506,Cobbitty - Leppington,2016,924
Females,65 - 69,113021260,Tumbarumba,2016,97
Females,65 - 69,123011435,Mount Annan - Currans Hill,2016,456
Males,75 - 79,103031070,Lithgow,2016,243
Males,55 - 59,127031523,Chipping Norton - Moorebank,2016,511
Males,15 - 19,125031484,Guildford West - Merrylands West,2016,697
Females,30 - 34,122031432,Terrey Hills - Duffys Forest,2016,76
Males,45 - 49,114011281,Tomerong - Wandandian - Woollamia,2016,124
Females,15 - 19,116031313,Bidwill - Hebersham - Emerton,2016,734
Females,65 - 69,116021309,Glenwood,2016,275
Males,80 - 84,114011280,Sussex Inlet - Berrara,2016,103
Females,40 - 44,119011358,Padstow,2016,528
Females,45 - 49,102021055,Tuggerah - Kangy Angy,2016,203
Males,85 and over,102021047,Chittaway Bay - Tumbi Umbi,2016,166
Females,55 - 59,107041145,Corrimal - Tarrawanna - Bellambi,2016,566
Females,65 - 69,112021245,Casino Region,2016,208
Males,70 - 74,123021438,Claymore - Eagle Vale - Raby,2016,228
Males,70 - 74,127011505,Badgerys Creek - Greendale,2016,241
Males,45 - 49,110011186,Armidale,2016,634
Males,60 - 64,119011361,Yagoona - Birrong,2016,562
Males,40 - 44,123031448,The Oaks - Oakdale,2016,359
Males,0 - 4,128011529,Gymea - Grays Point,2016,593
Males,55 - 59,110021191,Inverell,2016,342
Females,45 - 49,103031070,Lithgow,2016,358
Females,15 - 19,125011472,Auburn,2016,1076
Males,10 - 14,106011111,Kurri Kurri - Abermain,2016,607
Males,55 - 59,120031396,Homebush,2016,343
Males,55 - 59,123021442,Macquarie Fields - Glenfield,2016,653
Males,0 - 4,124011451,Blue Mountains - North,2016,0
Males,80 - 84,107031143,Warilla,2016,258
Females,60 - 64,127031525,Liverpool - Warwick Farm,2016,812
Females,80 - 84,106031121,Nelson Bay Peninsula,2016,444
Males,55 - 59,123021439,Holsworthy Military Area,2016,0
Males,10 - 14,124011454,Springwood - Winmalee,2016,748
Females,0 - 4,109031185,Tocumwal - Finley - Jerilderie,2016,266
Males,15 - 19,102021057,Wyong,2016,303
Females,40 - 44,118011343,Double Bay - Bellevue Hill,2016,918
Males,70 - 74,118011340,Bondi Beach - North Bondi,2016,222
Males,25 - 29,124031459,Emu Plains - Leonay,2016,409
Males,10 - 14,127021517,Greenfield Park - Prairiewood,2016,291
Females,60 - 64,102021053,The Entrance,2016,536
Males,65 - 69,126021502,Ryde - Putney,2016,668
Females,20 - 24,109031180,Corowa,2016,127
Males,35 - 39,109031183,Deniliquin Region,2016,160
Females,60 - 64,114011278,Nowra,2016,553
Females,45 - 49,107041144,Balgownie - Fairy Meadow,2016,718
Males,0 - 4,101041024,Eurobodalla Hinterland,2016,63
Males,70 - 74,122011419,Manly - Fairlight,2016,464
Males,85 and over,105031101,Dubbo - South,2016,185
Females,65 - 69,102011034,Kincumber - Picketts Valley,2016,234
Females,80 - 84,108041163,Port Macquarie - East,2016,529
Males,45 - 49,105031103,Dubbo Region,2016,212
Males,65 - 69,127021512,Cabramatta West - Mount Pritchard,2016,356
Females,65 - 69,125031483,Guildford - South Granville,2016,345
Females,0 - 4,112011243,Mullumbimby,2016,220
Females,20 - 24,107041145,Corrimal - Tarrawanna - Bellambi,2016,522
Males,45 - 49,124011451,Blue Mountains - North,2016,0
Males,70 - 74,107031138,Kiama,2016,283
Females,50 - 54,119031370,Narwee - Beverly Hills,2016,490
Females,0 - 4,103031070,Lithgow,2016,401
Females,10 - 14,102011030,Calga - Kulnura,2016,149
Males,5 - 9,124031457,Cambridge Park,2016,614
Males,85 and over,116021310,Parklea - Kellyville Ridge,2016,47
Males,45 - 49,124031458,Castlereagh - Cranebrook,2016,702
Males,85 and over,102011037,Point Clare - Koolewong,2016,60
Males,15 - 19,126021501,North Ryde - East Ryde,2016,381
Males,20 - 24,118011342,Centennial Park,2016,0
Females,50 - 54,108051170,Taree Region,2016,525
Females,35 - 39,118011340,Bondi Beach - North Bondi,2016,1111
Males,45 - 49,119011354,Bass Hill - Georges Hall,2016,701
Females,85 and over,106011111,Kurri Kurri - Abermain,2016,229
Males,75 - 79,111031234,Waratah - North Lambton,2016,165
Females,45 - 49,106041128,Scone,2016,197
Males,50 - 54,123021436,Bradbury - Wedderburn,2016,541
Males,20 - 24,101021009,Queanbeyan,2016,384
Males,65 - 69,103021062,Condobolin,2016,223
Males,65 - 69,127011508,Hoxton Park - Horningsea Park,2016,322
Females,75 - 79,107031139,Kiama Downs - Minnamurra,2016,91
Females,60 - 64,112021245,Casino Region,2016,288
Males,80 - 84,126021497,Eastwood - Denistone,2016,221
Females,25 - 29,118011345,Paddington - Moore Park,2016,1164
Males,60 - 64,126011495,Epping - North Epping,2016,747
Males,70 - 74,122031425,Cromer,2016,152
Females,65 - 69,111011214,Warners Bay - Boolaroo,2016,477
Males,70 - 74,103041079,Orange Region,2016,259
Males,25 - 29,101041021,Broulee - Tomakin,2016,56
Females,75 - 79,125041489,North Parramatta,2016,182
Males,60 - 64,101041020,Bega-Eden Hinterland,2016,505
Females,30 - 34,121021403,Asquith - Mount Colah,2016,515
Females,20 - 24,125011472,Auburn,2016,1638
Females,70 - 74,199999499,No usual address (NSW),2016,0
Females,75 - 79,107041144,Balgownie - Fairy Meadow,2016,448
Males,65 - 69,103021068,Parkes Region,2016,138
Females,65 - 69,125031484,Guildford West - Merrylands West,2016,362
Males,15 - 19,112011236,Ballina,2016,419
Females,75 - 79,107011131,Dapto - Avondale,2016,489
Males,0 - 4,107031136,Albion Park - Macquarie Pass,2016,537
Females,10 - 14,117031329,Darlinghurst,2016,64
Females,80 - 84,127011507,Green Valley - Cecil Hills,2016,135
Males,80 - 84,110011188,Armidale Region - South,2016,49
Males,30 - 34,127021515,Fairfield,2016,731
Females,10 - 14,103011061,Oberon,2016,127
Males,80 - 84,101041019,Bega - Tathra,2016,110
Males,30 - 34,125041492,Parramatta - Rosehill,2016,3269
Males,70 - 74,119021363,Canterbury (South) - Campsie,2016,442
Males,65 - 69,105031101,Dubbo - South,2016,352
Females,75 - 79,109021177,Hay,2016,67
Females,65 - 69,109011175,Albury Region,2016,343
Males,45 - 49,113021262,Tumut Region,2016,158
Females,70 - 74,112011239,Brunswick Heads - Ocean Shores,2016,185
Females,55 - 59,121041413,Cremorne - Cammeray,2016,642
Females,80 - 84,106031123,Seaham - Woodville,2016,32
Females,5 - 9,125031485,Merrylands - Holroyd,2016,1031
Males,25 - 29,112021246,Goonellabah,2016,381
Males,50 - 54,127021519,Smithfield - Wetherill Park,2016,574
Males,65 - 69,119021365,Lakemba - Wiley Park,2016,364
Females,70 - 74,109031181,Corowa Region,2016,198
Females,10 - 14,107011132,Horsley - Kembla Grange,2016,354
Females,35 - 39,113031271,Wagga Wagga Region,2016,397
Males,35 - 39,123021441,Leumeah - Minto Heights,2016,600
Females,0 - 4,120011385,Drummoyne - Rodd Point,2016,588
Males,15 - 19,119041378,Kogarah,2016,277
Males,15 - 19,111011209,Glendale - Cardiff - Hillsborough,2016,764
Females,5 - 9,127021510,Bossley Park - Abbotsbury,2016,550
Males,65 - 69,120031391,Burwood - Croydon,2016,455
Females,75 - 79,107011133,Port Kembla Industrial,2016,0
