SA2_CODE,ENG_NOT_WELL,ENG_ONLY,ENG_UNKNOWN,ENG_V_WELL,ENG_WELL,ENG_NOT_WELL_CHILD,ENG_NOT_WELL_RETIRED,ENG_NOT_WELL_WORKING_AGE,ENG_ONLY_CHILD,ENG_ONLY_RETIRED,ENG_ONLY_WORKING_AGE,ENG_UNKNOWN_CHILD,ENG_UNKNOWN_RETIRED,ENG_UNKNOWN_WORKING_AGE,ENG_V_WELL_CHILD,ENG_V_WELL_RETIRED,ENG_V_WELL_WORKING_AGE,ENG_WELL_CHILD,ENG_WELL_RETIRED,ENG_WELL_WORKING_AGE,PERC_ENG_ONLY,PERC_ENG_NOT_WELL,ENG_PROFICIENT
111021215,26,7670,561,208,47,3,12,11,1360,1547,4763,65,269,227,24,29,155,3,16,28,0.9010808270676691,0.0030545112781954886,7925
111021216,18,8010,343,266,80,3,3,12,1531,1737,4742,49,104,190,44,58,164,3,26,51,0.9188941149478032,0.0020649305953883215,8356
111021217,73,12801,521,609,196,41,9,23,3015,1676,8110,123,98,300,123,54,432,27,34,135,0.9014788732394367,0.005140845070422535,13606
111021218,64,13419,777,499,160,14,20,30,2169,3516,7734,117,256,404,47,102,350,9,53,98,0.8994570681681078,0.004289831758160735,14078
111021219,37,12349,626,298,110,3,13,21,2016,3051,7282,60,265,301,39,63,196,10,22,78,0.9201937406855439,0.0027570789865871835,12757
111021220,25,8330,264,210,50,0,3,22,1382,1953,4995,17,95,152,30,45,135,6,14,30,0.9381687126928708,0.0028156323910350266,8590
111021221,3,6100,234,95,18,3,0,0,1228,792,4080,49,28,157,21,12,62,3,3,12,0.9457364341085271,4.6511627906976747e-4,6213
111031222,123,13946,400,795,294,25,52,46,2840,2298,8808,82,76,242,150,103,542,22,103,169,0.8963877105026353,0.0079059005013497885,15035
111031223,85,7520,496,164,80,6,0,79,1415,1494,4611,91,110,295,28,22,114,12,8,60,0.9011384062312762,0.01018573996405033,7764
111031224,164,9847,725,756,327,8,120,36,1589,1412,6846,75,203,447,96,115,545,33,144,150,0.8331500126914291,0.013875962433369998,10930
111031225,141,14635,596,820,313,27,47,67,2936,2260,9439,110,162,324,155,81,584,34,75,204,0.8867009996970615,0.008542865798242956,15768
111031226,149,11707,400,933,348,33,38,78,2863,1008,7836,115,34,251,211,66,656,52,45,251,0.8648149516140947,0.011006870059836004,12988
111031227,225,12465,958,776,456,38,76,111,1982,1672,8811,89,358,511,106,56,614,60,86,310,0.8377016129032258,0.015120967741935484,13697
111031228,32,12273,612,559,122,3,23,6,2219,1793,8261,52,195,365,80,52,427,12,43,67,0.9025591998823357,0.0023532872481247242,12954
111031229,61,9015,888,640,168,16,5,40,888,1334,6793,76,149,663,51,51,538,11,22,135,0.8368919420720387,0.005662829558113628,9823
111031230,0,13,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,1,0,13
111031231,440,8091,635,1170,1176,96,21,323,1077,1352,5662,151,96,388,173,34,963,79,37,1060,0.7028318276580959,0.03822098679638638,10437
111031232,14,6410,853,157,32,11,3,0,966,1769,3675,46,289,518,22,20,115,3,5,24,0.8585587998928476,0.0018751674256630056,6599
111031233,316,16617,840,1203,635,56,130,130,2845,3490,10282,175,222,443,208,112,883,64,142,429,0.8473305797766559,0.01611340574167559,18455
111031234,127,9879,955,683,379,24,42,61,1682,1387,6810,75,567,313,70,58,555,30,57,292,0.8216751226815271,0.01056308741578641,10941
111031235,43,6987,444,366,118,12,10,21,1056,798,5133,52,60,332,52,26,288,8,18,92,0.8779844181955265,0.005403367680321689,7471
112011236,41,14999,1472,436,171,9,9,23,2053,4641,8305,162,680,630,70,80,286,18,33,120,0.8761609907120743,0.002394999707926865,15606
112011237,16,15113,1092,466,140,4,3,9,2815,3400,8898,189,224,679,87,77,302,13,39,88,0.8981398942176264,9.508527961015035e-4,15719
112011238,6,4743,617,238,48,0,0,6,904,743,3096,102,121,394,42,20,176,5,0,43,0.839171974522293,0.0010615711252653928,5029
112011239,15,6999,715,392,70,4,3,8,1153,1310,4536,128,116,471,81,31,280,10,11,49,0.8544744231473569,0.0018312782322060799,7461
112011240,35,7254,1479,592,142,13,0,22,1054,1202,4998,203,227,1049,85,48,459,8,8,126,0.7634182277415281,0.0036834350663018313,7988
112011241,6,4688,438,68,16,0,0,6,770,1199,2719,62,115,261,7,16,45,3,3,10,0.8987730061349694,0.0011503067484662577,4772
112011242,9,7041,403,283,40,6,0,3,1364,1161,4516,60,95,248,59,31,193,9,11,20,0.9054783950617284,0.0011574074074074073,7364
112011243,15,6420,1007,448,96,9,0,6,1169,1174,4077,171,197,639,89,43,316,18,24,54,0.8039068369646882,0.0018782870022539444,6964
112021244,15,11205,787,146,69,3,0,12,2333,2556,6316,142,187,458,14,33,99,7,19,43,0.9167893961708394,0.0012272950417280314,11420
112021245,10,6187,634,91,28,3,0,7,1145,1237,3805,125,113,396,0,20,71,6,9,13,0.8902158273381295,0.0014388489208633094,6306
112021246,61,11526,880,476,164,16,18,27,2223,2359,6944,115,234,531,78,90,308,19,46,99,0.8793774319066148,0.004654001678492409,12166
112021247,3,6436,651,160,43,3,0,0,1073,1460,3903,95,162,394,33,27,100,6,6,31,0.88249005896064725,4.1135335252982314e-4,6639
112021248,80,13303,1234,490,178,17,16,47,2339,2301,8663,160,242,832,66,72,352,25,38,115,0.8703303892705266,0.005233889434085705,13971
112021249,19,13177,1231,503,105,3,4,12,2400,2133,8644,187,203,841,80,94,329,10,30,65,0.8764216827402727,0.0012637179913535085,13785
112031250,9,11783,965,317,68,6,0,3,2200,2564,7019,158,254,553,49,58,210,7,6,55,0.8965910820270887,6.848272713437833e-4,12168
112031251,28,7971,605,271,96,7,10,11,1533,1845,4593,88,202,315,56,39,176,5,22,69,0.8885297068331289,0.003121168208672389,8338
112031252,12,8362,955,255,52,4,0,8,1480,1474,5408,146,197,612,40,31,184,6,4,42,0.8677874636778746,0.0012453300124533001,8669
112031253,22,11869,799,371,98,7,9,6,2473,2227,7169,161,164,474,88,53,230,17,14,67,0.9019682346682879,0.001671859563796641,12338
112031254,83,16699,1682,663,279,26,12,45,2252,4919,9528,213,635,834,89,96,478,30,52,197,0.8605070596722663,0.00427702772338452,17641
112031550,47,14268,664,476,167,9,6,32,2245,4272,7751,74,247,343,86,89,301,20,43,104,0.9133273588528997,0.0030085776469082064,14911
112031551,3,2991,145,112,17,0,0,3,646,447,1898,31,20,94,14,16,82,0,5,12,0.9152386780905752,9.179926560587516e-4,3120
112031552,50,7122,536,300,142,3,9,38,928,2712,3482,61,217,258,33,73,194,13,33,96,0.8738650306748467,0.006134969325153374,7564
113011256,791,12869,1988,2253,1201,76,240,475,2936,1956,7977,404,450,1134,387,326,1540,132,249,820,0.6736990891006177,0.04140927651554811,16323
113011257,137,10524,1251,723,228,10,48,79,2384,1413,6727,271,198,782,84,146,493,16,53,159,0.8181606157195056,0.010650703568374408,11475
113011258,101,8450,856,443,218,12,36,53,1813,1479,5158,159,197,500,57,81,305,6,62,150,0.8392928088994835,0.010031783869686135,9111
113011259,13,5254,609,114,45,7,3,3,1036,1161,3057,121,144,344,25,25,64,5,6,34,0.8705882352941177,0.0021541010770505385,5413
113021260,0,2947,409,68,13,0,0,0,513,690,1744,26,71,312,10,10,48,3,0,10,0.8574338085539714,0,3028
113021261,15,5424,628,135,50,3,4,8,1075,1142,3207,89,206,333,23,9,103,11,6,33,0.8675623800383877,0.0023992322456813818,5609
113021262,42,4151,372,122,48,0,7,35,790,901,2460,51,103,218,22,28,72,0,15,33,0.876663146779303,0.008870116156283,4321
113031263,20,6914,477,96,37,4,0,16,1192,1923,3799,80,141,256,16,17,63,9,8,20,0.9164899257688229,0.002651113467656416,7047
113031264,0,3271,231,55,9,0,0,0,666,701,1904,43,60,128,6,4,45,0,0,9,0.9172742568704431,0,3335
113031265,65,4702,1349,76,45,3,0,62,987,865,2850,99,125,1125,13,9,54,0,0,45,0.7538880872214205,0.010421677088343755,4823
113031266,12,6149,396,85,49,6,0,6,1182,1496,3471,68,107,221,12,14,59,6,8,35,0.9189956658197579,0.0017934538932894933,6283
113031267,112,14856,714,618,287,24,6,82,3165,2627,9064,130,127,457,145,59,414,46,17,224,0.895641164767589,0.006752275878700187,15761
113031268,38,3733,221,280,103,11,0,27,703,467,2563,42,33,146,58,13,209,12,0,91,0.8532571428571428,0.008685714285714286,4116
113031269,218,18748,1032,815,438,66,9,143,4097,2755,11896,229,180,623,175,63,577,105,17,316,0.8822173074208273,0.010258340783963107,20001
113031270,102,10233,975,531,283,22,0,80,1674,1817,6742,151,219,605,83,35,413,33,19,231,0.844028373474101,0.008413064995051138,11047
113031271,22,13255,1240,244,45,0,6,16,2896,2205,8154,230,302,708,48,13,183,3,0,42,0.8952451708766717,0.0014858841010401188,13544
114011272,4,7870,633,212,55,0,0,4,1134,2597,4139,67,242,324,29,50,133,0,32,23,0.8969683154775473,4.5589240939138365e-4,8137
114011273,11,3205,212,103,65,0,11,0,481,834,1890,15,65,132,11,41,51,0,53,12,0.8912680756395995,0.0030589543937708566,3373
114011274,10,4406,381,108,31,0,4,6,597,1370,2439,37,136,208,6,29,73,0,25,6,0.8926256077795786,0.002025931928687196,4545
114011275,5,38,7,0,0,0,0,5,4,9,25,0,4,3,0,0,0,0,0,0,0.76,0.1,38
114011276,28,3641,260,180,89,0,18,10,493,1019,2129,34,76,150,18,51,111,3,58,28,0.8673177703668413,0.006669842782277275,3910
114011277,52,14142,954,432,162,15,12,25,2616,3039,8487,174,238,542,52,84,296,12,39,111,0.8983610722906873,0.0033032651505526616,14736
114011278,76,16784,2280,610,235,20,12,44,3565,3001,10218,282,384,1614,93,112,405,25,58,152,0.8398298724043032,0.003802852139104328,17629
114011279,61,12615,792,374,167,5,43,13,2204,3511,6900,95,287,410,27,130,217,3,107,57,0.9004925405096723,0.0043543436362338496,13156
114011280,3,3972,221,91,41,0,3,0,441,1585,1946,25,98,98,7,32,52,0,14,27,0.9177449168207024,6.931608133086876e-4,4104
114011281,12,3044,201,90,36,3,6,3,508,563,1973,37,41,123,22,20,48,0,18,18,0.8997930830623707,0.0035471475022169673,3170
114011282,41,13735,952,392,159,7,20,14,2151,4189,7395,137,345,470,49,107,236,6,65,88,0.8989462661168924,0.0026834216899011714,14286
114011283,9,4545,363,101,13,0,6,3,658,1223,2664,54,100,209,17,40,44,0,4,9,0.9033989266547406,0.0017889087656529517,4659
114021284,44,11449,698,572,168,7,15,22,1817,4142,5490,114,237,347,58,145,369,12,57,99,0.8853916943778517,0.0034026757404686412,12189
114021285,26,5459,320,167,35,8,15,3,1250,651,3558,78,64,178,15,23,129,4,16,15,0.9087730980522724,0.004328283669052772,5661
114021286,49,7783,624,420,125,8,14,27,1329,1902,4552,106,163,355,52,78,290,15,25,85,0.8646817020331075,0.005443839573380735,8328
114021287,126,8521,579,356,211,10,17,99,1623,1913,4985,111,132,336,56,67,233,13,24,174,0.8701113039926478,0.012866333095067906,9088
114021288,6,3104,286,78,20,3,0,3,596,696,1812,48,81,157,11,22,45,3,7,10,0.8883800801373783,0.0017172295363480253,3202
114021289,11,5957,366,227,35,5,3,3,955,1719,3283,48,89,229,34,50,143,0,10,25,0.9031231049120679,0.0016676773802304426,6219
115011290,941,13951,1026,4980,2014,224,199,518,3127,2595,8229,278,278,470,1084,334,3562,295,218,1501,0.6088949022346368,0.04107018156424581,20945
115011291,633,11851,706,5228,1593,142,155,336,2518,1608,7725,176,164,366,886,426,3916,189,230,1174,0.5922242766478437,0.03163260206886213,18672
115011294,38,5307,185,563,140,6,9,23,1020,1225,3062,30,58,97,59,95,409,13,51,76,0.8514359056634044,0.0060965827049574844,6010
115011296,431,7581,467,3083,1041,86,107,238,1477,1120,4984,109,107,251,410,321,2352,112,177,752,0.6015234467983813,0.034198206776164405,11705
115011553,305,4608,379,1622,690,71,57,177,964,815,2829,97,95,187,340,122,1160,105,61,524,0.6059968437664387,0.04011046817464493,6920
115011554,133,3104,694,1204,404,13,46,74,481,1056,1567,35,592,67,216,117,871,49,65,290,0.5603899620870193,0.02401155443220798,4712
115011555,404,7830,464,2231,929,80,81,243,1648,1354,4828,100,133,231,369,265,1597,99,125,705,0.6603137122617642,0.03406982627761849,10990
115011556,429,5840,442,1968,820,92,103,234,1282,1008,3550,111,123,208,375,130,1463,100,88,632,0.614801558058743,0.045162648699863146,8628
115011557,187,2956,172,1449,451,29,53,105,777,268,1911,54,20,98,223,106,1120,37,73,341,0.5668264621284755,0.03585810162991371,4856
115011558,630,10422,639,5372,1701,104,186,340,2101,1795,6526,163,167,309,863,484,4025,206,268,1227,0.5554252824557664,0.03357493071839693,17495
115011559,641,14779,886,5280,1646,126,151,364,4058,1333,9388,249,128,509,880,328,4072,199,223,1224,0.6361484159779615,0.02759125344352617,21705
115021297,295,16602,985,2433,691,47,118,130,3395,2855,10352,166,195,624,328,341,1764,66,234,391,0.7903456155384176,0.014043606588593735,19726
115021298,42,4499,211,345,82,3,23,16,877,922,2700,34,52,125,40,66,239,9,35,38,0.8687005213361653,0.008109673682178027,4926
115031299,0,2217,382,74,16,0,0,0,386,429,1402,63,88,231,5,22,47,0,4,12,0.8244700632205281,0,2307
115031300,69,19594,1271,746,203,13,32,24,4087,2470,13037,217,194,860,87,133,526,22,69,112,0.8953982543526938,0.003153132568660604,20543
115041301,69,9202,502,557,193,10,23,36,2064,1163,5975,85,113,304,89,79,389,20,61,112,0.8744654566188349,0.006557065475624822,9952
115041302,423,15723,858,4409,1226,80,107,236,4621,1108,9994,251,83,524,739,255,3415,148,174,904,0.6945094748001237,0.01868457087327179,21358
116011303,985,7130,1425,4797,2556,221,219,545,1668,885,4577,439,244,742,769,223,3805,328,235,1993,0.4220683123187119,0.05830817498372107,14483
116011304,804,9804,915,4423,2064,144,292,368,2317,1293,6194,234,183,498,777,323,3323,245,378,1441,0.544364242087729,0.04464186563020544,16291
116011306,907,10061,1228,7398,2939,146,283,478,2764,889,6408,346,196,686,1132,431,5835,303,417,2219,0.44650068787999825,0.04025207473483335,20398
116011307,668,16973,1498,4079,1653,98,214,356,3683,2274,11016,330,339,829,667,344,3068,187,267,1199,0.6824413976116762,0.026858590326082586,22705
116011308,1286,11798,1596,6399,2872,209,321,756,2662,1734,7402,382,284,930,1179,478,4742,330,404,2138,0.49258903594839465,0.05369295645275771,21069
116011560,593,6018,809,3400,1499,90,168,335,1461,808,3749,247,107,455,638,189,2573,154,213,1132,0.48851367805828394,0.048137024109099764,10917
116011561,827,7738,1079,4494,1998,138,207,482,1845,1067,4826,304,233,542,803,286,3405,232,301,1465,0.4795488349033218,0.05125185919682697,14230
116021309,513,8062,514,5494,1538,93,124,296,2375,486,5201,163,97,254,967,266,4261,150,233,1155,0.5000930463370759,0.031821847279945414,15094
116021310,870,17241,2536,9429,2572,223,196,451,5954,975,10312,526,182,1828,1763,286,7380,360,253,1959,0.5280874785591767,0.026647880421465327,29242
116021312,368,11336,1278,3278,1013,95,96,177,2747,1112,7477,336,162,780,554,195,2529,172,174,667,0.6562843744572454,0.02130492676431425,15627
116021562,90,2043,121,1172,327,15,30,45,568,117,1358,44,11,66,210,56,906,52,39,236,0.5443645083932853,0.023980815347721823,3542
116021563,562,13923,1015,5559,1874,129,137,296,3775,912,9236,347,119,549,950,286,4323,252,238,1384,0.6071163825055597,0.024506170147821915,21356
116031313,659,11594,1777,2987,1434,104,187,368,3286,1368,6940,506,284,987,583,162,2242,176,250,1008,0.628367026177443,0.035716221343016635,16015
116031314,309,4323,452,2328,944,49,121,139,1330,181,2812,149,70,233,433,95,1800,123,141,680,0.5173528003829584,0.03697941598851125,7595
116031315,716,10240,1181,6172,2353,127,187,402,2952,612,6676,369,113,699,1079,251,4842,255,266,1832,0.49559577969218854,0.03465298615816475,18765
116031316,504,13498,1896,3490,1362,129,136,239,3922,1584,7992,536,260,1100,707,133,2650,213,175,974,0.6505060240963856,0.024289156626506023,18350
116031317,1475,9652,1900,6358,3300,306,294,875,2854,1173,5625,635,288,977,1400,262,4696,450,359,2491,0.4254793916685034,0.06502093894644038,19310
116031318,0,10,6,0,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,0.625,0,10
116031319,825,10399,1221,6156,2568,153,288,384,2586,1230,6583,365,198,658,997,362,4797,271,387,1910,0.4912371864518872,0.03897208181775237,19123
117011320,0,15,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,1,0,15
117011321,260,7392,742,1694,729,43,113,104,1714,776,4902,163,98,481,261,125,1308,53,171,505,0.6833687713783859,0.02403623925302764,9815
117011322,1768,9801,1811,6405,4599,223,618,927,1988,947,6866,379,298,1134,827,408,5170,270,669,3660,0.40194389763779526,0.07250656167979003,20805
117011323,601,5717,1015,2589,1432,71,212,318,1194,885,3638,203,207,605,406,243,1940,124,289,1019,0.5035229874933944,0.052932887088250835,9738
117011324,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
117011325,0,13,21,3,0,0,0,0,0,3,10,0,6,15,0,0,3,0,0,0,0.35135135135135137,0,16
117021326,2173,14800,2304,4717,2527,108,1104,961,2535,1075,11190,358,432,1514,576,263,3878,185,624,1718,0.558048339052072,0.08193507032163191,22044
117021327,603,14270,1850,2485,1002,38,358,207,2133,1006,11131,234,222,1394,255,147,2083,59,303,640,0.7060860959920832,0.02983671449777338,17757
117021328,431,5037,569,1230,569,37,180,214,869,320,3848,80,99,390,144,53,1033,30,137,402,0.642802450229709,0.05500255232261358,6836
117031329,188,7114,1843,1467,678,10,20,158,341,710,6063,104,180,1559,65,60,1342,10,43,625,0.6301151461470328,0.016651904340124004,9259
117031330,240,11903,1431,1977,642,48,37,155,1291,567,10045,187,84,1160,165,53,1759,56,53,533,0.7350707095658618,0.014821219045266473,14522
117031331,547,12448,2127,2921,1581,52,127,368,1215,1408,9825,192,346,1589,190,155,2576,81,103,1397,0.6343253159396657,0.027874031797798612,16950
117031332,537,16990,2282,3175,1841,37,132,368,1676,910,14404,212,145,1925,157,108,2910,55,97,1689,0.6843907351460221,0.02163141993957704,22006
117031333,315,12834,4503,2565,928,38,62,215,480,1865,10489,149,388,3966,80,179,2306,35,75,818,0.6069519981082998,0.014897138803499646,16327
117031334,1581,8390,2579,4581,4523,108,160,1313,799,873,6718,271,271,2037,286,136,4159,101,99,4323,0.3874572827191281,0.07301191465779995,17494
117031335,1217,11052,2880,3745,3633,57,315,845,815,823,9414,174,426,2280,178,113,3454,54,202,3377,0.49061126648022374,0.054024060016868644,18430
117031336,754,9567,2308,2307,1466,16,201,537,513,746,8308,138,269,1901,96,114,2097,35,121,1310,0.583282526521156,0.04597000365809047,13340
117031337,3379,6876,4365,5187,7587,145,120,3114,396,969,5511,308,339,3718,242,161,4784,154,114,7319,0.2510038694604658,0.12334817843323355,19650
117031338,2163,14557,3868,6602,5879,181,586,1396,1491,979,12087,473,525,2870,471,223,5908,212,388,5279,0.4402007922828026,0.06540869091898757,27038
118011339,243,12900,1891,2387,981,35,93,115,2219,1334,9347,268,204,1419,244,238,1905,52,232,697,0.7010107597000326,0.013205086403651776,16268
118011340,211,14366,2465,2809,895,31,82,98,2437,1191,10738,307,257,1901,351,223,2235,57,170,668,0.6924708377518558,0.010170635303190977,18070
118011341,347,10926,2063,2389,1139,35,155,157,1860,1696,7370,291,453,1319,264,292,1833,79,245,815,0.6478889943074004,0.020576375711574953,14454
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0
118011343,197,18374,2470,3062,756,59,35,103,2705,3712,11957,309,566,1595,424,519,2119,75,155,526,0.7391286857878434,0.007924695281387022,22192
118011344,139,7701,663,1768,516,40,33,66,1693,1037,4971,142,123,398,254,268,1246,50,142,324,0.7139148975618801,0.012885881153240011,9985
118011345,136,11589,1523,1543,403,21,60,55,1565,1472,8552,214,172,1137,156,148,1239,32,89,282,0.7627352902461498,0.008950901671712518,13535
118011346,114,9085,797,1476,350,22,17,75,1941,1596,5548,142,175,480,238,272,966,45,80,225,0.7684824902723736,0.0096430384029775,10911
118011347,58,5841,769,806,189,16,25,17,885,1251,3705,101,244,424,109,119,578,22,36,131,0.7622341119665927,0.007568837269998695,6836
118021348,335,18918,2233,3078,884,50,156,129,3287,2073,13558,349,298,1586,430,285,2363,95,172,617,0.7433983024206224,0.013164099339830242,22880
118021350,626,14799,3473,3562,1599,70,270,286,2971,2494,9334,326,655,2492,508,436,2618,119,423,1057,0.6151128475830251,0.026019369051082757,19960
118021564,589,7043,1181,3345,2696,59,128,402,893,759,5391,146,158,877,277,170,2898,66,176,2454,0.474148377541403,0.0396526188232126,13084
118021565,1133,5933,921,3523,4091,69,260,804,1156,608,4169,126,112,683,310,280,2933,110,344,3637,0.3802961348631498,0.07262354977245049,13547
118021566,386,5839,533,2064,961,47,190,149,1134,924,3781,89,106,338,274,273,1517,46,266,649,0.596851681488296,0.039456199529796586,8864
118021567,431,6478,855,1993,921,45,178,208,1205,988,4285,143,183,529,288,201,1504,62,252,607,0.6066679153399513,0.04036336392582881,9392
118021568,563,4682,730,2453,1755,64,178,321,1014,599,3069,142,128,460,290,229,1934,107,227,1421,0.45978591770598054,0.05528822547382893,8890
118021569,275,11973,1151,2550,918,35,110,130,2060,1391,8522,196,234,721,318,285,1947,73,177,668,0.7098476314697338,0.016304025612142052,15441
118021570,323,8279,1407,2037,1043,41,82,200,1359,878,6042,176,197,1034,236,164,1637,73,145,825,0.6325158530063412,0.024677209870883947,11359
119011354,1765,8715,1578,6998,2743,228,466,1071,2186,1829,4700,463,319,796,1667,372,4959,377,582,1784,0.39978898114592415,0.08096701683563466,18456
119011355,99,195,129,348,113,22,10,67,75,3,117,32,11,86,63,10,275,3,6,104,0.22058823529411764,0.11199095022624435,656
119011356,1038,3347,902,4339,1683,130,270,638,1091,504,1752,275,160,467,939,198,3202,223,302,1158,0.29595897073127597,0.09178530374038377,9369
119011357,2390,6631,2192,10987,3758,285,750,1355,2072,1035,3524,641,427,1124,2757,447,7783,534,714,2510,0.2554511133369289,0.09207180830572463,21376
119011358,955,9141,1021,3713,1605,110,235,610,1792,1922,5427,198,239,584,557,250,2906,138,268,1199,0.5561910556738667,0.058107696988135074,14459
119011359,832,17668,1304,4411,1610,125,229,478,3824,3012,10832,292,230,782,801,225,3385,197,258,1155,0.6841432720232333,0.03221684414327202,23689
119011360,1038,8475,1045,3921,1755,108,302,628,1863,1489,5123,240,262,543,671,222,3028,194,280,1281,0.5220524824442528,0.06393987926573858,14151
119011361,2342,6119,1781,7078,3392,255,540,1547,1640,1166,3313,487,379,915,1684,284,5110,437,495,2460,0.29543259945925066,0.11307454615681731,16589
119011571,2151,3012,1941,5833,3322,298,425,1428,940,400,1672,583,354,1004,1364,213,4256,466,357,2499,0.18525124546405067,0.13229595916108003,12167
119011572,2473,2665,2091,5547,3228,261,573,1639,867,317,1481,567,395,1129,1248,182,4117,433,399,2396,0.16652086978255437,0.15452386903274182,11440
119021362,2119,6196,1541,6261,2913,191,848,1080,1702,757,3737,340,412,789,1037,350,4874,248,685,1980,0.3255911718339464,0.11135049921177088,15370
119021363,4787,6641,3477,8927,6788,396,1093,3298,1678,760,4203,657,817,2003,1453,317,7157,600,761,5427,0.21688438928804704,0.15633572828216852,22356
119021364,1842,10357,1751,7071,2670,138,1061,643,2600,1282,6475,376,449,926,1032,596,5443,224,1106,1340,0.4371702334219746,0.07775104470051919,20098
119021366,2365,4534,1951,8066,3833,252,626,1487,1592,504,2438,553,384,1014,1827,269,5970,458,528,2847,0.2185165550146995,0.11398139669381657,16433
119021367,1053,4962,1167,4739,1849,142,334,577,1298,841,2823,307,222,638,973,232,3534,205,426,1218,0.3603485838779956,0.07647058823529412,11550
119021573,2294,2498,1892,6069,4278,416,410,1468,923,302,1273,699,342,851,1626,169,4274,629,318,3331,0.14667371264165346,0.1346955551641125,12845
119021574,1155,1715,1183,3711,2457,199,214,742,660,184,871,435,128,620,835,86,2790,361,186,1910,0.16779180119362097,0.11300264162019372,7883
119031368,3285,4559,2519,7104,6114,416,653,2216,1032,706,2821,444,712,1363,1107,281,5716,469,501,5144,0.19333361604681734,0.1393070692506679,17777
119031369,1395,12167,1730,5580,3035,208,369,818,2402,1996,7769,379,386,965,855,269,4456,291,320,2424,0.5089304387836199,0.058351110553394404,20782
119031370,1441,4955,1124,3999,2221,148,377,916,1121,1015,2819,244,336,544,624,247,3128,210,379,1632,0.3606259097525473,0.10487627365356623,11175
119031371,546,7825,581,2570,1127,66,164,316,1510,1375,4940,110,141,330,410,197,1963,138,216,773,0.6186259783382085,0.04316546762589928,11522
119031372,597,11782,802,3531,1219,69,183,345,2332,2896,6554,153,273,376,585,272,2674,113,284,822,0.657074340527578,0.03329429479672076,16532
119031373,1557,3572,1313,2879,2013,143,432,982,745,677,2150,211,424,678,479,149,2251,191,275,1547,0.3151579318863596,0.13737427210164108,8464
119031374,2113,9403,1692,6721,4140,249,493,1371,1992,1894,5517,330,460,902,1064,402,5255,329,455,3356,0.3906684947442769,0.08778927250820558,20264
119041375,1745,7385,1851,6247,4239,195,453,1097,1353,763,5269,403,246,1202,792,234,5221,238,374,3627,0.3440163972609121,0.08128755764662039,17871
119041376,2114,9027,2200,8602,4560,250,797,1067,2129,1317,5581,477,659,1064,1462,472,6668,403,818,3339,0.34060295060936496,0.07976455495604272,22189
119041377,1065,5250,719,3917,1616,85,471,509,1279,822,3149,160,170,389,610,328,2979,120,519,977,0.41776080210074,0.0847457627118644,10783
119041378,843,3312,871,3924,2332,126,281,436,735,503,2074,220,165,486,594,176,3154,176,237,1919,0.29356497074986704,0.07472079418542811,9568
119041379,1244,6034,1170,4902,2612,164,408,672,1344,863,3827,293,249,628,708,272,3922,198,406,2008,0.3780228041598797,0.07793509585265004,13548
119041380,788,6080,1217,4276,1641,88,392,308,1247,1037,3796,224,236,757,561,421,3294,123,524,994,0.43422368233109554,0.05627767461791173,11997
119041381,1673,5561,1850,6478,4356,178,590,905,1184,733,3644,343,496,1011,833,277,5368,233,539,3584,0.2791946982628778,0.08399437694547646,16395
119041382,652,8974,1080,3951,1312,83,334,235,1657,2001,5316,225,259,596,573,377,3001,119,484,709,0.5619638048719394,0.040829106393637675,14237
120011383,1009,12648,1203,4876,1985,125,453,431,2642,2128,7878,224,276,703,581,526,3769,154,597,1234,0.5822936328898302,0.046452741586483125,19509
120011384,2186,8438,2145,6890,5158,315,304,1567,1808,880,5750,578,188,1379,685,266,5939,294,325,4539,0.3400088648910021,0.0880847805939477,20486
120011385,497,12780,1299,2858,869,41,323,133,2513,1951,8316,217,286,796,332,365,2161,72,339,458,0.6982461891493198,0.027154018466917992,16507
120011386,873,12816,1451,3906,1390,77,534,262,2594,1770,8452,265,336,850,484,414,3008,96,566,728,0.6271285965942455,0.04271873165002936,18112
120021387,127,12597,1367,1291,298,39,44,44,2269,1836,8492,209,191,967,197,102,992,25,59,214,0.8033801020408163,0.008099489795918367,14186
120021388,472,19819,1974,3075,1018,51,284,137,4006,1907,13906,383,203,1388,412,243,2420,98,335,585,0.7519159268533273,0.017907276728128082,23912
120021389,233,10800,1072,1501,399,33,125,75,2142,1098,7560,183,121,768,185,110,1206,41,115,243,0.7711531595858622,0.016636915387361655,12700
120031390,1937,9793,2287,6050,4425,164,563,1210,1546,1478,6769,373,533,1381,676,345,5029,273,522,3630,0.3998448472970766,0.07908704883227176,20268
120031391,3009,7291,2162,6412,5757,209,788,2012,1377,964,4950,333,526,1303,736,394,5282,335,595,4827,0.2960090942308473,0.12216312776582355,19460
120031392,708,5408,712,2372,1238,54,347,307,1209,525,3674,134,132,446,277,194,1901,67,334,837,0.5181069170339145,0.06782908603180686,9018
