SA2_CODE,ENG_NOT_WELL,ENG_ONLY,ENG_UNKNOWN,ENG_V_WELL,ENG_WELL,ENG_NOT_WELL_CHILD,ENG_NOT_WELL_RETIRED,ENG_NOT_WELL_WORKING_AGE,ENG_ONLY_CHILD,ENG_ONLY_RETIRED,ENG_ONLY_WORKING_AGE,ENG_UNKNOWN_CHILD,ENG_UNKNOWN_RETIRED,ENG_UNKNOWN_WORKING_AGE,ENG_V_WELL_CHILD,ENG_V_WELL_RETIRED,ENG_V_WELL_WORKING_AGE,ENG_WELL_CHILD,ENG_WELL_RETIRED,ENG_WELL_WORKING_AGE,PERC_ENG_ONLY,PERC_ENG_NOT_WELL,ENG_PROFICIENT
101041025,26,9497,715,284,79,5,4,17,1337,2985,5175,71,284,360,50,74,160,3,16,60,0.8958588812376191,0.002452598811432884,9860
101041026,22,7211,482,170,68,6,6,10,984,2055,4172,60,135,287,17,58,95,4,47,17,0.9067018735068527,0.0027662517289073307,7449
101041027,14,7892,694,259,74,7,3,4,1031,2687,4174,72,267,355,32,85,142,8,40,26,0.8834658009627225,0.0015672226575618492,8225
101051539,157,19835,1942,641,286,33,19,105,3779,3893,12163,233,367,1342,80,81,480,36,49,201,0.8676348366213201,0.006867591094002887,20762
101051540,23,11279,983,282,95,0,11,12,2047,2465,6767,157,223,603,24,68,190,12,25,58,0.8907755488864318,0.001816458695308798,11656
101061541,8,5872,393,180,38,8,0,0,1213,1167,3492,66,93,234,29,27,124,16,3,19,0.9046371899553227,0.0012324757356339548,6090
101061542,20,10401,716,301,59,8,9,3,2246,1500,6655,138,116,462,29,45,227,3,28,28,0.9046707836826998,0.0017395842393667913,10761
101061543,44,9459,677,301,85,4,10,30,1990,2038,5431,145,152,380,88,30,183,16,11,58,0.8952299829642248,0.00416430058678781,9845
101061544,13,6645,473,141,43,7,3,3,1171,1604,3870,73,141,259,17,32,92,5,13,25,0.9084073820915927,0.0017771701982228299,6829
102011028,14,6599,316,308,61,4,4,6,1431,941,4227,65,37,214,62,38,208,0,32,29,0.9042203343381748,0.0019183337900794738,6968
102011029,18,9811,437,328,81,6,0,12,1722,2325,5764,67,136,234,44,73,211,6,30,45,0.9190632318501171,0.0016861826697892272,10220
102011030,46,3832,440,252,88,9,19,18,627,692,2513,65,90,285,32,30,190,3,43,42,0.8226706741090597,0.0098754830399313,4172
102011031,142,12093,775,668,262,9,50,83,2032,3381,6680,92,381,302,98,162,408,24,107,131,0.8675035868005739,0.010186513629842181,13023
102011032,305,15035,1342,1484,636,78,46,181,2491,2854,9690,234,297,811,247,136,1101,62,73,501,0.799648973513456,0.016221678544835656,17155
102011033,50,5473,362,347,119,16,8,26,1284,487,3702,44,20,298,63,44,240,16,9,94,0.8617540544796095,0.007872775940796726,5939
102011034,13,6759,269,199,51,0,10,3,1168,1920,3671,42,126,101,33,40,126,3,25,23,0.9270333287614868,0.0017830201618433685,7009
102011035,46,5853,253,371,118,10,6,30,1191,794,3868,46,55,152,56,38,277,12,19,87,0.8813431712091553,0.006926667670531546,6342
102011036,30,7297,298,311,88,5,3,22,1534,1045,4718,69,36,193,54,26,231,9,20,59,0.9093968095712861,0.0037387836490528413,7696
102011037,48,5484,226,305,110,11,10,27,1003,1206,3275,42,59,125,51,23,231,14,29,67,0.8883849019925482,0.00777579782925644,5899
102011038,12,6457,283,171,38,6,3,3,1267,1346,3844,46,85,152,27,31,113,3,17,18,0.9275966096825169,0.00172389024565436,6666
102011039,46,11897,577,635,184,7,13,26,2138,2168,7591,111,95,371,100,87,448,21,64,99,0.8918959442237049,0.003448534372891521,12716
102011040,95,20664,1510,932,332,25,30,40,3465,5134,12065,195,582,733,139,183,610,34,112,186,0.8780860918709896,0.004036884375132792,21928
102011041,14,8945,418,296,82,4,6,4,1977,1475,5493,73,98,247,37,48,211,10,25,47,0.9169656586365966,0.0014351614556637623,9323
102011042,103,12057,836,635,261,18,35,50,1861,3167,7029,121,254,461,84,100,451,18,65,178,0.8679095882522315,0.0074143391880218835,12953
102011043,91,9735,772,550,241,20,18,53,1809,2154,5772,125,296,351,95,93,362,24,42,175,0.8547721485644042,0.007990165949600492,10526
102021044,72,19963,1265,498,191,10,27,35,3909,4020,12034,153,481,631,64,123,311,13,80,98,0.907863022420301,0.00327436445495475,20652
102021045,29,10103,468,306,115,3,14,12,2408,1226,6469,110,98,260,52,56,198,10,37,68,0.9167044732782869,0.002631340168768714,10524
102021046,37,8569,522,205,59,3,14,20,1525,1996,5048,84,176,262,18,59,128,0,27,32,0.9123722316865417,0.003939522998296422,8833
102021047,51,14172,576,416,131,11,18,22,2838,2417,8917,106,115,355,66,77,273,12,32,87,0.9234979799296233,0.003323341587384335,14719
102021048,95,19433,1648,667,257,22,28,45,3609,4114,11710,243,595,810,77,131,459,21,87,149,0.8793212669683258,0.004298642533936652,20357
102021049,6,2955,272,99,9,0,3,3,569,385,2001,51,31,190,16,11,72,3,3,3,0.8844657288237054,0.0017958695001496557,3063
102021050,14,9878,568,206,57,7,7,0,1566,2846,5466,70,215,283,29,67,110,6,27,24,0.921197426093444,0.0013056047747831763,10141
102021051,16,4397,192,179,54,9,0,7,877,583,2937,42,39,111,29,13,137,7,3,44,0.9088466308391897,0.0033071517155849523,4630
102021052,13,5318,204,157,41,0,7,6,991,1135,3192,32,64,108,16,38,103,3,23,15,0.9276120704692133,0.0022675736961451248,5516
102021053,104,12903,1098,587,255,14,46,44,2073,3038,7792,186,289,623,71,148,368,24,94,137,0.8632501505318793,0.0069579179768515425,13745
102021054,24,8610,823,207,86,0,16,8,1374,2307,4929,93,346,384,24,43,140,9,28,49,0.8830769230769231,0.0024615384615384616,8903
102021055,73,4382,343,315,147,9,6,58,952,645,2785,66,124,153,68,21,226,15,12,120,0.8330798479087452,0.013878326996197718,4844
102021056,101,13511,612,768,256,24,17,60,3523,1829,8159,97,175,340,134,90,544,34,70,152,0.8860834207764953,0.006623819517313746,14535
102021057,75,7499,581,425,208,9,25,41,1472,1329,4698,111,120,350,68,58,299,26,33,149,0.8533227127901684,0.008534365043240783,8132
103011058,80,20414,2249,749,288,22,9,49,3888,3418,13108,248,369,1632,117,69,563,33,31,224,0.8584524810765349,0.00336417157275021,21451
103011059,45,10124,651,264,96,10,7,28,2519,1436,6169,118,182,351,46,27,191,18,24,54,0.9055456171735241,0.004025044722719142,10484
103011060,6,5936,839,95,10,0,3,3,1126,1110,3700,75,142,622,19,14,62,0,3,7,0.8620389195469068,8.713331397037467e-4,6041
103011061,12,3883,588,121,34,3,6,3,685,897,2301,87,132,369,14,31,76,0,13,21,0.8372143165157395,0.00258732212160414,4038
103021062,12,5761,730,76,42,3,3,6,1245,1189,3327,159,185,386,15,9,52,14,0,28,0.8701102552484519,0.0018124150430448573,5879
103021063,23,8120,763,157,61,6,6,11,1492,2021,4607,101,227,435,20,22,115,3,18,40,0.8899605436212188,0.002520824199912319,8338
103021064,5,4900,377,87,40,5,0,0,875,1187,2838,78,77,222,13,26,48,0,9,31,0.9058975781105565,9.243852837862821e-4,5027
103021065,16,9076,846,154,71,5,4,7,1837,1985,5254,149,231,466,37,20,97,12,16,43,0.8930433926990062,0.0015743382859391912,9301
103021066,0,3264,320,20,17,0,0,0,551,911,1802,47,108,165,3,8,9,0,3,14,0.9014084507042254,0,3301
103021067,16,9724,883,247,83,9,0,7,2081,1809,5834,139,257,487,57,14,176,8,11,64,0.8877932986396421,0.001460786998995709,10054
103021068,3,2982,323,49,13,0,0,3,567,614,1801,53,83,187,3,14,32,4,0,9,0.88486646884273,8.902077151335311e-4,3044
103021069,7,5089,692,88,16,0,0,7,1077,1083,2929,117,198,377,21,5,62,0,0,16,0.8637135098438561,0.0011880515953835709,5193
103031070,60,10847,1429,335,126,16,16,28,1870,2544,6433,190,277,962,54,57,224,24,25,77,0.8476205360631398,0.004688598890364929,11308
103031071,20,7035,987,142,55,5,3,12,1258,1409,4368,160,241,586,14,32,96,3,22,30,0.8538657604078165,0.002427479062993082,7232
103031072,28,10376,970,242,101,4,6,18,2336,1796,6244,197,182,591,47,30,165,15,10,76,0.8855509089357344,0.0023896901937355977,10719
103031073,3,2977,380,67,16,0,0,3,493,777,1707,48,117,215,6,29,32,0,10,6,0.864652918966018,8.713331397037467e-4,3060
103031074,11,8885,1230,153,39,0,4,7,1776,1831,5278,223,277,730,17,38,98,3,27,9,0.8611164954448537,0.0010660980810234541,9077
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0
103041076,3,6657,478,91,17,0,0,3,1395,1240,4022,83,102,293,14,10,67,4,3,10,0.9187137731162021,4.140215291195142e-4,6765
103041077,122,16532,1470,594,282,23,19,80,3105,3498,9929,231,340,899,81,75,438,24,72,186,0.8701052631578947,0.006421052631578947,17408
103041078,103,17417,989,891,323,27,19,57,4295,2216,10906,204,157,628,182,39,670,46,45,232,0.8830806672412919,0.005222329260254525,18631
103041079,12,10587,776,209,35,4,5,3,2359,1852,6376,147,172,457,45,38,126,4,10,21,0.9111799638523108,0.0010327911179963851,10831
104011080,25,16855,1365,300,102,4,3,18,3234,3931,9690,168,312,885,53,38,209,14,10,78,0.9038987504692444,0.0013406982356411218,17257
104011081,10,13777,1229,203,47,0,3,7,2286,2915,8576,187,277,765,35,51,117,3,8,36,0.9024629896502031,6.55050438883794e-4,14027
104011082,25,14729,1127,301,81,3,3,19,2035,4873,7821,140,392,595,48,63,190,7,19,55,0.9056754596322941,0.0015372317530590912,15111
104021083,4,5150,393,215,38,0,0,4,1098,969,3083,86,69,238,42,29,144,5,6,27,0.8879310344827587,6.89655172413793e-4,5403
104021084,264,14622,1315,772,454,53,31,180,2677,3188,8757,237,312,766,155,134,483,74,77,303,0.8390428645205715,0.015148906868652091,15848
104021085,187,8122,1167,504,285,53,10,124,1224,2075,4823,136,531,500,130,58,316,68,18,199,0.7912323429128105,0.01821724305893814,8911
104021086,0,3361,286,106,29,0,0,0,655,514,2192,53,53,180,23,13,70,12,3,14,0.8886832363828662,0,3496
104021087,0,2883,268,50,13,0,0,0,454,705,1724,44,59,165,8,9,33,0,3,10,0.8970130678282514,0,2946
104021088,17,7767,478,370,98,5,0,12,1625,1331,4811,89,88,301,57,46,267,10,32,56,0.8896907216494845,0.0019473081328751432,8235
104021089,52,17643,960,603,159,8,3,41,3325,3686,10632,165,243,552,98,100,405,28,22,109,0.9086367616006592,0.002678065612607509,18405
104021090,0,4276,293,69,6,0,0,0,598,1161,2517,39,103,151,13,16,40,0,3,3,0.9207579672695951,0,4351
104021091,245,10176,969,669,448,31,26,188,1864,2289,6023,144,242,583,144,54,471,51,30,367,0.8136243703526025,0.019589030143119853,11293
105011092,3,3208,658,62,22,0,0,3,761,398,2049,140,80,438,10,0,52,0,3,19,0.8115355426258538,7.589172780166962e-4,3292
105011093,12,3911,525,120,33,3,0,9,874,557,2480,114,61,350,24,4,92,3,3,27,0.850032601608346,0.002608128667680939,4064
105011094,0,3454,600,51,0,0,0,0,732,638,2084,105,145,350,7,14,30,0,0,0,0.8414129110840438,0,3505
105011095,3,4320,524,77,33,0,0,3,881,914,2525,119,110,295,3,13,61,9,0,24,0.871494855759532,6.052047609441194e-4,4430
105011096,20,5305,764,218,114,0,14,6,1110,943,3252,138,153,473,30,34,154,7,55,52,0.8261952966827597,0.003114779629341224,5637
105021097,23,15706,1547,325,93,7,12,4,2689,3212,9805,189,560,798,46,55,224,0,14,79,0.8876455295580423,0.0012998756640669154,16124
105021098,0,2053,374,38,9,0,0,0,418,318,1317,59,43,272,0,6,32,0,0,9,0.8298302344381568,0,2100
105031099,9,7011,731,136,45,0,3,6,1266,1787,3958,120,201,410,14,27,95,6,7,32,0.8838880484114977,0.0011346444780635401,7192
105031100,32,9143,703,332,134,12,0,20,1964,1256,5923,128,108,467,56,26,250,10,10,114,0.8838940448569219,0.0030935808197989174,9609
105031101,98,14680,1038,721,392,40,6,52,3093,2583,9004,179,215,644,118,31,572,37,24,331,0.867151042589639,0.005788882981865438,15793
105031102,25,7651,651,284,119,6,0,19,1799,1230,4622,119,113,419,64,17,203,12,10,97,0.8764032073310424,0.0028636884306987398,8054
105031103,0,5093,479,54,6,0,0,0,1100,789,3204,92,81,306,0,14,40,0,3,3,0.904296875,0,5153
105031104,0,3928,331,55,21,0,0,0,754,900,2274,49,97,185,8,11,36,4,0,17,0.9061130334486736,0,4004
105031105,3,5843,610,62,23,0,0,3,1283,1218,3342,103,132,375,13,16,33,3,6,14,0.8932884879987769,4.5864546705396726e-4,5928
105031106,22,7103,1545,111,30,12,0,10,1411,1606,4086,161,242,1142,15,34,62,3,8,19,0.8061514016570196,0.0024968789013732834,7244
106011107,3,9223,635,198,55,0,0,3,2125,1154,5944,138,117,380,33,46,119,5,12,38,0.9119042910816689,2.9661854854656913e-4,9476
106011108,38,19426,2124,268,113,7,7,24,4028,3587,11811,271,277,1576,35,38,195,13,13,87,0.8842459829760116,0.0017297100459738723,19807
106011109,3,6971,817,102,24,0,0,3,1360,1086,4525,176,167,474,4,26,72,0,3,21,0.8805102943033978,3.7893141341417203e-4,7097
106011110,0,8274,592,79,12,0,0,0,1550,1658,5066,92,111,389,10,18,51,3,0,9,0.9237467902199397,0,8365
106011111,10,16212,1095,196,80,3,3,4,3377,2511,10324,181,292,622,26,22,148,6,14,60,0.921502870459842,5.684078895015062e-4,16488
106011112,61,14566,936,387,127,15,3,43,3155,1763,9648,202,154,580,61,18,308,17,10,100,0.9060148037569198,0.0037942402189463206,15080
106011113,9,4208,604,56,10,6,0,3,881,596,2731,114,136,354,6,10,40,0,4,6,0.8610599549826069,0.001841620626151013,4274
106021114,23,5885,484,181,57,8,9,6,1251,804,3830,96,92,296,20,21,140,6,6,45,0.8876319758672699,0.0034690799396681748,6123
106021115,128,24727,1369,866,330,33,18,77,5165,4088,15474,253,340,776,155,73,638,48,42,240,0.9017870167760759,0.0046681254558716264,25923
106021116,3,7088,353,139,9,3,0,0,1622,1029,4437,80,83,190,26,12,101,3,0,6,0.9336143308746049,3.951527924130664e-4,7236
106021117,66,20539,1148,549,214,16,12,38,4805,2670,13064,235,233,680,111,46,392,34,29,151,0.9121957718955409,0.0029312488896784507,21302
106021118,32,9316,281,283,77,12,0,20,2168,914,6234,56,33,192,40,27,216,10,9,58,0.9326258884773251,0.0032035238762638902,9676
106031119,9,5063,460,144,36,6,0,3,865,1048,3150,41,205,214,17,44,83,3,21,12,0.8863795518207283,0.0015756302521008404,5243
106031120,12,6086,445,121,21,4,5,3,1106,1537,3443,69,127,249,11,31,79,0,15,6,0.9103964098728496,0.0017950635751682873,6228
106031121,72,18428,1515,684,305,6,23,43,2849,5684,9895,164,677,674,97,182,405,28,110,167,0.8773566939630546,0.0034279184917158636,19417
106031122,35,12347,1002,295,112,12,3,20,2617,1948,7782,174,174,654,43,45,207,8,28,76,0.8952940323399319,0.0025378870277717354,12754
106031123,13,5066,252,79,7,6,0,7,1024,659,3383,41,42,169,15,7,57,0,7,0,0.9352039874469263,0.002399852316780506,5152
106031124,12,4572,277,152,53,0,6,6,437,2068,2067,29,127,121,22,59,71,4,22,27,0.90248716936439,0.002368732727990525,4777
106031125,36,12288,1012,257,89,21,6,9,2603,1878,7807,179,167,666,43,31,183,4,27,58,0.8981143107732787,0.00263119426984359,12634
106041126,32,10582,995,314,151,10,0,22,2493,1301,6788,176,124,695,58,26,230,37,4,110,0.87642868974656285,0.002650323008116614,11047
106041127,0,3621,327,56,13,0,0,0,787,564,2270,62,56,209,13,6,37,0,4,9,0.9014189693801344,0,3690
106041128,56,5160,401,131,82,11,4,41,1093,978,3089,78,85,238,26,6,99,10,0,72,0.8850771869639794,0.00960548885077187,5373
106041129,9,7295,829,96,50,6,0,3,1500,1344,4451,158,170,501,21,15,60,8,3,39,0.8811450658292064,0.001087087812537746,7441
107011131,167,20850,880,1076,466,20,91,56,4098,4081,12671,125,266,489,148,188,740,22,188,256,0.8895430692435684,0.007124877341183497,22392
107011132,93,7471,225,616,207,13,40,40,1869,750,4852,70,34,121,85,50,481,31,46,130,0.8675104505341384,0.010798885276358569,8294
107011133,0,6,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,6
107011134,245,12163,842,1603,520,20,133,92,2485,1761,7917,131,307,404,214,185,1204,38,200,282,0.7911923502244195,0.01593703245950693,14286
107011545,700,9035,895,2082,1051,61,384,255,1993,1293,5749,212,194,489,294,196,1592,126,363,562,0.6564702463125772,0.05086100414153891,12168
107011546,761,5979,743,1420,836,29,560,172,1378,761,3840,136,208,399,142,161,1117,65,407,364,0.61392340075983165,0.07813943936749153,8235
107011547,83,3575,260,265,128,6,44,33,521,965,2089,28,83,149,27,70,168,9,81,38,0.8292739503595453,0.01925307353282301,3968
107021135,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,3
107031136,69,12981,510,603,158,17,25,27,2974,1517,8490,87,93,330,66,107,430,7,64,87,0.9064311151455904,0.004818099294741987,13742
107031137,32,6137,366,283,87,6,15,11,1183,1073,3881,56,95,215,27,50,206,10,43,34,0.8887762490948588,0.004634322954380883,6507
107031138,28,6830,445,278,74,3,3,22,1031,1844,3955,44,194,207,33,44,201,6,28,40,0.8922273024167211,0.003657740039190072,7182
107031139,12,5428,225,184,40,0,6,6,1048,962,3418,38,40,147,32,31,121,5,13,22,0.9217184581422992,0.0020376974019358125,5652
107031140,6,6889,633,209,50,6,0,0,1216,1550,4123,96,191,346,37,38,134,6,19,25,0.8846795941954539,7.705149608321562e-4,7148
107031141,217,13944,774,1434,449,37,105,75,3350,1678,8916,165,147,462,224,108,1102,35,144,270,0.8291116660720657,0.012902842192888573,15827
107031142,178,8093,433,853,361,11,112,55,1475,1341,5277,75,105,253,103,125,625,23,157,181,0.8159911272433958,0.017947166767493448,9307
107031143,339,16758,1357,1285,644,22,233,84,3214,3148,10396,229,351,777,152,224,909,28,346,270,0.8221557180002944,0.01663150664769661,18687
107041144,566,16096,1018,2209,1309,51,257,258,2942,2952,10202,205,239,574,292,297,1620,76,403,830,0.7593169166902538,0.026700632135107087,19614
107041145,237,12828,719,1155,497,18,123,96,2366,2188,8274,117,198,404,163,174,818,40,176,281,0.8310443119979269,0.01535371857994299,14480
107041146,546,15874,822,2595,1229,94,190,262,3204,2750,9920,148,187,487,389,240,1966,122,256,851,0.7535365043197569,0.025918541726003986,19698
107041147,49,7922,347,352,64,10,25,14,1752,849,5321,64,66,217,71,34,247,3,26,35,0.9070299977100985,0.005610258758873369,8338
107041148,22,10155,500,518,89,6,3,13,2101,1564,6490,99,103,298,82,65,371,12,26,51,0.8999468273661823,0.0019496632399858206,10762
107041150,107,17772,829,872,234,20,44,43,3804,2896,11072,149,176,504,140,139,593,17,90,127,0.8969415564752196,0.00540022206520642,18878
107041548,523,9051,1710,1468,1184,54,132,337,582,1850,6619,159,470,1081,161,141,1166,71,153,960,0.6494690011481056,0.03752870264064294,11703
107041549,905,10495,1033,2447,1824,108,286,511,1764,1329,7402,208,211,614,350,161,1936,136,312,1376,0.6282926245210728,0.054178639846743294,14766
108011151,3,4336,291,71,15,0,0,3,700,1025,2611,45,76,170,6,14,51,0,9,6,0.9194232400339271,6.361323155216285e-4,4422
108011152,21,12807,1013,282,112,0,3,18,1853,4336,6618,109,479,425,36,101,145,7,43,62,0.8996838777660695,0.0014752370916754477,13201
108011153,6,5499,431,110,25,3,0,3,943,1437,3119,70,125,236,14,35,61,0,8,17,0.9057815845824411,9.883050568275408e-4,5634
108011154,21,5503,459,112,69,3,12,6,549,2400,2554,38,230,191,3,40,69,6,29,34,0.8927644386761843,0.003406878650227125,5684
108021155,44,12503,1823,256,94,11,3,30,2599,2665,7239,243,370,1210,29,49,178,3,15,76,0.8493885869565218,0.002989130434782609,12853
108021156,11,8085,765,138,45,6,0,5,1277,1750,5058,104,194,467,13,23,102,3,4,38,0.8939628482972136,0.0012162759840778417,8268
108021157,7,4299,368,84,7,4,0,3,773,1141,2385,47,139,182,12,17,55,0,0,7,0.9022035676810073,0.0014690451206715634,4390
108021158,7,6004,548,145,44,4,3,0,837,2045,3122,59,272,217,22,27,96,6,13,25,0.8897451096621221,0.001037344398340249,6193
108021159,7,6970,531,116,33,3,0,4,1282,1479,4209,94,114,323,15,27,74,3,16,14,0.9102781768316573,9.141961603761264e-4,7119
108021160,3,4697,304,80,14,0,0,3,624,1661,2412,35,130,139,13,11,56,0,8,6,0.9213417026284818,5.884660651235779e-4,4791
108031161,0,319,34,6,6,0,0,0,40,66,213,8,0,26,0,0,6,0,0,6,0.873972602739726,0,331
108041162,23,15461,949,231,61,7,3,13,2232,5178,8051,112,401,436,22,75,134,10,19,32,0.9244245142002989,0.001375186846038864,15753
108041163,47,25558,1437,783,202,6,6,35,4584,6342,14632,159,549,729,134,139,510,11,72,119,0.9119063759945767,0.001676954365433332,26543
108041164,93,15355,1164,521,176,18,23,52,2407,4825,8123,148,463,553,89,104,328,25,43,108,0.887110751632099,0.005372927378820267,16052
108041165,0,4671,516,99,17,0,0,0,789,887,2995,76,124,316,10,18,71,0,7,10,0.8808221761267208,0,4787
108041166,3,10261,668,171,40,3,0,0,2102,2270,5889,130,145,393,29,20,122,0,11,29,0.9208471686260432,2.6922731759849235e-4,10472
108051167,3,4591,337,71,10,0,0,3,740,1397,2454,51,108,178,10,20,41,7,0,3,0.916001596169194,5.985634477254589e-4,4672
108051168,9,9686,532,231,61,3,3,3,1653,2664,5369,65,228,239,30,57,144,15,17,29,0.9208099629242323,8.555946382736002e-4,9978
108051169,48,18340,1452,439,168,14,3,31,3365,4612,10363,201,529,722,62,69,308,30,31,107,0.8969530982540226,0.00234753264537585,18947
108051170,9,11245,958,168,15,0,3,6,1643,3079,6523,115,247,596,17,53,98,0,3,12,0.9072206534893102,7.260992335619201e-4,11428
108051171,3,4917,309,87,30,0,0,3,878,1190,2849,48,102,159,15,17,55,0,10,20,0.9197530864197531,5.611672278338945e-4,5034
109011172,44,13565,700,515,218,13,10,21,2962,1938,8665,122,130,448,92,49,374,31,26,161,0.9018082701768382,0.0029251429331205955,14298
109011173,98,8415,848,332,168,20,13,65,1565,1511,5339,180,157,511,67,38,227,27,25,116,0.8533617280194706,0.009938140148058007,8915
109011174,63,8725,859,440,186,21,13,29,1402,1880,5443,106,268,485,64,38,338,21,40,125,0.8493137350335832,0.006132580550958824,9351
109011175,13,10677,710,168,38,4,6,3,2406,1938,6333,122,203,385,28,43,97,0,7,31,0.9199551955884887,0.0011201102877821817,10883
109011176,200,12118,1098,649,382,45,29,126,2157,2430,7531,200,222,676,117,96,436,66,50,266,0.8387900602201149,0.013843704575344363,13149
109021177,10,2497,343,94,31,0,6,4,453,516,1528,48,95,200,11,18,65,0,11,20,0.839327731092437,0.0033613445378151263,2622
109021178,13,5129,589,159,43,0,7,6,1013,1043,3073,111,119,359,15,30,114,9,12,22,0.8644867689196022,0.0021911343333895165,5331
109021179,29,2968,417,126,43,10,3,16,611,497,1860,62,81,274,12,14,100,3,10,30,0.8283561261512699,0.008093776165224673,3137
109031180,6,4968,370,80,44,3,0,3,834,1353,2781,48,145,177,16,19,45,0,9,35,0.908558888076079,0.0010972933430870519,5092
109031181,3,6038,570,65,32,0,0,3,1095,1601,3342,85,200,285,7,14,44,3,4,25,0.9001192605843769,4.472271914132379e-4,6135
109031182,51,6500,663,139,76,4,0,47,1159,1515,3826,75,204,384,26,19,94,7,9,60,0.8749495221429533,0.006864988558352402,6715
109031183,3,6011,601,78,46,0,0,3,1081,1374,3556,100,148,353,10,19,49,5,9,32,0.8919721026858585,4.4516990651431964e-4,6135
109031184,13,5295,384,80,53,7,0,6,944,1536,2815,56,131,197,10,9,61,5,3,45,0.9090128755364807,0.0022317596566523604,5428
109031185,20,8420,988,207,91,6,0,14,1454,2333,4633,176,281,531,32,45,130,18,13,60,0.8657207485091507,0.002056343820686819,8718
110011186,231,19438,1713,1301,627,61,8,162,3489,3374,12575,281,265,1167,216,65,1020,84,14,529,0.8338910338910339,0.00990990990990991,21366
110011187,15,4074,318,69,26,4,0,11,850,809,2415,58,75,185,13,3,53,4,6,16,0.9049311417147934,0.0033318525099955577,4169
110011188,0,5529,388,99,13,0,0,0,1048,1110,3371,77,81,230,18,26,55,3,3,7,0.9170675070492619,0,5641
110011189,0,2821,357,31,6,0,0,0,492,711,1618,66,122,169,6,4,21,0,0,6,0.8774494556765163,0,2858
110021190,12,7649,984,133,37,3,0,9,1343,1954,4352,132,287,565,27,13,93,0,17,20,0.867725467952354,0.0013613159387407827,7819
110021191,47,10450,775,229,149,9,0,38,2133,2360,5957,151,197,427,64,14,151,15,21,113,0.8969957081545065,0.004034334763948498,10828
110021192,4,4587,529,91,21,0,0,4,883,927,2777,84,113,332,23,24,44,0,15,6,0.8767201834862385,7.645259938837921e-4,4699
110021193,0,5360,584,40,12,0,0,0,1018,1350,2992,103,157,324,0,6,34,3,6,3,0.8939292861907938,0,5412
110021194,10,5717,711,118,34,0,0,10,929,1511,3277,74,259,378,15,32,71,0,18,16,0.8675265553869499,0.0015174506828528073,5869
110031195,21,6839,964,251,108,8,0,13,1456,1175,4208,188,193,583,49,30,172,13,17,78,0.8357570573139436,0.0025662959794696323,7198
110031196,6,4658,642,103,19,3,0,3,1083,558,3017,159,76,407,32,10,61,3,0,16,0.8581429624170965,0.001105379513633014,4780
110031197,10,6313,666,109,35,0,0,10,1355,1077,3881,133,160,373,13,13,83,0,0,35,0.8850413570727604,0.0014019346698443853,6457
110031198,3,4151,603,30,6,0,0,3,942,655,2554,122,138,343,0,10,20,0,0,6,0.8660546630502817,6.259127894846651e-4,4187
110041199,16,8273,660,146,78,0,0,16,1806,1610,4857,125,168,367,14,28,104,8,14,56,0.9018859696936662,0.0017442494276681565,8497
110041200,0,3705,377,41,7,0,0,0,715,666,2324,77,62,238,3,3,35,0,4,3,0.8970944309927361,0,3753
110041201,0,6904,660,76,22,0,0,0,1317,1525,4062,107,153,400,11,11,54,0,0,22,0.9010702166536152,0,7002
110041202,193,18102,1352,408,304,15,6,172,3677,3349,11076,214,297,841,77,29,302,40,14,250,0.8891399381109092,0.009479836927157523,18814
110041203,100,13103,1139,474,255,22,3,75,2558,2678,7867,174,275,690,67,39,368,34,10,211,0.8694180877181341,0.006635259770420012,13832
110041204,22,4793,542,96,98,0,0,22,1349,536,2908,154,56,332,19,3,74,12,0,86,0.8634480273824536,0.003963249864889209,4987
110041205,24,16804,1373,223,39,6,3,15,3407,3391,10006,210,380,783,33,38,152,0,6,33,0.9101446135514272,0.0012998970914802578,17066
111011206,47,16330,771,424,172,9,9,29,3037,3310,9983,99,333,339,71,82,271,9,45,118,0.9203110910730388,0.0026487826871055007,16926
111011207,12,5190,246,95,44,3,0,9,798,1156,3236,33,78,135,11,18,66,0,6,38,0.928942187220333,0.0021478432074458565,5329
111011208,163,21506,985,948,387,20,59,84,4222,3748,13536,168,227,590,140,124,684,31,140,216,0.8964942265204886,0.006794780941264746,22841
111011209,115,21235,842,880,292,19,34,62,4213,3450,13572,143,221,478,151,129,600,25,87,180,0.9088769046396165,0.004922102379729498,22407
111011210,33,8044,506,233,87,4,7,22,1597,1540,4907,97,119,290,37,46,150,0,22,65,0.9035156688756599,0.0037066157475008424,8364
111011211,3,3193,186,119,16,0,3,0,599,695,1899,28,99,59,23,15,81,6,7,3,0.9078760307079897,8.529997156667614e-4,3328
111011212,15,10697,491,233,75,3,3,9,1730,2697,6270,69,175,247,25,52,156,6,25,44,0.9292850317088003,0.0013031013812874641,11005
111011213,29,11121,344,391,58,15,4,10,2131,2260,6730,43,72,229,48,72,271,3,18,37,0.931173072092439,0.0024282006196098133,11570
111011214,52,12236,517,445,125,9,19,24,2164,2604,7468,55,150,312,45,93,307,12,40,73,0.9148411214953271,0.0038878504672897195,12806
