SA2_MAINCODE_2016,SA2_NAME_2016,IS_SYDNEY,IS_SUA,TOTAL_POP,LAB_FORCE,PERC_LAB_FORCE
120021389,Lilyfield - Rozelle,1,1,14670,8007,0.5458077709611452
120021387,Balmain,1,1,16629,8722,0.5245053821636899
112021248,Lismore,0,1,15641,6710,0.42900070327984147
112021246,Goonellabah,0,1,13375,5876,0.4393271028037383
103031070,Lithgow,0,1,13040,4946,0.37929447852760734
103031073,Mudgee Region - East,0,0,3497,1209,0.34572490706319703
127011504,Ashcroft - Busby - Miller,1,1,17919,5289,0.2951615603549305
127031522,Casula,1,1,16255,7131,0.43869578591202707
127031599,Lurnea - Cartwright,1,1,12031,3886,0.32299891945806664
127031598,Liverpool,1,1,28523,9617,0.33716649721277564
127031523,Chipping Norton - Moorebank,1,1,19420,9260,0.4768280123583934
127031601,Warwick Farm,1,1,6052,2247,0.37128222075346995
127031524,Holsworthy - Wattle Grove,1,1,21348,11275,0.5281525201424021
127031600,Prestons - Edmondson Park,1,1,18231,8521,0.4673907081344962
127011597,West Hoxton - Middleton Grange,1,1,15810,7640,0.48323845667299176
127011593,Cecil Hills,1,1,7268,3558,0.4895432030820033
127011596,Hoxton Park - Carnes Hill - Horningsea Park,1,1,12009,5667,0.47189607794154387
127011595,Hinchinbrook,1,1,12735,6005,0.47153513937966235
127011594,Green Valley,1,1,12993,5705,0.4390825829292696
127011505,Austral - Greendale,1,1,9210,4063,0.44115092290988056
124031463,Mulgoa - Luddenham - Orchard Hills,1,1,9839,5169,0.5253582681166785
110041201,Quirindi,0,0,7846,3258,0.4152434361458068
106041129,Scone Region,0,0,8403,3854,0.45864572176603596
106021114,Maitland,0,1,6768,3197,0.4723699763593381
106021116,Maitland - North,0,1,7761,3873,0.499033629686896
106021115,Maitland - East,0,1,28013,12928,0.4615000178488559
111031223,Beresfield - Hexham,0,1,8543,3589,0.4201100316048227
106021118,Thornton - Millers Forest,0,1,10222,5412,0.5294462923107024
122011418,Balgowlah - Clontarf - Seaforth,1,1,21140,10283,0.4864238410596026
122011419,Manly - Fairlight,1,1,23655,12754,0.5391671950961742
120031394,Dulwich Hill - Lewisham,1,1,17600,9698,0.5510227272727273
117021326,Marrickville,1,1,27923,14723,0.5272714249901514
117021327,Petersham - Stanmore,1,1,21342,12367,0.5794677162402774
117021328,Sydenham - Tempe - St Peters,1,1,8279,4750,0.5737407899504771
117031332,Newtown - Camperdown - Darlington,1,1,26354,15537,0.5895499734385672
103031072,Mudgee,0,1,12019,5339,0.4442133288959148
110031195,Moree,0,0,8509,3570,0.4195557644846633
121041415,Mosman,1,1,30260,14575,0.4816589557171183
121041413,Cremorne - Cammeray,1,1,20129,11273,0.5600377564707636
109031184,Moama,0,1,5960,2545,0.42701342281879195
106041127,Muswellbrook Region,0,0,4086,1954,0.478218306412139
106041126,Muswellbrook,0,1,12376,5385,0.4351163542340013
108021158,Nambucca Heads,0,0,6873,2062,0.3000145496871817
108021157,Macksville - Scotts Head,0,0,4896,1756,0.35866013071895425
110031197,Narrabri,0,0,7320,3351,0.45778688524590166
105031105,Narromine,0,0,6712,2836,0.4225268176400477
111031228,Merewether - The Junction,0,1,14218,7494,0.5270783513855676
111031227,Mayfield - Warabrook,0,1,15357,7592,0.49436738946408804
111031235,Wickham - Carrington - Tighes Hill,0,1,8365,4538,0.542498505678422
111031232,Stockton - Fullerton Cove,0,1,7635,2927,0.383366077275704
111031229,Newcastle - Cooks Hill,0,1,11435,6338,0.5542632269348492
111031224,Hamilton - Broadmeadow,0,1,12295,6135,0.49898332655551036
111031231,Shortland - Jesmond,0,1,11895,5014,0.42152164775115597
111031225,Lambton - New Lambton,0,1,17040,8459,0.4964201877934272
111031234,Waratah - North Lambton,0,1,12477,6006,0.4813657129117576
121041414,Crows Nest - Waverton,1,1,19086,11533,0.6042649062139789
121041416,Neutral Bay - Kirribilli,1,1,19112,11067,0.5790602762662201
121041417,North Sydney - Lavender Bay,1,1,11369,6679,0.5874747119359662
121011402,Willoughby - Castle Cove - Northbridge,1,1,26672,12467,0.46741901619676063
103011061,Oberon,0,0,4704,2055,0.43686224489795916
103041077,Orange,0,1,19390,8277,0.4268695203713254
103021067,Parkes (NSW),0,1,11251,4724,0.41987378899653366
125021477,Ermington - Rydalmere,1,1,22036,10377,0.47091123615901254
125041493,Toongabbie - Constitution Hill,1,1,22570,10685,0.4734160389898095
125031483,Guildford - South Granville,1,1,22073,7200,0.3261903683232909
124031462,Kingswood - Werrington,1,1,20044,9707,0.48428457393733787
124031457,Cambridge Park,1,1,16025,8186,0.5108268330733229
124051470,St Clair,1,1,20548,10795,0.5253552657192914
124051581,St Marys - North St Marys,1,1,16497,7057,0.4277747469236831
124051580,Colyton - Oxley Park,1,1,11927,5405,0.45317347195438923
124051469,Erskine Park,1,1,6669,3853,0.5777477882741041
124031458,Castlereagh - Cranebrook,1,1,24364,12782,0.5246264981119685
124031459,Emu Plains - Leonay,1,1,14572,7294,0.5005489980785067
124031460,Glenmore Park - Regentville,1,1,21742,12093,0.5562045809953087
124031461,Jamisontown - South Penrith,1,1,17738,8627,0.486356973728718
124031464,Penrith,1,1,13784,6296,0.4567614625652931
122021423,Warriewood - Mona Vale,1,1,25253,12540,0.4965746643963094
122021421,Bayview - Elanora Heights,1,1,11157,5185,0.4647306623644349
122021422,Newport - Bilgola,1,1,13916,7147,0.5135814889336016
122021420,Avalon - Palm Beach,1,1,12978,6356,0.48975188781014023
122031432,Terrey Hills - Duffys Forest,1,1,3786,1867,0.4931325937665082
106031122,Raymond Terrace,0,1,14120,5855,0.4146600566572238
106031120,Lemon Tree Passage - Tanilba Bay,0,0,6779,2503,0.3692284997787284
106031121,Nelson Bay Peninsula,0,1,21621,8381,0.3876323944313399
106031119,Anna Bay,0,1,5838,2534,0.434052757793765
106031123,Seaham - Woodville,0,0,5480,2897,0.5286496350364963
101021012,Queanbeyan West - Jerrabomberra,0,1,13150,7386,0.5616730038022814
101021009,Queanbeyan,0,1,11230,5918,0.5269813000890472
101021008,Karabar,0,1,8531,4392,0.5148282733559958
101021010,Queanbeyan - East,0,1,4970,2788,0.5609657947686116
118021564,Kensington (NSW),1,1,15711,7311,0.46534275348481957
118021565,Kingsford,1,1,16427,7121,0.43349363852194556
118021568,Maroubra - West,1,1,10817,5034,0.4653785707682352
118021350,Malabar - La Perouse - Chifley,1,1,25045,10707,0.4275104811339589
118021348,Coogee - Clovelly,1,1,27296,14693,0.5382839976553341
118021569,Randwick - North,1,1,17849,9984,0.5593590677348871
118021570,Randwick - South,1,1,13959,7248,0.5192349022136257
118021566,Maroubra - North,1,1,10458,5010,0.47905909351692483
118021567,Maroubra - South,1,1,11350,5228,0.4606167400881057
119041376,Bexley,1,1,27916,13061,0.467867889382433
119041375,Arncliffe - Bardwell Valley,1,1,22843,11777,0.5155627544543187
119041381,Rockdale - Banksia,1,1,21121,10895,0.5158373183087922
119041380,Monterey - Brighton-le-Sands - Kyeemagh,1,1,14883,6901,0.46368339716455015
126021503,West Ryde - Meadowbank,1,1,20262,11087,0.5471819168887573
126021591,Ryde,1,1,28309,14340,0.5065526864248119
126021500,Macquarie Park - Marsfield,1,1,22689,11163,0.4920005288906519
126021590,Putney,1,1,4272,2158,0.5051498127340824
126021501,North Ryde - East Ryde,1,1,12758,6206,0.4864398808590688
107031142,Shellharbour - Oak Flats,0,1,10217,4757,0.4655965547616717
107031141,Shellharbour - Flinders,0,1,17384,8510,0.4895306028531983
107031143,Warilla,0,1,21039,8118,0.3858548410095537
107031136,Albion Park - Macquarie Pass,0,1,14706,7289,0.49564803481572145
107031137,Albion Park Rail,0,1,7045,3128,0.4440028388928318
114011274,Culburra Beach,0,0,5069,1867,0.36831722233182085
114011278,Nowra,0,1,20617,7818,0.3792016297230441
114011273,Callala Bay - Currarong,0,0,3715,1363,0.3668909825033647
114011277,North Nowra - Bomaderry,0,1,16173,6837,0.4227416063810054
114011281,Tomerong - Wandandian - Woollamia,0,0,3503,1648,0.4704538966600057
114011282,Ulladulla,0,1,15618,5697,0.3647714175950826
114011279,St Georges Basin - Erowal Bay,0,1,14273,4924,0.3449870384642332
114011280,Sussex Inlet - Berrara,0,0,4397,1321,0.3004321128041847
114011283,Ulladulla Region,0,0,5128,2011,0.3921606864274571
114011276,Huskisson - Vincentia,0,1,4272,1768,0.41385767790262173
106011113,Singleton Region,0,0,5030,2305,0.45825049701789267
106011112,Singleton,0,1,16517,8129,0.4921595931464552
101031016,Jindabyne - Berridale,0,0,7071,3974,0.5620138594258238
120031396,Homebush,1,1,17066,8852,0.5186921364115786
120031576,Strathfield South,1,1,3743,1874,0.5006679134384184
128011531,Sylvania - Taren Point,1,1,16756,7394,0.4412747672475531
128011603,Caringbah South,1,1,12484,6168,0.4940724126882409
128011606,Woolaware - Burraneer,1,1,8038,4205,0.52314008459815875
128011604,Cronulla - Kurnell - Bundeena,1,1,24746,13391,0.5411379616907783
128011602,Caringbah,1,1,12222,6270,0.5130093274423171
128011605,Lilli Pilli - Port Hacking - Dolans Bay,1,1,3263,1719,0.5268158136684034
128011529,Gymea - Grays Point,1,1,18080,9533,0.5272676991150442
128011530,Miranda - Yowie Bay,1,1,18905,9144,0.48368156572335363
128021538,Sutherland - Kirrawee,1,1,21548,11272,0.5231111936142565
128021536,Oyster Bay - Como - Jannali,1,1,21839,11095,0.5080360822381977
128021535,Menai - Lucas Heights - Woronora,1,1,21765,12132,0.5574086836664369
128021608,Loftus - Yarrawarrah,1,1,7451,3885,0.5214065226144142
