SA2_CODE,DWELLING_FLAT,DWELLING_HOUSE,DWELLING_OTHER,DWELLING_SEMI,PERC_DWELLING_HOUSE,PERC_DWELLING_FLAT,PERC_DWELLING_SEMI,PERC_DWELLING_OTHER
125011473,5889,991,26,616,0.13174687583089603,0.7829034831161925,0.08189311353363467,0.0034565275192767883
125011475,0,0,0,0,NaN,NaN,NaN,NaN
125011582,1893,2581,47,519,0.5121031746031746,0.3755952380952381,0.10297619047619047,0.009325396825396825
125011583,2830,597,21,129,0.16689963656695556,0.7911657813810455,0.03606374056471904,0.005870841487279843
125011584,139,1832,23,459,0.7468406033428455,0.05666530778638402,0.1871178149205055,0.009376273950264982
125011585,817,1745,13,346,0.5973981513180417,0.2796987333105101,0.11845258473125642,0.004450530640191715
125011586,1802,3281,62,1365,0.5039938556067588,0.2768049155145929,0.20967741935483872,0.009523809523809525
125011587,550,1133,5,71,0.6441159749857874,0.312677657760091,0.04036384309266629,0.0028425241614553724
125021476,1834,6484,47,1184,0.6790239815687507,0.1920619960205257,0.12399204105141899,0.00492198135930464
125021477,669,4839,36,2234,0.6221393674466443,0.08601182823347904,0.28722036513242477,0.004628439187451787
125021478,1052,3454,29,2269,0.5076425631981187,0.15461493239271018,0.3334803057025279,0.004262198706643151
125031479,699,4406,35,890,0.7306799336650083,0.11592039800995024,0.14759535655058043,0.005804311774461028
125031480,1322,3239,29,478,0.6391081294396211,0.26085240726124703,0.09431728492501973,0.005722178374112076
125031481,2085,3918,47,823,0.5700567437800087,0.30336097773897863,0.11974392550560163,0.006838352975411029
125031482,519,7437,29,976,0.8299296953465015,0.057917643120187476,0.10891641557861846,0.003236245954692557
125031483,1150,4335,30,1248,0.6409877273399379,0.17004288037853024,0.18453349105426586,0.004435901227266006
125031484,1824,4082,83,1371,0.5546195652173913,0.24782608695652175,0.18627717391304346,0.011277173913043479
125031485,3123,4828,57,1967,0.48401002506265667,0.3130827067669173,0.19719298245614036,0.005714285714285714
125031486,0,0,3,0,0,0,0,1
125031487,0,0,0,0,NaN,NaN,NaN,NaN
125041489,6124,1734,71,1348,0.18691387301929502,0.6601271962919047,0.14530559448097446,0.007653336207825805
125041490,6,2441,16,216,0.9111608809257186,0.0022396416573348264,0.08062709966405375,0.0059723777528928705
125041491,4650,2316,34,1250,0.2807272727272727,0.5636363636363636,0.15151515151515152,0.004121212121212121
125041492,10102,1110,122,470,0.09403592002710945,0.8558115892917655,0.03981701118264995,0.010335479498475093
125041493,830,5370,52,1850,0.6627993088126388,0.10244384102690694,0.22833868180696124,0.006418168353492965
125041494,46,3499,11,132,0.9487527114967462,0.012472885032537961,0.03579175704989154,0.002982646420824295
125041588,1035,2058,34,1377,0.45692717584369447,0.22979573712255771,0.30572824156305506,0.007548845470692718
125041589,2276,2343,65,958,0.4152782701169798,0.4034030485643389,0.16979794399149237,0.01152073732718894
126011495,2875,5815,18,1034,0.5969000205296654,0.2951139396427838,0.1061383699445699,0.0018476698829809075
126011496,588,6003,35,572,0.8339816615726591,0.08168935815504307,0.07946651847735482,0.0048624617949430396
126021497,1640,5686,46,1612,0.6329029385574354,0.182546749777382,0.1794300979519145,0.005120213713268032
126021498,2252,2988,39,883,0.48490749756572543,0.36546575787082114,0.1432976306394028,0.006329113924050633
126021499,778,2437,25,397,0.6700577398955183,0.2139125653010723,0.10915589771789937,0.006873797085510036
126021500,3921,1719,177,3111,0.19254032258064516,0.43918010752688175,0.3484543010752688,0.0198252688172043
126021501,372,3528,29,600,0.7789799072642968,0.08213733716052109,0.1324795760653566,0.006403179509825568
126021503,4795,2782,25,577,0.3401393813424624,0.586257488690549,0.07054652157965521,0.0030566083873334146
126021590,21,1220,5,207,0.8396421197522368,0.014452856159669649,0.14246386785960083,0.0034411562284927736
126021591,4938,4864,76,1246,0.43725278676734985,0.44390507011866237,0.11201006832074793,0.0068320747932398415
127011504,927,4735,18,290,0.7931323283082077,0.15527638190954773,0.048576214405360134,0.003015075376884422
127011505,6,2756,114,10,0.954954954954955,0.002079002079002079,0.003465003465003465,0.0395010395010395
127011506,25,5706,68,112,0.9653188969717476,0.004229402808323465,0.018947724581289124,0.011503975638639825
127011592,0,27,5,0,0.84375,0,0,0.15625
127011593,0,1844,3,90,0.9519876097057305,0,0.04646360351058337,0.0015487867836861124
127011594,5,2912,6,655,0.8138624930128563,0.001397428731134712,0.1830631637786473,0.0016769144773616546
127011595,3,3044,7,450,0.8687214611872146,8.561643835616438e-4,0.1284246575342466,0.001997716894977169
127011596,3,3131,5,199,0.9379868184541642,8.987417615338526e-4,0.05961653684841222,0.0014979029358897543
127011597,26,3949,20,314,0.9164539336272917,0.006033882571362265,0.0728707356695289,0.004641448131817127
127021509,65,3967,17,655,0.8433248299319728,0.013818027210884353,0.13924319727891157,0.0036139455782312926
127021510,169,5193,29,297,0.9129746835443038,0.02971167369901547,0.05221518987341772,0.0050984528832630095
127021511,2938,3528,41,1610,0.43464334113588765,0.36195638782801526,0.19834914377232968,0.005051127263767402
127021512,140,4643,13,552,0.8681750186985789,0.02617801047120419,0.10321615557217652,0.0024308152580403888
127021513,1169,4149,55,1156,0.6354725072752335,0.1790473273089294,0.1770562107520294,0.008423954663807628
127021514,14,2584,14,257,0.9006622516556292,0.004879749041477867,0.08957825026141512,0.004879749041477867
127021515,2944,2411,42,836,0.38681212899085515,0.47232472324723246,0.13412481950906466,0.006738328252847746
127021516,336,4388,50,1089,0.7484223093979192,0.05730854511342316,0.18574108818011256,0.008528057308545113
127021517,44,2148,14,249,0.874949083503055,0.017922606924643585,0.10142566191446029,0.005702647657841141
127021518,5,1310,14,0,0.9857035364936042,0.003762227238525207,0,0.010534236267870579
127021519,375,4906,129,603,0.815898885747547,0.06236487610177948,0.10028272077166141,0.02145351737901214
127021520,14,2880,16,312,0.8938547486033519,0.004345127250155183,0.09683426443202979,0.004965859714463066
127021521,3,0,3,0,0,0.5,0,0.5
127031522,112,3687,20,1281,0.7229411764705882,0.02196078431372549,0.2511764705882353,0.00392156862745098
127031523,280,5302,12,770,0.8331238214959146,0.04399748585795098,0.12099308610936518,0.0018856065367693275
127031524,138,5615,6,802,0.8558146623990245,0.021033379058070414,0.12223746380124981,9.144947416552355e-4
127031598,6044,2900,57,1100,0.2871002871002871,0.5983565983565984,0.1089001089001089,0.005643005643005643
127031599,408,2889,26,733,0.7122781065088757,0.10059171597633136,0.1807199211045365,0.00641025641025641
127031600,7,4708,22,190,0.9555510452608078,0.0014207428455449563,0.0385630200933631,0.004465191800284148
127031601,1886,545,4,180,0.2084130019120459,0.7212237093690248,0.06883365200764818,0.0015296367112810707
128011529,1048,4492,21,986,0.6861157782190316,0.16007331602260577,0.15060332976936,0.0032075759890025967
128011530,2203,3794,112,1285,0.5131187449283202,0.2979442791452529,0.17378955910197458,0.015147416824452259
128011531,972,3960,26,1252,0.6376811594202898,0.1565217391304348,0.20161030595813204,0.004186795491143317
128011602,2287,1573,19,1439,0.2957878901842798,0.43004889056036105,0.27059044753666794,0.0035727717186912374
128011603,19,3479,12,894,0.7899636693914623,0.004314259763851045,0.20299727520435967,0.0027247956403269754
128011604,7043,3859,53,549,0.33544853963838667,0.612221835883171,0.04772253129346314,0.0046070931849791375
128011605,3,990,0,61,0.9392789373814042,0.0028462998102466793,0.05787476280834915,0
128011606,333,2011,3,481,0.7111032531824611,0.11775106082036775,0.17008486562942007,0.0010608203677510608
128021533,223,1803,84,245,0.7656050955414013,0.09469214437367304,0.1040339702760085,0.035668789808917196
128021534,66,3165,5,136,0.9386120996441281,0.019572953736654804,0.04033214709371293,0.0014827995255041518
128021535,103,5670,62,1144,0.8124373119358074,0.014758561398481158,0.16392033242584897,0.008883794239862445
128021536,539,5892,21,1097,0.780500728573321,0.07140018545502716,0.14531726056431316,0.0027818254073387204
128021537,0,4,11,0,0.26666666666666666,0,0,0.7333333333333333
128021538,4196,3498,40,1320,0.3863485752153744,0.4634415727855092,0.145791915175613,0.004417936823503424
128021607,760,4778,19,446,0.795935365650508,0.12660336498417457,0.07429618524071298,0.0031650841246043645
128021608,32,2281,3,215,0.9012248123271435,0.012643224022125641,0.08494666139865666,0.001185302252074279
128021609,6,1092,24,18,0.9578947368421052,0.005263157894736842,0.015789473684210527,0.021052631578947368
197979799,0,0,19,0,0,0,0,1
201011001,276,3839,54,220,0.87468671679198,0.06288448393711552,0.05012531328320802,0.012303485987696514
201011002,413,4349,80,919,0.7549036625585835,0.07168894289185905,0.15952091650755076,0.013886478042006597
201011003,256,8969,120,1336,0.8397153824548264,0.02396779327778298,0.12508192116842992,0.011234903098960771
201011004,426,8238,106,2851,0.7088890801135874,0.0366577747181826,0.24533172704586526,0.009121418122364685
201011005,29,2463,21,65,0.9553917765709853,0.011249030256012413,0.0252133436772692,0.008145849495733127
201011006,20,2542,8,250,0.9014184397163121,0.0070921985815602835,0.08865248226950355,0.0028368794326241137
201011007,3,1401,9,0,0.9915074309978769,0.0021231422505307855,0,0.006369426751592357
201011008,349,5467,24,801,0.8232193946694775,0.05255232645685891,0.12061436530642976,0.0036139135672338504
201021009,69,2491,40,25,0.948952380952381,0.026285714285714287,0.009523809523809525,0.015238095238095238
201021010,366,3056,107,80,0.8467719589914103,0.10141313383208644,0.022166805209199225,0.029648101967303962
201021011,90,5342,146,142,0.9339160839160839,0.015734265734265736,0.024825174825174826,0.025524475524475523
201021012,16,2366,54,0,0.9712643678160919,0.006568144499178982,0,0.022167487684729065
201031013,13,1768,62,0,0.9593054801953337,0.00705371676614216,0,0.033640803038524146
201031014,32,1864,100,0,0.9338677354709419,0.01603206412825651,0,0.050100200400801605
201031015,8,1927,24,0,0.9836651352730985,0.00408371618172537,0,0.01225114854517611
201031016,84,3464,71,363,0.8699146157709694,0.02109492717227524,0.09116022099447514,0.01783023606228026
201031017,67,2576,102,40,0.9249551166965889,0.02405745062836625,0.01436265709156194,0.03662477558348295
202011018,401,5981,63,929,0.8110930295633306,0.0543802549498237,0.12598318416056414,0.00854353132628153
202011019,73,4939,43,387,0.9075707460492466,0.013414185961043735,0.0711135611907387,0.007901506798970967
202011020,85,5062,40,1174,0.7957868259707593,0.013362678824084264,0.18456217575852854,0.006288319446627889
202011021,43,3462,18,804,0.8000924428010169,0.009937601109313613,0.18581003004391033,0.004159926045759187
202011022,304,7883,168,713,0.8693206881340979,0.03352448169386855,0.0786281429201588,0.018526687251874726
202011023,4,1644,22,0,0.9844311377245509,0.0023952095808383233,0,0.013173652694610778
202011024,8,2959,33,5,0.9846921797004992,0.0026622296173044926,0.0016638935108153079,0.010981697171381031
202011025,30,4417,53,144,0.9511197243755384,0.006459948320413436,0.031007751937984496,0.011412575366063738
202021026,7,2660,60,5,0.9736456808199122,0.002562225475841874,0.0018301610541727673,0.021961932650073207
202021027,50,4635,79,313,0.91294071301949975,0.009848335631278314,0.061650581051802246,0.015560370297419737
202021028,43,4249,83,33,0.963929219600726,0.009754990925589837,0.007486388384754991,0.01882940108892922
202021029,29,2348,104,10,0.9425933360096347,0.011641910879164994,0.004014452027298274,0.04175030108390205
202021030,152,4013,44,192,0.9118382185866848,0.03453760508975233,0.043626448534423996,0.009997727789138832
202021031,16,2728,24,88,0.9551820728291317,0.0056022408963585435,0.03081232492997199,0.008403361344537815
202031032,23,1820,53,11,0.9543786051389617,0.012060828526481384,0.0057682223387519665,0.02779234399580493
202031033,93,3649,157,10,0.9334868252750064,0.023791250959324637,0.0025581990278843694,0.0401637247377846
203011034,3,2147,16,5,0.988945186549977,0.0013818516812528789,0.0023030861354214646,0.007369875633348687
203011035,28,2717,28,13,0.9752333094041636,0.010050251256281407,0.00466618808327351,0.010050251256281407
203011036,7,2406,41,3,0.9792429792429792,0.002849002849002849,0.001221001221001221,0.016687016687016686
203021037,103,4992,276,1309,0.7473053892215569,0.015419161676646706,0.19595808383233532,0.04131736526946108
203021038,308,9977,55,1054,0.8756362998069159,0.02703177110760049,0.0925048271019835,0.004827101983500088
203021039,789,4362,107,1308,0.6643314042034725,0.12016448370392933,0.19920804142552542,0.0162960706670728
203021040,1236,6956,40,1083,0.7467525496511004,0.13268921095008052,0.11626409017713366,0.0042941492216854536
203021041,290,8106,38,948,0.863994883820081,0.030910253677254317,0.1010445534001279,0.004050309102536773
203021042,56,7346,37,998,0.8706886334004978,0.0066374303662439255,0.1182884911698471,0.004385445063411165
203021043,36,5868,30,576,0.9013824884792627,0.005529953917050691,0.08847926267281106,0.004608294930875576
203021044,7,4802,62,347,0.9202759678037562,0.0013415101571483327,0.0665005749329245,0.011881947106170947
203021045,97,5893,68,850,0.8530689056166764,0.01404169079328315,0.12304574406485234,0.009843659525188187
203021046,146,3355,26,1011,0.7393124724548259,0.03217276333186426,0.22278536800352577,0.0057293962097840455
203021047,363,5307,69,794,0.8123373641512323,0.05556405939078524,0.12153681310270932,0.010561763355273228
203031048,84,5548,26,227,0.9427357689039932,0.01427357689039932,0.03857264231096007,0.004418011894647409
203031049,311,6047,105,204,0.9070046497675116,0.04664766761661917,0.030598470076496177,0.01574921253937303
203031050,156,10244,100,1129,0.880901195287643,0.013414739014532634,0.09708487402184195,0.008599191675982458
203031051,258,5709,69,363,0.8921706516643225,0.0403187998124707,0.05672761368963901,0.010782934833567745
203031052,139,3169,35,260,0.8795448237579795,0.038578961976131004,0.07216208714959756,0.009714127116291979
203031053,164,7817,57,1024,0.8626131096888104,0.01809755020966674,0.11299933789450453,0.0062900022070183186
204011054,53,3518,232,151,0.8897319170460294,0.01340414769853313,0.038189175518462314,0.05867475973697522
204011055,80,3140,89,123,0.914918414918415,0.023310023310023312,0.03583916083916084,0.025932400932400932
204011056,133,5025,116,340,0.8950837192732455,0.02369077306733167,0.060562878517990734,0.020662629141432135
204011057,544,5616,322,63,0.8580595874713521,0.08311688311688312,0.009625668449197862,0.04919786096256684
204011058,75,2009,128,27,0.8972755694506476,0.033497096918267084,0.01205895489057615,0.05716837874050915
204011059,301,2611,68,44,0.8634259259259259,0.09953703703703703,0.01455026455026455,0.022486772486772486
204011060,3,1752,39,19,0.9663541092112521,0.001654715940430226,0.010479867622724766,0.02151130722559294
204011061,0,128,0,0,1,0,0,0
204011062,43,1891,70,18,0.9352126607319485,0.02126607319485658,0.008902077151335312,0.03461918892185954
204021063,488,4527,68,75,0.8776657619232261,0.09461031407522295,0.014540519581233036,0.013183404420317953
204021064,9,1658,25,0,0.9799054373522459,0.005319148936170213,0,0.014775413711583925
204021065,162,1602,31,31,0.8773274917853231,0.0887185104052574,0.016976998904709748,0.016976998904709748
204021066,167,7217,91,1338,0.8189038919777601,0.01894927947350505,0.151821173266765,0.010325655281969817
204021067,35,4082,140,11,0.9564198687910028,0.008200562324273665,0.002577319587628866,0.03280224929709466
204031068,94,1879,58,60,0.8986131037780966,0.04495456719273075,0.028694404591104734,0.02773792443806791
204031069,770,4312,339,324,0.7505657093124456,0.134029590948651,0.05639686684073107,0.059007832898172324
204031070,40,1242,38,5,0.9373584905660377,0.03018867924528302,0.0037735849056603774,0.028679245283018868
204031071,12,2125,34,93,0.9386042402826855,0.00530035335689046,0.04107773851590106,0.015017667844522967
204031072,41,2945,84,34,0.9487757731958762,0.013208762886597938,0.01095360824742268,0.027061855670103094
204031073,311,5292,65,499,0.8581157775255391,0.05042970650235122,0.0809145451597211,0.01053997081238852
204031074,151,8691,146,1372,0.8388996138996139,0.014575289575289575,0.13243243243243244,0.014092664092664093
204031075,17,1746,27,28,0.9603960396039604,0.00935093509350935,0.015401540154015401,0.01485148514851485
205011076,269,6018,140,291,0.8958023221196785,0.04004167907115213,0.04331646323310509,0.020839535576064303
205011077,20,2741,107,24,0.9477869986168741,0.006915629322268326,0.008298755186721992,0.03699861687413555
205011078,56,3177,14,82,0.9543406428356864,0.016821868428957644,0.024632021628116552,0.004205467107239411
205011079,590,6931,90,426,0.8623864626104267,0.07341047654597486,0.05300485255692423,0.011198208286674132
205021080,0,0,0,0,NaN,NaN,NaN,NaN
205021081,178,6090,140,422,0.8916544655929722,0.026061493411420205,0.06178623718887262,0.020497803806734993
205021082,28,3550,223,34,0.9256844850065189,0.007301173402868318,0.008865710560625815,0.058148631029986964
205021083,0,0,0,0,NaN,NaN,NaN,NaN
205021084,150,5216,253,217,0.8937628512679918,0.02570253598355038,0.037183002056202875,0.04335161069225497
205021085,104,3743,178,64,0.9153827341648325,0.025434091464905845,0.015651748593788213,0.04353142577647347
205021086,93,3296,66,241,0.8917748917748918,0.025162337662337664,0.06520562770562771,0.017857142857142856
205031087,96,6673,137,76,0.9557433400171871,0.013749641936407906,0.010885133199656259,0.01962188484674878
205031088,0,92,9,0,0.9108910891089109,0,0,0.0891089108910891
205031089,44,3888,49,135,0.9446064139941691,0.010689990281827016,0.03279883381924198,0.011904761904761904
205031090,233,4526,50,118,0.918611731276639,0.04729044043028212,0.023949665110614977,0.010148163182463974
205031091,308,10188,84,679,0.9048760991207034,0.027355893063327117,0.060307309707789324,0.007460698108180123
205031092,0,9,5,0,0.6428571428571429,0,0,0.35714285714285715
205031093,213,13243,316,703,0.914887737478411,0.014715025906735752,0.04856649395509499,0.021830742659758203
205041094,78,4695,65,36,0.9632745178498153,0.01600328272466147,0.007386130488305293,0.013336068937217891
205041095,399,6720,63,1058,0.8155339805825242,0.04842233009708738,0.12839805825242717,0.007645631067961165
205041096,659,5851,45,447,0.8356183947443587,0.09411596686660954,0.06383890317052271,0.006426735218508998
205041097,984,10178,167,760,0.8419224088013897,0.08139631069567375,0.06286706923649599,0.013814211266440566
205041098,0,1877,11,0,0.9941737288135594,0,0,0.005826271186440678
205051099,0,12,0,0,1,0,0,0
205051100,12,3919,137,9,0.9612460142261466,0.0029433406916850625,0.002207505518763797,0.033603139563404466
205051101,96,6150,116,31,0.9619896762083529,0.015016424213984044,0.004849053652432348,0.01814484592523072
205051102,6,1624,23,3,0.9806763285024155,0.0036231884057971015,0.0018115942028985507,0.013888888888888888
205051103,448,5704,94,683,0.8232068119497763,0.06465579448693895,0.09857122239861452,0.013566171164670227
205051104,35,2870,112,64,0.9315157416423239,0.011359948068808828,0.020772476468679,0.03635183382018825
206011105,4378,4215,77,3629,0.3427107894950809,0.35596389950402474,0.29506463940157734,0.006260671599317018
206011106,2324,1526,20,1803,0.26899347787766614,0.4096597919971796,0.3178212585933369,0.0035254715318173806
206011107,2787,2611,25,1332,0.38652849740932643,0.4125832716506292,0.19718726868985936,0.003700962250185048
206011108,1103,6939,60,2783,0.6374827744602665,0.1013321084060634,0.25567294441892513,0.005512172714745062
206011109,240,3211,22,361,0.8375065206051121,0.06259780907668232,0.09415753781950965,0.005738132498695879
206021110,1047,2005,19,893,0.5058022199798183,0.2641271442986882,0.22527749747729567,0.00479313824419778
206021111,2625,5100,50,3286,0.46107946840249525,0.23732031461893138,0.29707983003345084,0.004520386945122502
206021112,2375,4346,46,1817,0.5062907735321528,0.2766775396085741,0.21167287977632807,0.005358807082945014
206031113,2279,2790,41,1505,0.4217687074829932,0.34452003023431593,0.2275132275132275,0.006198034769463341
206031114,3999,5719,57,2258,0.4752763234438627,0.33233607579157315,0.18765062744120337,0.004736973323360758
206031115,3047,922,19,942,0.18701825557809332,0.618052738336714,0.19107505070993916,0.0038539553752535496
206031116,1881,3290,48,1145,0.516970458830924,0.2955688246385921,0.17991829038340668,0.00754242614707731
206041117,8850,126,100,1466,0.01195219123505976,0.8394991462720547,0.13906279643331437,0.00948586605957124
206041118,6302,4,47,142,6.158583525789069e-4,0.9702848344880678,0.021862971516551193,0.007236335642802155
206041119,2212,209,47,483,0.07082344967807523,0.7495764147746526,0.16367333107421214,0.01592680447305998
206041120,38,0,0,0,0,1,0,0
206041121,1841,720,13,2682,0.136986301369863,0.3502663622526636,0.5102739726027398,0.0024733637747336376
206041122,21729,35,635,36,0.0015600624024961,0.9685313126810787,0.0016046356139959885,0.02830398930242924
206041123,7081,571,129,2582,0.05509987455370067,0.6832963427578886,0.2491556499083277,0.012448132780082987
206041124,1521,155,67,736,0.06252521177894312,0.6135538523598225,0.29689390883420735,0.02702702702702703
206041125,3052,226,24,404,0.06098219104155424,0.8235294117647058,0.1090124123043713,0.0064759848893685915
206041126,11243,25,51,210,0.002168444791395611,0.9751929915864342,0.018214936247723135,0.004423627374447047
206041127,0,0,3,0,0,0,0,1
206051128,4378,847,54,2968,0.10270401358069602,0.5308597065599612,0.3598884442827695,0.0065478355765733
206051129,6331,1104,37,1171,0.1277334258937869,0.7325002892514173,0.135485363878283,0.004280920976512785
206051130,4686,446,38,3644,0.050601316088041755,0.5316541865214431,0.4134331744951214,0.004311322895393692
206051131,4,0,3,6,0,0.3076923076923077,0.46153846153846156,0.23076923076923078
206051132,4048,380,54,2240,0.05653079440642666,0.6022017256768819,0.3332341565010414,0.008033323415650105
206051133,13636,815,193,1677,0.04993566570675816,0.835488021567306,0.10275105692053182,0.01182525580540408
206051134,6640,1249,47,1178,0.1370419135396094,0.728549484309853,0.1292517006802721,0.0051569014702655255
206061135,2396,1293,20,902,0.280416395575797,0.5196269789633485,0.19561917154630232,0.004337453914552158
206061136,7042,1260,89,3013,0.11048754822869168,0.6175026306559102,0.2642055419151175,0.007804279200280604
206061137,10404,867,52,1791,0.06611255147170962,0.7933506176605155,0.13657160286716485,0.003965228000610035
206061138,3634,2125,16,1371,0.2973691575706689,0.5085362440526169,0.19185558354324098,0.002239014833473272
206071139,2687,533,47,1120,0.12149532710280374,0.6124914520173239,0.2552997492591748,0.010713471620697515
206071140,1047,366,26,2659,0.08931185944363104,0.2554904831625183,0.6488530990727184,0.00634455832113226
206071141,3229,605,55,774,0.1297447994853099,0.6924726570877118,0.16598756165558654,0.011794981771391808
206071142,2982,704,71,1455,0.1350729086722947,0.5721412125863392,0.2791634689178818,0.013622409823484267
206071143,2192,867,50,2966,0.14271604938271604,0.3608230452674897,0.4882304526748971,0.00823045267489712
206071144,7967,1910,109,5896,0.12026193174663141,0.5016370734164463,0.3712378793602821,0.006863115476640222
206071145,1153,1101,31,1782,0.2707155151217113,0.2835013523481682,0.4381608064912712,0.007622326038849275
207011146,107,2193,11,603,0.7525737817433081,0.036719286204529855,0.20693205216197666,0.0037748798901853123
207011147,834,4039,29,1748,0.6073684210526316,0.12541353383458648,0.26285714285714284,0.004360902255639097
207011148,149,6360,22,983,0.846420015970189,0.01982965131754059,0.13082246473249934,0.002927867979771094
207011149,1432,5040,56,1885,0.5990728634256508,0.1702127659574468,0.22405800546772853,0.006656365149173897
207011150,554,4420,27,1303,0.7011421319796954,0.08788071065989848,0.20669416243654823,0.004282994923857868
207011151,6846,2571,67,1812,0.22760269121813032,0.6060552407932012,0.16041076487252123,0.0059313031161473085
207011152,3410,2304,43,1336,0.32482729451571973,0.4807556746087692,0.18835471591710137,0.0060623149584097
207011153,2563,5113,86,2605,0.493199575576348,0.24722677727404263,0.25127809395196293,0.008295553197646377
207011154,312,1659,6,581,0.6485535574667709,0.12197028928850664,0.227130570758405,0.0023455824863174357
207011155,635,4069,25,1549,0.6481363491557821,0.10114686205798025,0.24673462886269512,0.00398215992354253
207021156,315,3627,8,563,0.803678262796366,0.06979836029248837,0.12475072014181254,0.0017726567693330379
207021157,1761,5770,24,1630,0.628198149156233,0.19172563962983125,0.17746325530756668,0.00261295590636908
207021159,161,4796,28,1124,0.7850712064167622,0.0263545588476019,0.18399083319692258,0.004583401538713373
207021160,65,4256,50,941,0.8012048192771084,0.01223644578313253,0.1771460843373494,0.00941265060240964
207021424,168,4386,56,656,0.8328902392707938,0.03190277250284846,0.12457273072540828,0.010634257500949488
207021425,887,2946,28,2e3,0.5026445998976284,0.1513393618836376,0.3412386964681795,0.004777341750554513
207031161,543,6316,27,1746,0.731696014828545,0.06290546802594996,0.20227062094531975,0.003127896200185357
207031162,270,3219,10,737,0.759915014164306,0.06373937677053824,0.17398489140698772,0.002360717658168083
207031163,2620,3664,70,2385,0.41926993935232865,0.2998054697333791,0.2729145211122554,0.008010069802036847
207031164,482,4486,29,2211,0.6223640399556049,0.06687014428412874,0.30674250832408434,0.00402330743618202
207031165,623,2905,29,1426,0.58298213927353,0.12502508528998596,0.2861729881597431,0.005819787276740919
207031166,121,3217,18,700,0.7931459566074951,0.029832347140039447,0.17258382642998027,0.004437869822485207
207031167,448,2423,18,1162,0.5981239200197482,0.11058997778326339,0.28684275487533945,0.004443347321648976
208011168,314,4121,30,921,0.7651318232454511,0.058299294467137025,0.17099888600074267,0.005569996286669142
208011169,2320,5573,67,2192,0.5489558707643813,0.2285263987391647,0.21591804570527975,0.006599684791174153
208011170,323,4251,36,1658,0.6782067645181876,0.051531589023612,0.2645181876196554,0.00574345883854499
208011171,534,2818,28,1258,0.6075894782233722,0.11513583441138421,0.27123760241483397,0.00603708495040966
208011172,1241,4466,46,1701,0.5991414005902871,0.16648779178964315,0.22819962436275826,0.006171183257311511
208011173,1388,3712,32,2036,0.5178571428571429,0.19363839285714285,0.28404017857142855,0.004464285714285714
208021174,1349,5608,32,2092,0.6175531329148772,0.14855192159453803,0.23037110450390927,0.0035238409866754764
208021176,3017,2735,27,2501,0.3303140096618358,0.3643719806763285,0.3020531400966184,0.003260869565217391
208021177,2990,3457,70,2380,0.38855794087894796,0.33606833764190175,0.2675059008654603,0.007867820613690008
208021178,1264,3528,33,2444,0.4853487412298803,0.17388911817306368,0.33622231393589214,0.004539826661163846
208021179,2060,2048,20,1041,0.3962081640549429,0.3985296962662024,0.20139291932675565,0.003869220352099052
208021180,396,1675,18,1035,0.5361715749039693,0.1267605633802817,0.3313060179257362,0.005761843790012804
208021181,1103,1998,7,1008,0.48542274052478135,0.26797862001943634,0.24489795918367346,0.0017006802721088435
208021182,2253,2200,18,1437,0.37237643872714965,0.38134732566012186,0.24322951929587,0.003046716316858497
208021426,774,4068,18,920,0.7038062283737024,0.13391003460207612,0.15916955017301038,0.0031141868512110727
208021427,745,3791,24,723,0.717584705659663,0.14101836077985994,0.1368540601930721,0.004542873367404884
208031183,319,2383,5,296,0.7935397935397935,0.10622710622710622,0.09856809856809857,0.001665001665001665
208031184,0,8,10,0,0.4444444444444444,0,0,0.5555555555555556
208031185,508,2746,18,1995,0.5213594076324283,0.09644959179798747,0.37877349534839566,0.0034175052211885323
208031186,1855,2544,195,2310,0.3684820393974508,0.2686848203939745,0.33458864426419466,0.02824449594438007
208031187,161,1728,8,187,0.8291746641074856,0.07725527831094049,0.08973128598848369,0.003838771593090211
208031188,1767,5530,83,2494,0.5600567146040105,0.17895483086894876,0.25258254000405106,0.00840591452298967
208031189,1496,3134,31,642,0.5909862342070527,0.28210446916839527,0.12106354893456533,0.0058457476899867996
208031190,1298,2562,31,2209,0.42,0.21278688524590164,0.36213114754098363,0.005081967213114754
208031191,477,2747,22,353,0.7632675743262017,0.1325368157821617,0.09808280077799389,0.006112809113642679
208031192,0,0,0,0,NaN,NaN,NaN,NaN
208031193,1157,4001,43,3382,0.4661540253990446,0.13480135150879646,0.3940347197949435,0.0050099032972154255
208041194,3842,3575,39,1734,0.38900979325353646,0.418063112078346,0.18868335146898804,0.004243743199129488
208041195,1871,4742,47,2071,0.5431222082235712,0.21429389531554233,0.23720077883403962,0.005383117626846868
209011196,58,3518,13,189,0.9311805187930122,0.015352038115404976,0.05002646903123346,0.003440974060349391
209011197,163,6744,15,1131,0.8374518812864771,0.020240904010927603,0.14044455482428908,0.0018626598783062214
209011198,1126,4079,39,1160,0.636945658963148,0.17582760774515926,0.1811367895065584,0.006089943785134291
209011199,500,3678,55,2058,0.5846447305674773,0.07947862025115245,0.32713400095374345,0.008742648227626769
209011200,1041,2854,31,1048,0.573783675110575,0.20928829915560918,0.21069561720948934,0.006232408524326498
209011201,560,2378,14,109,0.7768703038222803,0.1829467494282914,0.035609278013721005,0.004573668735707285
209011202,132,5415,29,1089,0.8124531132783196,0.019804951237809454,0.163390847711928,0.004351087771942986
