SA2_CODE,DWELLING_FLAT,DWELLING_HOUSE,DWELLING_OTHER,DWELLING_SEMI,PERC_DWELLING_HOUSE,PERC_DWELLING_FLAT,PERC_DWELLING_SEMI,PERC_DWELLING_OTHER
106031120,98,2811,36,200,0.8937996820349762,0.031160572337042926,0.06359300476947535,0.011446740858505564
106031121,2317,6818,285,3452,0.5296768178993163,0.18000310752019888,0.26817899316345556,0.02214108141702921
106031122,79,4566,335,931,0.7724581289121976,0.01336491287430215,0.15750296058196583,0.056673997631534426
106031123,8,1843,11,3,0.9882037533512065,0.004289544235924933,0.0016085790884718498,0.005898123324396783
106031124,305,3032,78,412,0.7922654821008623,0.07969689051476352,0.10765612751502482,0.02038149986934936
106031125,57,4771,213,70,0.9334768147133633,0.011152416356877323,0.013695949911954608,0.04167481901780473
106041126,48,4588,81,793,0.8326678765880218,0.008711433756805808,0.14392014519056262,0.0147005444646098
106041127,55,1580,74,68,0.8891389983117614,0.030951041080472707,0.038266741699493526,0.04164321890827237
106041128,187,2256,61,101,0.8660268714011516,0.07178502879078695,0.03877159309021113,0.023416506717850286
106041129,143,3606,180,27,0.9115267947421638,0.03614762386248736,0.006825075834175936,0.0455005055611729
107011131,352,8009,47,996,0.8516588685665675,0.03743088047639302,0.10591237771161208,0.004997873245427478
107011132,12,2724,15,106,0.9534476723836192,0.004200210010500525,0.03710185509275464,0.005250262513125656
107011133,0,0,3,0,0,0,0,1
107011134,223,4972,21,410,0.8837539992890153,0.03963739779594739,0.0728759331674369,0.0037326697476004265
107011545,517,4762,29,209,0.8631502628239985,0.09371034982780496,0.03788290737719775,0.005256479970998732
107011546,940,2929,31,422,0.6776955113373438,0.21749190189726977,0.0976399814900509,0.0071726052753354926
107011547,109,1528,76,374,0.7321514135122185,0.052228078581696216,0.17920459990416868,0.03641590800191662
107021135,0,0,0,0,NaN,NaN,NaN,NaN
107031136,32,4295,21,623,0.864011265338966,0.0064373365520016095,0.12532689599678132,0.004224502112251056
