SA2_CODE,LANG_HOME_EASIA,LANG_HOME_EEUROPE,LANG_HOME_ENGLISH,LANG_HOME_INDIGENOUS,LANG_HOME_NEUROPE,LANG_HOME_OTHER,LANG_HOME_SASIA,LANG_HOME_SEUROPE,LANG_HOME_SWASIA,PERC_LANG_HOME_ENGLISH
120031575,7562,385,7281,0,50,1343,4681,1116,1131,0.3091851034014183
120031576,638,70,1438,0,10,166,453,361,235,0.4265796499555028
121011398,11667,393,10917,0,146,1167,1377,692,665,0.40397424511545293
121011399,4603,476,11327,0,214,705,1119,736,634,0.5716664984354497
121011400,2261,515,19792,6,305,459,730,984,497,0.7746682844729735
121011401,1754,213,6227,0,121,353,455,322,262,0.6414958277531678
121011402,2936,502,18382,0,275,358,257,958,731,0.7533915324398541
121021403,1382,216,14185,0,154,434,628,413,314,0.8002369400880063
121021404,242,129,10233,0,154,161,112,171,114,0.9042948038176034
121021406,1944,318,13388,0,223,384,721,415,551,0.7460989745876059
121021577,3255,229,4254,0,72,797,1835,318,541,0.37642686487921423
121021578,2101,211,6408,0,113,304,465,249,239,0.6350842418235877
121021579,2361,220,4333,0,72,397,1056,219,462,0.475109649122807
121031407,6291,251,12252,0,230,270,491,353,401,0.5965236866449194
121031408,4444,215,15661,0,292,377,407,520,341,0.7036437974569798
121031409,2713,162,11513,0,200,180,473,304,272,0.7278877157488778
121031410,3121,269,14214,0,410,211,402,492,675,0.7180963928463171
121031411,1997,237,14454,0,291,173,446,421,294,0.7892753781466718
121031412,1909,171,13247,0,272,289,477,355,307,0.7779996476184883
121041413,1134,363,14385,0,305,320,266,830,194,0.8082822947687812
121041414,1692,389,12579,0,295,402,526,715,200,0.7488391475175616
121041415,1214,502,22190,0,539,335,299,1206,180,0.8384658983563197
121041416,1140,351,12714,0,323,354,417,789,144,0.7832676195170034
121041417,1223,176,6833,3,141,251,365,462,163,0.7105126338775086
122011418,625,251,16674,0,405,173,127,862,159,0.8650134882755759
122011419,328,327,16715,0,789,215,43,1464,69,0.8378446115288221
122021420,62,51,11084,0,255,58,6,245,29,0.9401187446988973
122021421,107,118,9272,0,207,69,21,263,49,0.9174747674648723
122021422,103,114,11805,0,249,76,54,281,38,0.9280660377358491
122021423,318,644,20200,0,427,256,152,720,122,0.8844520338018302
122031424,758,289,10332,4,165,397,96,1060,144,0.7800679501698754
122031425,178,151,6191,0,145,97,54,299,53,0.8636997767857143
122031426,1544,950,16207,0,414,1151,1044,1663,262,0.6975252851301915
122031427,1036,227,9422,0,219,128,81,732,576,0.7585540616697528
122031428,1147,305,20303,0,436,232,167,828,825,0.8374788598770779
122031429,486,376,16561,0,433,309,166,1203,125,0.8424131441070247
122031430,638,283,13494,0,317,288,194,792,99,0.8378764358894754
122031431,472,407,20408,0,381,270,133,1072,85,0.8785947993800586
122031432,53,29,3111,0,76,30,15,88,28,0.9069970845481049
123011433,56,134,11760,0,58,87,22,245,43,0.9480048367593712
123011434,225,357,17737,0,121,333,305,735,361,0.8792009517200357
123011435,284,414,24114,5,130,701,537,896,479,0.8749637155297533
123021436,168,291,14540,13,78,1150,399,555,621,0.8161661521190008
123021437,416,315,11801,0,87,1612,1376,529,866,0.6940948123750147
123021438,151,422,14420,0,101,1590,652,794,1027,0.7527274625463277
123021439,0,0,0,0,0,0,0,0,0,NaN
123021440,740,421,10962,6,62,1752,3327,752,607,0.5884373825755542
123021441,234,264,12235,0,88,1049,844,437,586,0.7774671157145581
123021442,850,471,11304,3,72,2418,4725,748,1039,0.5226074895977808
123021443,316,305,10913,0,85,2119,3680,607,912,0.5762792416961504
123021444,258,449,14876,12,77,1544,761,824,729,0.761699948796723
123031445,41,64,5105,0,29,33,17,121,19,0.940320501013078
123031446,53,103,8611,0,52,49,15,201,57,0.9420194727053933
123031447,76,95,14922,0,165,112,31,221,177,0.9444901576049117
123031448,62,70,7981,0,32,47,32,261,69,0.9330137947159224
124011449,47,21,4803,0,95,42,0,102,9,0.9382691932017972
124011450,92,175,17313,0,138,136,39,247,89,0.949750397717922
124011451,0,0,13,0,0,0,0,0,0,1
124011452,293,169,11045,7,153,257,92,248,31,0.898332655551037
124011453,73,118,10140,0,100,64,21,210,47,0.9412419938735728
124011454,103,168,19909,8,182,135,21,311,38,0.9537245508982036
124011455,66,60,5339,0,60,48,12,127,15,0.9322507420988301
124021456,0,0,3,0,0,0,0,0,0,1
124031457,106,122,13571,3,57,324,220,306,210,0.9096454185937395
124031458,446,231,19101,3,104,596,922,774,297,0.8499154578624188
124031459,97,168,12620,0,91,92,82,233,114,0.9350225976142846
124031460,261,293,17515,3,82,519,870,480,447,0.8556424035173424
124031461,203,215,14678,8,99,342,280,325,244,0.8953275588629986
124031462,333,299,13793,0,73,1187,1742,456,495,0.750516922407226
124031463,114,142,7425,0,39,111,309,509,309,0.8288680509042197
124031464,340,195,10046,0,84,497,592,280,222,0.8196801566579635
124031465,28,71,4598,0,13,42,4,147,31,0.9319010944466964
124041466,155,215,11927,0,112,161,60,249,42,0.9230709697391842
124041467,87,78,13691,0,73,185,58,288,81,0.9415445980331476
124041468,59,61,5297,0,16,30,28,355,68,0.8956712884680419
124051469,71,117,4819,0,11,382,241,233,297,0.7809107113919949
124051470,240,376,14502,5,61,1165,616,815,1112,0.7676265085750582
124051580,110,259,7773,0,44,977,581,411,665,0.7183918669131238
124051581,172,352,10581,0,57,1467,950,475,546,0.7247260273972602
125011473,5307,286,6193,0,78,742,969,642,989,0.4072734446928844
125011475,0,0,3,0,0,0,0,0,0,1
125011582,3528,176,2203,0,8,913,3159,275,5873,0.13653548187170747
125011583,2120,89,1025,0,13,677,3896,114,2570,0.09758187357197258
125011584,1971,106,1554,0,5,641,643,158,2975,0.19297156339252453
125011585,3121,366,1851,0,13,1066,674,189,1230,0.21750881316098708
125011586,8162,398,3767,0,22,2036,2299,411,1748,0.1999150878310248
125011587,1169,169,1296,0,3,732,414,178,872,0.2681564245810056
125021476,10666,288,11456,0,114,730,1737,527,924,0.4332501323651766
125021477,4604,332,11159,0,94,897,812,714,1792,0.5469025681238973
125021478,5178,315,8133,0,91,562,680,494,1426,0.4818413413116891
125031479,1996,400,5704,0,51,3357,379,555,4497,0.33673770588582563
125031480,1245,329,3671,0,53,4093,338,667,3932,0.25621161362367395
125031481,2611,227,4945,0,29,1906,2828,500,6266,0.25605840927920465
125031482,969,787,15005,0,62,1008,1704,2153,3477,0.5962646532882973
125031483,1281,244,5093,3,27,1451,1153,420,9574,0.2646264158786241
125031484,1117,364,8089,0,43,1578,980,774,6528,0.4153956760642942
125031485,2188,823,9371,0,43,1802,2817,1143,8648,0.34920812371902366
125031486,0,0,3,0,0,0,0,3,3,0.3333333333333333
125031487,0,0,3,0,0,3,0,3,3,0.25
125041489,3162,495,8748,3,90,1156,3665,699,2232,0.432
125041490,1653,101,4915,0,37,153,336,199,264,0.6418124836772003
125041491,1637,273,8454,0,55,818,5923,513,1112,0.4500399254724514
125041492,4436,311,5522,0,35,1295,12184,483,2185,0.20876337378549015
125041493,1626,298,11760,0,89,957,4226,663,1236,0.5638935507072644
125041494,845,234,7789,0,75,228,428,395,531,0.7400475059382423
125041588,541,133,4083,0,29,437,5636,523,673,0.3386976358357528
125041589,1363,161,4161,0,32,638,6897,436,1035,0.28261903144739525
126011495,10420,251,11774,0,170,638,2205,480,337,0.4481065651760228
126011496,3307,282,13702,0,187,328,1207,342,405,0.6934210526315789
126021497,11201,256,9627,0,104,729,1075,601,535,0.3989970159151194
126021498,1169,303,9960,3,118,302,257,1201,338,0.7296168778844041
126021499,593,227,7916,0,131,120,66,515,183,0.8118141729053431
126021500,6790,402,8457,0,198,1237,1737,761,962,0.41165303738317754
126021501,1893,242,7436,0,54,462,411,557,823,0.6260313184037717
126021503,5551,340,8075,0,76,959,1928,686,956,0.43481772656292067
126021590,422,81,2761,0,17,114,46,386,171,0.6905952976488244
126021591,5537,632,12976,0,156,1243,1273,1733,2156,0.5047848751264297
127011504,217,350,7151,8,27,3030,527,584,3713,0.4581918369962196
127011505,378,346,4992,0,34,196,81,1226,865,0.614929785661493
127011506,490,596,11891,0,91,562,839,1158,879,0.7204047013207319
127011592,0,7,38,0,0,3,0,3,3,0.7037037037037037
127011593,300,459,2746,0,6,1058,247,656,1211,0.4108933113871016
127011594,678,700,3510,0,16,3055,893,1085,1967,0.29485887096774194
127011595,426,699,4198,0,16,1996,994,1040,2444,0.355371201218996
127011596,348,621,4628,3,23,1452,1281,966,1753,0.41787810383747176
127011597,369,945,6863,0,16,1385,1126,1234,2457,0.4767627648489059
127021509,1273,1030,3856,0,11,5740,398,1008,2087,0.2503408426929819
127021510,700,935,6964,0,48,1670,205,2540,5139,0.38261633976155157
127021511,4371,898,3640,0,32,13100,178,511,682,0.15547582436357424
127021512,1218,1033,5027,0,39,6485,168,921,1274,0.31098051345499533
127021513,3220,656,3807,0,40,10083,147,675,1216,0.19184640193509372
127021514,498,678,2931,0,9,1899,141,958,2339,0.3100602983179943
127021515,1281,865,3061,0,21,3304,400,1011,6865,0.18211565920990005
127021516,1020,848,4510,0,44,4466,183,1294,5852,0.24757095021134107
127021517,453,483,2011,0,6,1571,67,770,2673,0.2503111774956435
127021518,93,234,2357,0,23,120,45,788,353,0.5873411412908048
127021519,580,771,6373,0,45,2095,257,2208,4790,0.372276418015071
127021520,1179,1107,2354,0,21,3119,82,811,1795,0.22487581199847154
127021521,0,0,9,0,0,12,0,0,0,0.42857142857142855
127031522,457,1113,6266,0,74,1373,1399,1307,2658,0.4278009148631119
127031523,770,547,10432,0,48,1767,916,1873,1611,0.5807169895346248
127031524,700,459,13541,0,75,1074,2055,988,939,0.6828198275427361
127031598,820,3234,6054,5,88,2576,3614,1322,5867,0.25674300254452925
127031599,164,547,4374,3,20,1190,566,633,3182,0.4095889128195524
127031600,431,937,6929,0,33,1995,3043,1156,2251,0.4130551415797317
127031601,274,515,1616,0,6,863,727,231,705,0.32732428600364594
128011529,369,217,15311,3,147,146,56,532,105,0.9067274665403293
128011530,884,478,13887,0,101,448,326,990,219,0.8011884843939306
128011531,1188,542,10790,0,82,238,117,1736,469,0.7116475399023875
128011602,423,251,9410,0,78,269,175,409,96,0.8469084690846909
128011603,158,120,10731,0,68,56,21,424,46,0.9231761871988988
128011604,201,311,19792,0,289,243,54,802,110,0.9078066232455738
128011605,32,38,2800,0,19,12,0,142,14,0.9159306509649984
128011606,80,154,6748,0,67,54,9,286,18,0.9099244875943905
128021533,44,52,6062,0,63,39,7,79,3,0.9547960308710033
128021534,366,494,7548,0,50,152,119,841,548,0.7459972326546749
128021535,535,497,17599,0,145,240,154,957,337,0.8599980453479281
128021536,717,435,18122,0,178,208,109,646,132,0.8819779043169319
128021537,0,0,15,0,0,3,0,0,0,0.8333333333333334
128021538,796,551,16648,0,152,437,389,660,211,0.8389437613384398
128021607,158,115,15572,0,99,164,40,314,49,0.9431288232087699
128021608,61,53,6704,0,57,42,23,115,14,0.9483661055311925
128021609,21,25,3398,0,31,16,10,52,4,0.9552994096148439
197979799,34,20,279,0,0,16,0,10,3,0.7707182320441989
199999499,466,100,7212,11,120,305,214,320,224,0.8038341506910388
