SA2_CODE,Commercial,Education,Hospital/Medical,Industrial,MIGRATORY,NOUSUALRESIDENCE,OFFSHORE,Other,Parkland,Primary Production,Residential,SHIPPING,Transport,Water,PERC_OPEN_SPACE
109031185,3.0791,0.2798,0.1185,1.6615,0,0,0,7.0125,62.2698,4926.6213,10.0046,0,0,0,0.012426504632135666
110011186,0.6859,3.1388,0.0491,1.8557,0,0,0,4.2986,8.9493,241.8262,13.7661,0,0.0298,0,0.03259037252434909
110011187,0.15,0.1217,0.0732,0,0,0,0,909.7612,1073.1784,4093.3406,11.407399999999999,0,0,10.2028,0.1759817959139753
110011188,0.2006,0.047799999999999995,0,0,0,0,0,155.09959999999998,45.0889,3060.4501,18.8906,0,0,0.5016,0.013745445814490425
110011189,0,0.0856,0,0,0,0,0,729.2295,2147.7683,3860.5004,4.9514000000000005,0,0,0,0.31854016868907115
110021190,0.1149,0.1009,0.0815,0.2533,0,0,0,396.2853,1394.5891000000001,3628.5591,59.9929,0,0,0,0.25448813015091126
110021191,0.4207,0.3227,0.2127,1.1776,0,0,0,36.8621,2.3278,158.237,8.1011,0,0,0,0.011209577885570617
110021192,0,0.0724,0.0431,0,0,0,0,499.74899999999997,483.8329,8264.8069,8.7957,0,0,17.2669,0.052167708230127695
110021193,0.0327,0.2203,0.0816,0,0,0,0,237.76170000000002,254.0645,7743.5943,13.9298,0,0,33.9548,0.03067063624218229
110021194,0.0172,0.12390000000000001,0.0429,0,0,0,0,2079.8949000000002,1765.9613,3465.3736,11.379199999999999,0,0,0,0.24115952751907638
110031195,0.5356,0.2414,0.0944,3.737,0,0,0,18.7262,7.4504,31.0181,7.315,0,0,0.279,0.10735895303982444
110031196,0.7934,0.3587,0,0.837,0,0,0,0,221.2867,19578.0382,9.8231,0,0,0,0.011169813165343245
110031197,0.2447,0.24539999999999998,0,1.7727,0,0,0,32.446,3.6938,136.513,5.2364,0,0.211,0,0.02047981016062052
110031198,0.0429,0.2238,0.0496,1.2862,0,0,0,359.5017,3239.6223,8359.7649,5.1526,0,0,0,0.27074366411034795
110041199,0.49670000000000003,0.424,0.061,1.895,0,0,0,1.6927,10.3927,18.346800000000002,56.7168,0,0.12940000000000002,0,0.11527578584017986
110041200,0.032,0.1551,0,0.0682,0,0,0,115.46879999999999,303.3948,5310.8929,35.6226,0,0.22669999999999998,0,0.05261916559176217
110041201,0,0.1423,0.095,0,0,0,0,1.6251,67.681,4984.4131,22.739,0,0,1.1468,0.01332869277960838
110041202,0.4349,0.9076000000000001,0,0.5534,0,0,0,8.1571,2.5386,73.0546,16.5344,0,0,0,0.02484424636379117
110041203,0.98,0.639,0.2638,0,0,0,0,0,8.9864,54.4547,10.7184,0,0,0,0.11817633080535436
110041204,3.047,0.1417,0,3.3773,0,0,0,0,1.5470000000000002,51.2599,3.1492,0,0,0,0.024743250786521887
110041205,0,0.311,0.0378,0,0,0,0,396.9978,285.5847,8212.2609,42.9615,0,0,42.3304,0.03180059079443167
111011206,0.283,0.3739,0,0.4051,0,0,0,1.1987,12.3332,0,7.1708,0,0,0.4472,0.555251914514292
111011207,0,0.0748,0,0,0,0,0,0,4.4382,0,2.2938,0,0,0,0.6520244461420932
111011208,0.2523,0.4767,0.0202,0.7793,0,0,0,0,9.9267,0,10.8244,0,0,0,0.4455510870931255
111011209,0.5321,0.7223999999999999,0.0648,2.0368,0,0,0,1.8978,4.6261,0,12.0375,0,0,0,0.211068780654728
