sa2_code,region,females,males,x0_4,x10_14,x15_19,x20_24,x25_29,x30_34,x35_39,x40_44,x45_49,x5_9,x50_54,x55_59,x60_64,x65_69,x70_74,x75_79,x80_84,x85_and_over
103021067,Parkes (NSW),5801,5450,828,731,809,701,658,698,605,629,667,858,695,696,626,536,478,391,316,329
103021068,Parkes Region,1655,1765,190,233,227,160,119,136,162,176,233,236,275,292,279,243,180,122,82,75
103021069,West Wyalong,2998,2999,381,414,350,279,299,331,331,363,323,468,381,463,386,355,254,240,183,196
103031070,Lithgow,6413,6627,812,676,747,801,871,745,632,802,759,757,855,929,781,828,725,555,392,373
103031071,Lithgow Region,4131,4304,457,538,475,387,407,371,442,520,588,526,702,684,659,641,490,257,151,140
103031072,Mudgee,6131,5888,1028,749,678,693,831,893,743,725,786,923,736,698,552,517,499,395,286,287
103031073,Mudgee Region - East,1703,1794,187,205,177,123,135,142,162,194,255,167,269,267,289,299,288,172,87,79
103031074,Mudgee Region - West,5096,5418,672,677,586,463,479,491,524,621,761,772,819,802,713,790,593,373,224,154
103031075,Wollangambe - Wollemi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,Blayney,3688,3667,480,535,463,348,396,357,411,468,509,562,513,528,474,408,331,251,166,155
103041077,Orange,10093,9297,1301,1095,1287,1168,1282,1231,1104,1051,1191,1252,1168,1197,1114,1051,872,740,620,666
103041078,Orange - North,10232,9964,1791,1413,1295,1230,1505,1531,1350,1484,1265,1741,1129,1101,914,846,624,437,308,232
103041079,Orange Region,5797,5965,811,921,873,487,483,605,619,805,814,923,850,843,707,779,498,322,232,190
104011080,Grafton,9724,9313,1207,1176,1190,1042,1117,1004,1023,1094,1073,1285,1204,1271,1137,1129,954,782,632,717
104011081,Grafton Region,7609,8002,750,933,978,652,594,569,678,913,1062,960,1366,1496,1448,1299,888,490,310,225
104011082,Maclean - Yamba - Iluka,8413,8154,707,825,847,531,562,609,653,882,916,844,1089,1313,1501,1614,1322,1003,689,660
104021083,Bellingen,3143,2864,376,440,355,190,240,266,321,424,410,491,436,503,486,391,269,179,117,113
104021084,Coffs Harbour - North,9254,8591,1093,1102,1098,1074,1132,1026,922,1058,1090,1162,1108,1215,1079,1156,855,684,485,506
104021085,Coffs Harbour - South,5630,4901,560,568,610,683,636,606,539,583,599,579,613,659,643,604,553,545,386,565
104021086,Coramba - Nana Glen - Bucca,1933,1984,236,278,258,178,155,211,207,291,318,275,319,333,290,246,148,105,47,22
104021087,Dorrigo,1635,1627,163,172,189,108,130,127,137,159,197,200,263,357,292,256,211,146,87,68
104021088,Korora - Emerald Beach,4579,4432,594,626,497,363,430,480,542,636,653,660,673,701,676,594,402,263,115,106
104021089,Sawtell - Boambee,10213,9676,1100,1285,1279,1054,929,1001,1011,1215,1303,1432,1400,1414,1429,1277,956,738,518,548
104021090,Urunga,2392,2347,190,257,258,172,178,192,179,262,322,237,382,424,427,376,300,236,189,158
104021091,Woolgoolga - Arrawarra,6422,6408,787,750,705,610,815,740,654,731,741,816,817,1004,1053,907,595,476,343,286
105011092,Bourke - Brewarrina,2075,2110,359,281,208,294,344,262,208,248,329,357,323,280,202,171,122,75,68,54
105011093,Cobar,2312,2471,404,289,259,277,368,383,308,290,248,387,342,337,266,211,137,125,82,70
105011094,Coonamble,2131,2114,326,288,213,239,259,239,185,231,303,297,307,321,264,260,182,147,89,95
105011095,Nyngan - Warren,2562,2534,376,316,295,290,320,265,242,315,326,373,367,333,266,299,264,209,131,109
105011096,Walgett - Lightning Ridge,3141,3488,470,399,297,371,442,384,359,372,410,511,467,523,452,413,345,240,105,69
105021097,Broken Hill,9267,8847,1054,987,983,1052,1197,1044,884,1014,1128,1068,1242,1399,1234,1129,887,673,543,596
105021098,Far West,1191,1388,202,120,153,160,184,196,149,158,151,183,182,183,179,157,114,47,32,29
105031099,Coonabarabran,4048,4052,434,529,435,324,362,342,373,439,493,545,588,625,628,631,476,353,262,261
105031100,Dubbo - East,5518,5172,822,688,758,760,782,672,613,632,664,801,749,757,600,466,339,263,158,166
105031101,Dubbo - South,9130,8259,1313,1048,1034,1153,1447,1267,1038,1037,1052,1290,965,1046,847,711,623,580,426,512
105031102,Dubbo - West,4630,4409,775,631,596,650,685,665,516,589,540,706,517,442,397,431,347,282,162,108
105031103,Dubbo Region,2745,2968,354,414,341,272,219,307,328,368,416,470,444,471,432,351,236,137,88,65
105031104,Gilgandra,2229,2212,282,271,247,233,248,211,214,232,266,310,310,320,300,279,242,228,120,128
105031105,Narromine,3339,3373,512,461,394,343,337,370,335,383,392,521,422,479,432,404,347,230,177,173
105031106,Wellington,4318,4742,582,547,553,589,560,530,459,495,528,584,589,634,556,584,457,343,226,244
106011107,Branxton - Greta - Pokolbin,5126,5239,789,757,637,585,669,734,735,706,715,848,610,685,595,571,376,169,100,84
106011108,Cessnock,11247,11246,1627,1388,1374,1634,1595,1533,1296,1407,1309,1560,1306,1381,1216,1155,925,682,553,552
106011109,Cessnock Region,4063,4010,441,578,527,427,358,433,415,568,640,590,595,643,610,532,330,196,108,82
106011110,Dungog,4522,4579,517,588,568,397,393,470,498,539,627,641,713,735,694,600,418,344,198,161
106011111,Kurri Kurri - Abermain,9028,8939,1311,1147,1193,1193,1226,1187,1046,1115,1156,1327,1062,1156,1068,992,724,432,314,318
106011112,Singleton,8095,8422,1241,1101,1250,1223,1251,1127,1052,1143,1150,1265,1086,961,748,619,424,329,258,289
106011113,Singleton Region,2451,2579,316,352,324,225,242,283,291,358,365,394,399,424,341,294,214,114,66,28
106021114,Maitland,3396,3372,595,364,376,473,640,530,457,432,436,475,382,395,318,254,177,152,127,185
106021115,Maitland - East,14406,13607,1960,1901,1802,1730,1834,1866,1756,1827,1852,2055,1731,1665,1549,1455,1063,828,620,519
106021116,Maitland - North,3928,3833,507,618,542,382,414,444,448,586,595,670,504,499,452,379,294,180,117,130
106021117,Maitland - West,11818,11273,2041,1523,1456,1696,1807,1757,1573,1471,1371,1862,1323,1201,1068,1014,768,491,333,336
106021118,Thornton - Millers Forest,5140,5082,825,740,709,667,730,717,694,751,707,819,702,688,520,418,252,163,77,43
106031119,Anna Bay,2964,2874,301,392,440,315,238,220,261,378,427,304,441,450,382,427,382,248,142,90
106031120,Lemon Tree Passage - Tanilba Bay,3363,3416,406,376,299,291,333,341,298,368,381,461,460,533,565,584,480,290,163,150
106031121,Nelson Bay Peninsula,11133,10488,966,1164,1092,928,876,904,971,1243,1209,1200,1397,1487,1552,1885,1741,1259,829,918
106031122,Raymond Terrace,7143,6977,1044,893,901,1031,963,857,813,827,851,1056,956,895,864,712,518,394,277,268
106031123,Seaham - Woodville,2738,2742,276,465,482,317,244,208,272,413,461,385,500,414,363,314,171,103,61,31
106031124,Tea Gardens - Hawks Nest,2576,2536,167,177,206,155,133,146,175,190,223,171,297,372,484,686,618,415,264,233
106031125,Williamtown - Medowie - Karuah,6866,7138,997,975,919,835,789,874,884,1035,959,1033,983,860,801,778,608,363,196,115
106041126,Muswellbrook,6040,6336,1068,860,745,826,995,984,796,754,834,984,836,694,594,498,351,235,190,132
106041127,Muswellbrook Region,1975,2111,275,324,270,212,202,243,275,285,309,302,306,274,212,199,184,97,69,48
106041128,Scone,3007,2934,383,434,364,285,435,379,351,390,390,450,352,369,322,280,232,192,152,181
106041129,Scone Region,4234,4169,531,597,457,401,464,494,489,566,524,647,595,590,560,521,359,263,187,158
107011131,Dapto - Avondale,12328,11704,1585,1505,1552,1476,1396,1433,1456,1508,1473,1529,1542,1470,1324,1447,1184,928,629,595
107011132,Horsley - Kembla Grange,4525,4331,686,728,688,493,537,645,665,681,594,742,572,504,414,301,242,174,112,78
107011133,Port Kembla Industrial,2,9,0,0,0,0,1,1,1,1,1,0,1,2,1,2,0,0,0,0
107011134,Unanderra - Mount Kembla,8134,7760,934,1072,1111,1117,930,950,896,1064,1031,1029,1155,1084,944,777,566,370,367,497
107011545,Berkeley - Lake Heights - Cringila,7213,7156,1030,821,882,992,999,967,864,835,913,993,940,952,757,664,532,528,431,269
107011546,Port Kembla - Warrawong,5069,5049,696,520,538,650,671,587,577,651,614,655,707,685,513,502,430,429,360,333
107011547,Windang - Primbee,2130,2213,213,182,224,228,225,219,221,227,263,218,307,312,299,314,298,272,189,132
107021135,Illawarra Catchment Reserve,2,3,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0
107031136,Albion Park - Macquarie Pass,7546,7160,1077,1096,1187,985,906,958,968,1035,984,1126,1006,896,693,590,401,313,206,279
107031137,Albion Park Rail,3606,3439,483,396,454,481,488,493,357,405,383,454,486,467,424,386,297,214,154,223
107031138,Kiama,4013,3849,377,427,435,395,336,343,376,460,479,384,538,576,626,596,561,380,261,312
107031139,Kiama Downs - Minnamurra,3058,3054,410,401,353,354,304,360,339,382,370,386,417,513,459,390,265,171,134,104
107031140,Kiama Hinterland - Gerringong,4128,3923,438,526,501,382,356,355,396,489,485,482,558,610,674,544,468,307,217,263
107031141,Shellharbour - Flinders,8722,8662,1154,1412,1212,1078,908,1111,1218,1395,1271,1399,1149,1032,857,835,588,368,243,154
107031142,Shellharbour - Oak Flats,5262,4955,629,601,704,647,625,631,534,648,631,565,712,762,696,601,405,351,242,233
107031143,Warilla,10705,10334,1343,1192,1336,1408,1288,1188,1083,1204,1281,1339,1400,1425,1265,1265,1109,885,571,457
107041144,Balgownie - Fairy Meadow,11098,10760,1296,1196,1510,1854,1405,1372,1262,1405,1388,1238,1365,1316,1122,1070,940,827,624,668
107041145,Corrimal - Tarrawanna - Bellambi,8166,7789,1014,852,980,1053,1007,1030,1015,1023,1020,995,1110,1080,911,829,625,509,417,485
107041146,Figtree - Keiraville,10935,10881,1235,1390,1592,2033,1471,1296,1335,1507,1312,1493,1252,1191,1075,995,855,692,532,560
107041147,Helensburgh,4484,4612,700,624,640,580,495,528,644,732,638,678,737,595,483,360,257,169,110,126
107041148,Thirroul - Austinmer - Coalcliff,5901,5785,719,817,694,577,577,608,762,896,852,876,876,914,763,655,424,272,206,198
107041150,Woonona - Bulli - Russell Vale,10502,9844,1455,1391,1279,1092,1040,1236,1343,1510,1411,1507,1346,1275,1139,971,787,583,460,521
107041548,Wollongong - East,7199,7420,449,291,656,2225,2059,1225,752,690,730,349,770,846,803,746,679,543,381,425
107041549,Wollongong - West,8469,8951,976,826,1272,2385,1770,1344,1108,1047,961,882,939,854,749,711,511,443,317,325
108011151,Bulahdelah - Stroud,2347,2438,234,274,257,200,215,178,209,267,368,281,408,385,401,360,283,212,134,119
108011152,Forster,7622,6949,656,747,750,550,564,582,607,727,757,763,855,976,1124,1306,1218,925,684,780
108011153,Forster-Tuncurry Region,3017,3199,303,390,318,187,184,221,287,376,392,406,481,551,563,614,450,266,136,91
108011154,Tuncurry,3288,2996,258,203,270,204,213,213,195,236,279,205,339,467,526,666,619,521,414,456
108021155,Kempsey,7587,7538,1008,1002,959,897,943,804,766,829,886,1072,910,1029,966,937,728,532,377,480
108021156,Kempsey Region,4427,4706,441,525,525,358,356,386,384,524,569,505,790,941,894,793,458,330,172,182
108021157,Macksville - Scotts Head,2498,2398,268,281,267,226,200,189,224,275,275,342,329,374,379,390,319,202,163,193
108021158,Nambucca Heads,3602,3271,341,315,342,254,295,226,247,309,321,336,428,550,572,628,574,432,300,403
108021159,Nambucca Heads Region,3878,3930,417,553,441,339,300,360,311,442,471,508,667,722,678,631,411,289,161,107
108021160,South West Rocks,2641,2565,239,237,212,177,184,172,221,254,273,240,340,389,480,588,448,336,211,205
108031161,Lord Howe Island,220,194,25,10,4,19,33,28,46,27,14,27,40,45,29,19,16,23,3,6
108041162,Laurieton - Bonny Hills,8682,8319,720,941,879,508,517,563,624,885,1012,862,1223,1278,1400,1668,1480,1069,732,640
108041163,Port Macquarie - East,14892,13832,1547,1776,1701,1278,1388,1415,1422,1770,1882,1821,1862,2005,1814,1929,1766,1350,951,1047
108041164,Port Macquarie - West,9422,8230,924,928,930,783,922,858,849,921,929,983,1029,1071,1103,1375,1302,1001,815,929
108041165,Port Macquarie Region,2599,2776,250,337,332,253,220,218,257,340,383,318,451,539,486,436,255,158,79,63
108041166,Wauchope,5884,5461,701,843,730,539,506,507,581,701,746,833,722,779,741,725,641,425,317,308
108051167,Gloucester,2581,2527,271,295,251,206,183,193,218,271,307,281,363,401,390,498,375,250,194,161
108051168,Old Bar - Manning Point - Red Head,5482,5179,565,598,578,348,398,425,460,612,637,682,667,814,977,1040,799,491,298,272
108051169,Taree,10822,10072,1273,1318,1277,1181,1045,1006,935,1125,1217,1298,1276,1451,1320,1435,1183,1012,694,848
108051170,Taree Region,6153,6385,473,716,669,443,410,407,464,673,785,681,1032,1187,1288,1250,994,548,296,222
108051171,Wingham,2862,2629,326,315,365,265,271,260,230,260,348,364,394,403,390,369,303,235,195,198
109011172,Albury - East,7941,7380,1209,1015,1034,1210,1109,1115,1047,1025,952,1109,835,831,723,625,535,370,289,288
109011173,Albury - North,5103,4901,654,657,661,741,679,608,578,636,672,603,638,655,538,494,394,316,243,237
109011174,Albury - South,5510,5176,609,546,667,704,667,639,598,598,705,548,703,754,700,642,480,381,287,458
109011175,Albury Region,5863,5921,754,982,809,473,442,587,568,716,800,922,883,926,797,733,549,379,199,265
109011176,Lavington,7615,7110,942,857,892,1031,993,988,851,826,865,899,878,962,962,846,690,540,380,323
109021177,Hay,1487,1525,155,198,173,166,165,158,127,158,191,196,287,234,183,196,157,118,106,44
109021178,Wentworth - Buronga,2991,3096,402,382,369,299,282,326,291,388,389,427,426,459,438,438,296,214,130,131
109021179,Wentworth-Balranald Region,1733,1951,255,221,197,213,215,197,203,216,244,256,271,299,284,216,137,129,83,48
109031180,Corowa,2819,2720,285,318,318,282,256,225,221,271,329,326,373,412,406,428,350,297,225,217
109031181,Corowa Region,3388,3457,408,407,366,274,279,300,353,385,384,446,446,512,509,611,440,336,211,178
109031182,Deniliquin,3889,3667,436,435,422,436,424,367,358,481,430,457,468,575,554,484,366,337,249,277
109031183,Deniliquin Region,3314,3524,413,388,377,283,289,274,311,351,442,448,541,631,590,472,397,283,173,175
109031184,Moama,3064,2896,361,342,317,223,303,373,268,348,372,366,298,358,376,511,460,314,203,167
109031185,Tocumwal - Finley - Jerilderie,4906,4996,572,577,526,413,495,461,467,540,529,616,577,729,768,847,638,495,311,341
110011186,Armidale,12557,11557,1415,1553,2284,2689,1656,1428,1205,1301,1342,1372,1488,1450,1186,1088,887,732,514,524
110011187,Armidale Region - North,2251,2307,309,303,254,211,241,230,249,276,275,355,354,351,310,297,235,140,84,84
110011188,Armidale Region - South,3142,2978,328,453,394,235,232,284,320,371,431,424,498,487,485,429,330,188,128,103
110011189,Walcha,1634,1634,186,192,161,152,161,151,134,195,199,199,235,237,246,262,232,162,74,90
110021190,Glen Innes,4485,4449,502,542,485,425,410,445,444,499,504,550,572,705,630,677,576,411,283,274
110021191,Inverell,6169,5731,866,798,760,736,703,640,583,696,681,841,699,712,650,724,620,520,333,338
110021192,Inverell Region - East,2632,2708,317,376,374,236,233,231,263,309,363,350,356,467,419,362,274,216,107,87
110021193,Inverell Region - West,2991,3066,400,377,292,268,257,269,273,317,405,396,462,445,399,449,390,306,185,167
110021194,Tenterfield,3412,3285,308,388,343,232,250,220,304,394,386,396,451,610,671,643,457,301,191,152
110031195,Moree,4288,4221,724,450,476,558,601,522,535,525,544,666,539,541,436,450,356,273,172,141
110031196,Moree Region,2692,2945,461,427,347,328,346,352,339,364,423,467,419,377,345,261,188,98,66,29
110031197,Narrabri,3759,3561,590,424,459,422,507,443,408,434,419,589,504,511,420,366,291,250,149,134
110031198,Narrabri Region,2386,2524,371,353,248,210,279,277,298,279,292,397,405,394,316,292,207,130,106,56
110041199,Gunnedah,4792,4617,776,563,546,549,697,617,537,515,538,728,543,563,483,453,392,371,274,264
110041200,Gunnedah Region,2001,2218,274,255,261,235,213,194,250,266,314,309,304,333,305,251,191,128,85,51
110041201,Quirindi,3904,3942,503,506,436,358,403,408,391,450,495,533,519,595,587,507,448,315,213,179
110041202,Tamworth - East,10524,10269,1430,1385,1440,1282,1416,1271,1174,1236,1278,1401,1306,1334,1202,1151,891,719,489,388
110041203,Tamworth - North,8146,7296,1087,941,919,1017,1180,1096,828,889,930,985,859,901,825,724,635,575,429,622
110041204,Tamworth - West,2927,2824,583,487,370,450,488,399,359,312,309,557,304,306,259,205,160,107,54,42
110041205,Tamworth Region,9431,9392,1096,1364,1135,723,799,964,1004,1230,1277,1385,1349,1384,1370,1257,978,702,413,393
111011206,Belmont - Bennetts Green,9263,8960,1096,1134,1192,1110,909,1006,978,1161,1229,1174,1172,1158,1181,1106,816,688,556,557
111011207,Belmont South - Blacksmiths,2901,2844,283,316,371,326,269,274,265,351,414,299,444,443,417,430,320,212,165,146
111011208,Charlestown - Dudley,12607,12117,1732,1407,1438,1480,1740,1837,1628,1572,1580,1656,1542,1494,1338,1154,1010,831,666,619
111011209,Glendale - Cardiff - Hillsborough,12177,11810,1666,1457,1470,1489,1631,1708,1569,1564,1541,1609,1527,1528,1332,1326,910,661,452,547
111011210,Mount Hutton - Windale,4777,4332,578,608,563,574,545,554,492,557,582,653,619,617,469,475,399,311,234,279
111011211,Redhead,1847,1772,219,222,229,173,130,131,183,258,261,244,225,277,248,212,194,131,115,167
111011212,Swansea - Caves Beach,6000,5800,663,600,697,577,540,546,577,679,738,684,822,902,851,851,733,552,393,395
111011213,Valentine - Eleebana,6260,6080,648,843,872,616,408,503,671,848,960,881,892,918,855,828,701,387,264,245
111011214,Warners Bay - Boolaroo,7052,6584,788,836,883,812,698,773,727,918,944,775,923,912,821,869,724,537,374,322
111021215,Bolton Point - Teralba,4464,4258,524,508,609,535,495,419,452,511,584,518,608,639,484,548,440,304,255,289
111021216,Bonnells Bay - Silverwater,4528,4403,557,566,543,515,489,518,456,521,555,579,556,591,589,572,541,385,216,182
111021217,Edgeworth - Cameron Park,7454,7064,1326,1025,892,893,1004,1226,1106,1072,863,1127,787,706,652,606,423,273,236,301
111021218,Morisset - Cooranbong,7816,7460,813,822,962,950,793,743,718,844,927,861,962,1005,973,942,868,740,621,732
111021219,Toronto - Awaba,7126,6639,745,794,839,766,719,662,643,843,836,719,871,959,996,997,831,560,398,587
111021220,Wangi Wangi - Rathmines,4531,4586,506,554,506,446,434,440,455,547,546,471,631,729,765,799,576,342,213,157
111021221,West Wallsend - Barnsley - Killingworth,3314,3302,492,423,483,377,450,475,452,410,441,446,455,465,425,374,194,125,81,48
111031222,Adamstown - Kotara,8112,7911,1075,1031,950,1055,1033,1071,1126,1161,1146,1155,984,879,744,663,644,524,409,373
111031223,Beresfield - Hexham,4316,4227,579,484,530,543,627,519,439,521,515,567,577,532,501,527,425,333,180,144
111031224,Hamilton - Broadmeadow,6164,6131,656,598,633,1162,976,862,775,793,821,655,869,791,722,603,437,340,271,331
111031225,Lambton - New Lambton,8791,8249,1114,1144,1017,1114,1023,1075,1076,1282,1226,1147,1171,1097,907,760,620,437,363,467
111031226,Maryland - Fletcher - Minmi,7014,6949,1150,1116,1038,962,879,1034,1063,1133,1019,1161,847,758,630,501,334,189,88,61
111031227,Mayfield - Warabrook,7694,7663,978,623,735,1377,1534,1400,993,946,936,793,965,999,823,652,478,379,309,437
111031228,Merewether - The Junction,7127,7091,777,821,803,1112,1175,920,878,997,964,897,981,985,780,689,470,368,273,328
111031229,Newcastle - Cooks Hill,5629,5806,397,350,448,1261,1580,1081,740,666,700,377,734,794,721,599,409,290,144,144
111031230,Newcastle Port - Kooragang,8,9,2,0,0,0,0,3,1,0,1,0,1,2,2,2,2,1,0,0
111031231,Shortland - Jesmond,5868,6027,678,434,1253,2599,1259,840,605,516,411,540,468,416,348,340,321,274,243,350
111031232,Stockton - Fullerton Cove,3801,3834,418,317,333,302,411,385,411,412,449,371,558,589,648,664,525,382,235,225
111031233,Wallsend - Elermore Vale,10385,9712,1286,1103,1126,1495,1468,1366,1177,1181,1168,1131,1175,1186,1164,1133,951,708,561,718
111031234,Waratah - North Lambton,6379,6098,801,515,656,1404,1126,1042,767,725,674,682,642,736,574,450,410,364,319,590
111031235,Wickham - Carrington - Tighes Hill,4149,4216,520,318,324,725,971,868,666,561,532,425,515,583,425,340,226,144,126,96
112011236,Ballina,9239,8316,777,833,789,765,811,844,797,961,1009,858,1136,1257,1337,1428,1102,947,802,1102
112011237,Ballina Region,8755,8492,971,1115,1129,642,680,808,897,1075,1217,1175,1224,1314,1280,1163,912,668,445,532
112011238,Bangalow,3048,2958,305,407,298,201,279,308,364,489,512,416,494,524,490,383,217,129,86,104
112011239,Brunswick Heads - Ocean Shores,4522,4080,458,510,516,328,395,450,549,666,639,500,648,732,734,546,363,249,144,175
112011240,Byron Bay,5261,4942,494,470,448,566,900,812,746,733,663,490,725,824,783,603,383,214,130,219
112011241,Evans Head,2622,2694,264,285,313,205,197,234,275,337,298,332,395,443,425,419,325,252,177,140
112011242,Lennox Head - Skennars Head,4148,3940,519,544,549,312,331,458,481,615,601,533,648,635,575,495,329,209,124,130
112011243,Mullumbimby,4311,4087,443,553,418,295,347,376,480,615,647,558,704,727,783,610,336,191,156,159
112021244,Casino,6418,6077,888,840,859,726,681,570,613,704,729,905,717,728,789,759,651,520,408,408
112021245,Casino Region,3430,3649,400,498,471,323,276,266,349,406,454,455,643,608,585,502,362,228,148,105
112021246,Goonellabah,7124,6251,848,864,843,844,816,856,742,720,793,883,799,868,804,757,588,491,376,483
112021247,Kyogle,3714,3750,375,453,427,304,263,309,321,423,509,460,589,712,710,574,373,259,210,193
112021248,Lismore,7974,7667,843,921,1019,1224,976,891,956,956,1029,971,1097,1133,986,797,555,497,315,475
112021249,Lismore Region,7638,7777,755,1060,1041,565,551,658,829,1082,1131,1021,1371,1488,1435,1065,641,345,223,154
112031250,Kingscliff - Fingal Head,6890,6684,839,855,773,556,587,719,824,950,868,849,945,993,959,912,704,503,379,359
112031251,Murwillumbah,4761,4327,525,580,555,392,394,466,487,528,592,666,613,663,571,571,429,369,289,398
112031252,Murwillumbah Region,4824,5082,514,637,565,395,432,442,488,615,707,626,857,998,931,718,402,275,177,127
112031253,Pottsville,6930,6672,955,924,734,548,562,772,869,964,948,1019,912,1047,888,804,665,401,311,279
112031254,Tweed Heads,10255,9677,968,898,956,988,995,1090,988,1104,1138,915,1247,1474,1490,1516,1288,1056,821,1000
112031550,Banora Point,8457,7529,822,848,913,798,678,776,765,930,931,905,976,1040,983,1177,1049,921,700,774
112031551,Terranora - North Tumblegum,1685,1667,209,258,280,172,128,169,202,225,253,244,248,273,208,184,124,87,57,31
112031552,Tweed Heads South,4452,3850,360,341,381,391,349,390,349,397,448,408,438,499,545,657,662,616,495,576
113011256,Griffith (NSW),9948,9761,1493,1264,1209,1293,1593,1415,1187,1174,1190,1350,1176,1106,1019,834,658,632,508,608
113011257,Griffith Region,6314,6871,901,1007,879,735,819,738,726,895,943,996,991,960,772,648,433,354,216,172
113011258,Leeton,5236,5071,658,840,911,568,616,527,501,612,648,664,681,701,555,502,457,373,266,227
113011259,Narrandera,3077,3061,415,370,339,312,272,315,321,359,358,461,407,481,414,412,308,207,187,200
113021260,Tumbarumba,1665,1826,212,205,162,151,182,217,189,220,225,182,253,295,255,235,187,153,79,89
113021261,Tumut,3253,3146,404,411,364,367,327,381,345,380,381,453,432,429,392,381,302,248,184,218
113021262,Tumut Region,2314,2449,274,325,256,170,216,227,251,289,300,298,358,398,387,355,258,174,127,100
113031263,Cootamundra,3884,3793,407,458,385,358,322,373,354,438,414,494,504,575,559,585,481,440,236,294
113031264,Gundagai,1787,1850,221,299,246,173,161,194,203,209,229,227,240,241,248,232,175,157,84,98
113031265,Junee,2727,3636,363,381,353,435,462,457,426,430,422,402,412,464,393,348,246,161,97,111
113031266,Temora,3418,3410,427,439,430,283,344,303,299,362,441,465,492,479,462,472,393,301,209,227
113031267,Wagga Wagga - East,8649,8355,1115,1269,1147,1017,1056,1070,992,1111,1071,1276,1034,1057,988,956,722,488,350,285
113031268,Wagga Wagga - North,2407,2135,323,267,397,749,396,323,256,255,234,255,224,205,134,125,107,111,75,106
113031269,Wagga Wagga - South,11205,10504,1712,1460,1543,1593,1522,1489,1380,1326,1386,1691,1240,1274,1120,860,641,561,389,522
113031270,Wagga Wagga - West,6395,6150,806,601,850,1348,1208,930,709,676,611,679,701,717,646,521,455,386,302,399
113031271,Wagga Wagga Region,7390,7679,1016,1104,1001,896,907,803,813,913,980,1187,1034,1019,927,843,615,452,299,260
114011272,Berry - Kangaroo Valley,4599,4366,447,398,381,300,322,359,387,437,471,462,546,795,772,849,734,564,362,379
114011273,Callala Bay - Currarong,1824,1891,131,229,225,192,130,126,133,219,244,182,298,294,314,326,297,181,110,84
114011274,Culburra Beach,2466,2603,250,209,249,215,229,221,213,249,254,218,406,391,428,441,397,302,198,199
114011275,Ettrema - Sassafras - Budawang,12,40,3,0,0,1,5,0,0,0,4,3,9,2,11,9,4,1,0,0
114011276,Huskisson - Vincentia,2217,2055,223,161,191,155,199,202,224,246,227,190,289,402,364,414,313,199,113,160
114011277,North Nowra - Bomaderry,8203,7970,989,999,990,909,912,904,851,868,1028,1045,990,1166,1142,1085,788,629,441,437
114011278,Nowra,10179,10438,1491,1283,1266,1634,1556,1386,1190,1239,1188,1443,1162,1178,1084,1118,866,598,460,475
114011279,St Georges Basin - Erowal Bay,7320,6953,752,870,798,653,620,592,677,766,821,865,876,931,1042,1218,1010,817,520,445
114011280,Sussex Inlet - Berrara,2179,2218,184,178,143,148,147,146,156,186,187,154,308,356,416,505,437,305,204,237
114011281,Tomerong - Wandandian - Woollamia,1726,1777,194,207,222,163,128,152,191,241,265,206,297,308,300,293,171,91,51,23
114011282,Ulladulla,8039,7579,776,853,792,507,592,685,670,845,871,863,997,1196,1319,1423,1120,916,610,583
114011283,Ulladulla Region,2478,2650,194,274,241,153,146,202,196,273,329,287,418,550,520,531,357,219,147,91
114021284,Bowral,7066,6152,573,808,729,448,374,415,541,703,827,764,797,839,882,1196,1118,917,648,639
114021285,Hill Top - Colo Vale,3070,3125,448,468,451,366,386,384,322,454,467,499,454,396,326,303,227,142,61,41
114021286,Mittagong,4940,4292,497,557,669,426,481,436,459,554,590,545,598,662,611,636,572,395,291,253
114021287,Moss Vale - Berrima,5136,4872,606,660,730,483,531,557,528,605,608,637,659,683,608,634,590,398,244,247
114021288,Robertson - Fitzroy Falls,1800,1806,161,282,184,134,155,127,161,245,281,245,273,250,302,316,268,125,58,39
114021289,Southern Highlands,3454,3274,308,400,349,223,225,247,269,430,429,389,535,497,582,673,497,329,175,171
115011290,Baulkham Hills (East),11962,11749,1842,1454,1241,1145,1252,1824,2084,1989,1678,1914,1350,1190,1096,1157,947,668,421,459
115011291,Baulkham Hills (West) - Bella Vista,10561,10292,1219,1372,1586,1712,1164,1093,1364,1499,1512,1504,1558,1407,1243,1121,688,424,229,158
115011294,Glenhaven,3322,3179,321,456,446,439,291,190,324,372,457,438,450,455,424,379,352,302,209,196
115011296,West Pennant Hills,6620,6564,689,813,1009,998,742,687,739,790,840,836,1048,1080,1053,772,515,269,131,173
115011553,Castle Hill - Central,3991,3841,573,498,486,423,478,578,675,622,518,571,451,442,387,427,306,200,108,89
115011554,Castle Hill - East,3145,2609,200,313,384,368,187,153,237,312,360,338,393,370,236,226,230,251,325,871
115011555,Castle Hill - North,6160,6152,616,929,890,794,584,574,730,915,874,862,926,837,812,733,530,332,205,169
115011556,Castle Hill - South,5078,4865,663,661,624,635,512,643,715,744,669,757,628,599,627,544,411,244,144,123
115011557,Castle Hill - West,2769,2674,310,429,462,369,293,296,342,412,442,449,417,395,274,258,140,74,47,34
115011558,Cherrybrook,9833,9627,847,1504,1646,1380,928,826,1010,1421,1521,1239,1555,1441,1236,993,674,472,332,435
