SA2_CODE,SA2_NAME,IS_SYDNEY,IS_SUA,LAB_FORCE,UNEMPLOYED,PERC_DWELLING_FLAT,PERC_DWELLING_HOUSE,PERC_DWELLING_SEMI,PERC_DWELLING_OTHER,BORN_OVERSEAS_MOD,SEIFA_Edu_Occ_Index,SEIFA_Economic_Res_Index,SEIFA_Rel_SocioEco_Adv_Disadv_Index,SEIFA_Rel_SocioEco_Disadv_Index,ENG_PROFICIENT_MOD,LANG_HOME_ENGLISH_MOD,EDU_BACHELOR_MOD,EDU_POSTGRAD_MOD,EDU_CERTIFICATE_MOD,EDU_DIPLOMA_MOD,SEPARATED_MOD,DIVORCED_MOD,MARRIED_MOD,WIDOWED_MOD,PERC_HHOLD_SIZE_OVER_5,PERC_HHOLD_NON_FAM,MALES,FEMALES,ANCESTRY_BOTH_AUST,ANCESTRY_ONE_OS,ANCESTRY_BOTH_OS,ARRIVAL_LAST_20,ARRIVAL_20_50,ARRIVAL_OVER_50,INDIG_POP,PERC_OPEN_SPACE,COMMUTE_MED_DIST,COMMUTE_AVG_DIST,COMMUTE_CAR,COMMUTE_WALK,COMMUTE_BUS,COMMUTE_MOTORBIKE,COMMUTE_TRAIN,COMMUTE_BIKE,COMMUTE_OTHER,COMMUTE_PUBLIC_TRANS
120031391,Burwood - Croydon,1,1,12401,1070,0.5074057939446743,0.36440862557177084,0.11653234589414072,0.011653234589414072,7111.13686739518,1074,926,1044,991,18712.98694102147,3505.5915291017595,2501.728512748973,1328.2323490661088,1625.2104936836395,879.4013020227854,219.1295047663334,646.3359296287686,4523.390413082229,433.9340850964892,0.0528334570650829,0.32694210786739236,6005.397853212432,6395.602146787569,1686.2399829497017,750.6146632566071,8753.166511663954,4570.484034720608,1812.6238859180037,449.79214136247384,74.484809734170355,0.050818030050083465,10.6,10.5,4129,690,317,54,3718,56,60,4035
120031390,Ashfield,1,1,13490,936,0.6584440227703985,0.23559372815340057,0.08179366823129931,0.024168580844901626,6970.571182997343,1077,926,1039,1006,21367.072198781058,5161.785435224254,2877.0866541647133,1555.2816846382248,2070.195343022347,1020.8677137052664,250.86888576340053,903.8658384122518,4901.956946397874,539.6843256758868,0.029423527395303663,0.35264210225649817,6734.459290514143,6755.5407094858565,2493.4048288795125,1074.625332083138,8447.851617440225,4494.558524769495,1839.3538052820752,392.6414283481794,165.4891389279575,0.05204501485054089,9.3,10.3,4474,557,453,95,4228,112,91,4681
120031395,Haberfield - Summer Hill,1,1,7390,307,0.41053748231966053,0.43334512022630833,0.14763083451202264,0.008486562942008486,2263.684210526316,1123,1024,1099,1066,12682.631578947368,4555.263157894737,1517.8947368421052,843.6842105263157,1290.5263157894735,525.2631578947368,141.05263157894737,424.2105263157894,2633.684210526316,322.10526315789474,0.014728134772520931,0.31650544135429265,3643.157894736842,3746.8421052631575,2505.7894736842104,1017.8947368421052,3135.2631578947367,919.4736842105262,793.1578947368421,458.4210526315789,103.68421052631578,0.08222529211995624,8,8.8,3026,250,368,56,1791,146,60,2159
103041079,Orange Region,0,0,5754,210,0.014012738853503185,0.9628450106157113,0.005307855626326964,0.017834394904458598,336.57133140622346,1011,1070,1026,1040,10593.680496514198,5181.14385308621,532.2523380377487,190.78898146573712,2169.1239585104577,404.57048121067845,118.8762115286516,309.6651929943887,2612.830641047441,217.20591736099303,0.03928845661632967,0.21565372829417773,2918.09301139262,2835.90698860738,4359.772827750383,434.41183472198605,455.44754293487506,106.15694609760246,151.65278013943208,79.25080768576773,366.9018874341099,0.07411018028030072,15.3,21.5,3922,212,12,20,3,5,50,15
125011473,Homebush Bay - Silverwater,1,1,9607,532,0.7829034831161925,0.13174687583089603,0.08189311353363467,0.0034565275192767883,4511.010625255415,1130,1008,1115,1081,13306.794288925215,3039.239425827544,1897.2549039640376,1030.0926134041683,1308.8408765835718,663.4993870044954,235.0711585615039,501.05981814466696,3944.680527176134,118.7624642419289,0.018881396271320905,0.2890792291220557,5122.490089906008,4484.509910093992,1258.2932161830813,633.5633939517777,5597.539946873723,3007.3404168369434,1106.65023498161,55.945954229668985,411.2518389865141,0.2988216908336959,13.7,13.4,5473,276,229,36,730,67,79,959
125011586,Lidcombe,1,1,10113,863,0.2768049155145929,0.5039938556067588,0.20967741935483872,0.009523809523809525,6178.392795637199,1015,962,1010,967,13974.072187141217,1822.4105912743973,1635.1865671641792,605.6963260619978,1480.3760045924225,751.3150114810563,180.93484500574053,496.3613662456946,4200.687858783008,283.98062571756606,0.08452147186886366,0.21429180523578067,5257.269948335247,4855.730051664754,653.5908438576349,435.40470723306544,7996.449339839266,3845.107347876005,2013.5048794489094,105.46469575200919,44.508036739380024,0.07142745600199885,13,12.9,4552,238,115,25,2556,35,60,2671
125011583,Auburn - North,1,1,5453,736,0.7911657813810455,0.16689963656695556,0.03606374056471904,0.005870841487279843,3842.269092730156,903,812,889,837,6997.7359986645515,466.5157332443035,684.071362991403,346.35948585259996,608.5185710708622,331.339954928637,115.14973708371588,248.9601034972039,2416.779066855855,110.59836407645439,0.10103988825081484,0.29984447900466565,3186.8713796845004,2266.1286203154996,113.32918788081128,97.39938235539604,4585.963442116685,3142.2679242133377,558.9086052917119,30.94933644937818,4.551373007261497,0.018172278927787843,14.7,14.3,2177,166,49,13,1428,17,43,1477
125011585,Berala,1,1,4113,415,0.2796987333105101,0.5973981513180417,0.11845258473125642,0.004450530640191715,2329.0748922413795,937,930,942,906,5676.649137931035,820.3839439655172,507.47683189655174,148.47575431034483,731.2984913793103,258.8353448275862,86.42618534482759,222.49202586206897,1706.3631465517242,136.06584051724138,0.09819752159218927,0.2211843825892023,2148.687931034483,1964.3120689655173,342.6022629310345,204.32036637931034,3242.089978448276,1364.2040948275862,829.6913793103448,59.833512931034484,30.58157327586207,0.26719386532470646,11.2,12.9,2142,74,15,3,832,9,22,847
125011587,Regents Park,1,1,2210,207,0.312677657760091,0.6441159749857874,0.04036384309266629,0.0028425241614553724,1125.451249761496,949,923,937,908,3301.295554283534,546.4911276473955,226.4396107613051,79.69662278191186,434.3255103987789,147.58633848502194,61.98626216370922,146.3213127265789,868.2293455447434,84.75672581568404,0.09070655633354552,0.24153213042101931,1121.6561724861667,1088.3438275138333,266.4987597786682,139.57450868154933,1622.6063728296128,616.9108948673918,453.3008967754246,32.46899446670483,29.51726769700439,0.07099630996309965,10.6,13.4,1225,33,14,3,377,7,8,391
125011584,Auburn - South,1,1,3300,346,0.05666530778638402,0.7468406033428455,0.1871178149205055,0.009376273950264982,1689.8153392998754,931,943,928,888,4724.379743967373,580.9674861221253,318.52271439900306,118.5113855216948,494.9813073524414,182.81409312337146,78.88297269740569,152.1581511272233,1330.5426532230656,116.6421207658321,0.17204058624577226,0.19255079006772008,1689.8153392998754,1610.1846607001246,252.72459499263624,238.1443298969072,2498.8331256372494,981.3639968279143,603.3986631924777,45.98391299422227,26.917412484422794,0.17048492575988156,10,12.3,1939,33,31,6,384,6,37,415
